int_player_id,str_url,dt_crawled
170,https://sofifa.com/player/208093/gerard-moreno-balaguero/210007/,2020-11-15 01:00:13.510107
171,https://sofifa.com/player/207410/mateo-kovacic/210007/,2020-11-15 01:00:13.510488
172,https://sofifa.com/player/205678/edin-visca/210007/,2020-11-15 01:00:13.510867
173,https://sofifa.com/player/205600/samuel-umtiti/210007/,2020-11-15 01:00:13.511247
174,https://sofifa.com/player/205498/luiz-frello-filho-jorge/210007/,2020-11-15 01:00:13.511626
175,https://sofifa.com/player/205070/cristian-portugues-manzanera/210007/,2020-11-15 01:00:13.512294
176,https://sofifa.com/player/205069/juan-bernat-velasco/210007/,2020-11-15 01:00:13.512683
177,https://sofifa.com/player/203486/thorgan-hazard/210007/,2020-11-15 01:00:13.513063
178,https://sofifa.com/player/199914/allan-marques-loureiro/210007/,2020-11-15 01:00:13.513443
179,https://sofifa.com/player/199845/francesco-acerbi/210007/,2020-11-15 01:00:13.513822
180,https://sofifa.com/player/199564/sergio-roberto-carnicer/210007/,2020-11-15 01:00:13.514200
181,https://sofifa.com/player/199482/anthony-lopes/210007/,2020-11-15 01:00:13.514579
182,https://sofifa.com/player/199434/dusan-tadic/210007/,2020-11-15 01:00:13.514987
183,https://sofifa.com/player/199042/charles-aranguiz/210007/,2020-11-15 01:00:13.515370
184,https://sofifa.com/player/198717/wilfried-zaha/210007/,2020-11-15 01:00:13.515749
185,https://sofifa.com/player/197061/joel-matip/210007/,2020-11-15 01:00:13.516131
186,https://sofifa.com/player/193314/aitor-fernandez/210007/,2020-11-15 01:00:13.516512
187,https://sofifa.com/player/193301/alexandre-lacazette/210007/,2020-11-15 01:00:13.516891
188,https://sofifa.com/player/192984/koen-casteels/210007/,2020-11-15 01:00:13.517269
189,https://sofifa.com/player/192774/kostas-manolas/210007/,2020-11-15 01:00:13.517648
190,https://sofifa.com/player/190941/lukas-hradecky/210007/,2020-11-15 01:00:13.518028
191,https://sofifa.com/player/189575/iker-muniain-goni/210007/,2020-11-15 01:00:13.518406
192,https://sofifa.com/player/189242/philippe-coutinho-correia/210007/,2020-11-15 01:00:13.518785
193,https://sofifa.com/player/188943/kevin-trapp/210007/,2020-11-15 01:00:13.519172
194,https://sofifa.com/player/188152/oscar-dos-santos-emboaba/210007/,2020-11-15 01:00:13.519551
195,https://sofifa.com/player/187961/jose-paulo-bezerra-m-junior/210007/,2020-11-15 01:00:13.519932
196,https://sofifa.com/player/186942/ilkay-gundogan/210007/,2020-11-15 01:00:13.520313
197,https://sofifa.com/player/186345/kieran-trippier/210007/,2020-11-15 01:00:13.520692
198,https://sofifa.com/player/184134/fernando-reges/210007/,2020-11-15 01:00:13.521072
199,https://sofifa.com/player/183907/jerome-boateng/210007/,2020-11-15 01:00:13.521527
200,https://sofifa.com/player/183512/yuri-berchiche-izeta/210007/,2020-11-15 01:00:13.521946
201,https://sofifa.com/player/181872/arturo-vidal/210007/,2020-11-15 01:00:13.522427
202,https://sofifa.com/player/180930/edin-dzeko/210007/,2020-11-15 01:00:13.522811
203,https://sofifa.com/player/178562/ever-banega/210007/,2020-11-15 01:00:13.523191
204,https://sofifa.com/player/178518/radja-nainggolan/210007/,2020-11-15 01:00:13.523569
205,https://sofifa.com/player/176676/marcelo-vieira-da-silva/210007/,2020-11-15 01:00:13.523946
206,https://sofifa.com/player/173731/gareth-bale/210007/,2020-11-15 01:00:13.524327
207,https://sofifa.com/player/172871/jan-vertonghen/210007/,2020-11-15 01:00:13.524707
208,https://sofifa.com/player/170890/blaise-matuidi/210007/,2020-11-15 01:00:13.525087
209,https://sofifa.com/player/169416/carlos-vela/210007/,2020-11-15 01:00:13.525468
210,https://sofifa.com/player/169195/renato-augusto/210007/,2020-11-15 01:00:13.526132
211,https://sofifa.com/player/167664/gonzalo-higuain/210007/,2020-11-15 01:00:13.526518
212,https://sofifa.com/player/163705/steve-mandanda/210007/,2020-11-15 01:00:13.526898
213,https://sofifa.com/player/162347/joao-filipe-moutinho/210007/,2020-11-15 01:00:13.527279
214,https://sofifa.com/player/41236/zlatan-ibrahimovic/210007/,2020-11-15 01:00:13.527659
215,https://sofifa.com/player/245279/sergio-reguilon-rodriguez/210007/,2020-11-15 01:00:13.528039
216,https://sofifa.com/player/236583/jiri-pavlenka/210007/,2020-11-15 01:00:13.528421
217,https://sofifa.com/player/234906/houssem-aouar/210007/,2020-11-15 01:00:13.528800
218,https://sofifa.com/player/230375/josue-durval-chiamulera-vaz/210007/,2020-11-15 01:00:13.529181
219,https://sofifa.com/player/230168/raphael-william-anjos-rochedo/210007/,2020-11-15 01:00:13.529563
220,https://sofifa.com/player/226271/fabian-ruiz-pena/210007/,2020-11-15 01:00:13.529944
221,https://sofifa.com/player/226226/giovani-lo-celso/210007/,2020-11-15 01:00:13.530324
222,https://sofifa.com/player/226161/marcos-llorente-moreno/210007/,2020-11-15 01:00:13.530702
223,https://sofifa.com/player/226110/nicolas-pepe/210007/,2020-11-15 01:00:13.531080
224,https://sofifa.com/player/225850/presnel-kimpembe/210007/,2020-11-15 01:00:13.531462
225,https://sofifa.com/player/225375/konrad-laimer/210007/,2020-11-15 01:00:13.531840
226,https://sofifa.com/player/224293/ruben-diogo-da-silva-neves/210007/,2020-11-15 01:00:13.532219
227,https://sofifa.com/player/223952/david-soria-solis/210007/,2020-11-15 01:00:13.532601
228,https://sofifa.com/player/223697/robin-gosens/210007/,2020-11-15 01:00:13.532980
229,https://sofifa.com/player/220834/marco-asensio-willemsen/210007/,2020-11-15 01:00:13.533359
230,https://sofifa.com/player/220814/lucas-hernandez/210007/,2020-11-15 01:00:13.533738
231,https://sofifa.com/player/217940/dakonam-djene/210007/,2020-11-15 01:00:13.534119
232,https://sofifa.com/player/216354/andrej-kramaric/210007/,2020-11-15 01:00:13.534498
233,https://sofifa.com/player/215698/mike-maignan/210007/,2020-11-15 01:00:13.534878
234,https://sofifa.com/player/215316/geronimo-rulli/210007/,2020-11-15 01:00:13.535256
235,https://sofifa.com/player/214997/angel-correa/210007/,2020-11-15 01:00:13.535634
236,https://sofifa.com/player/212523/anderson-souza-conceicao/210007/,2020-11-15 01:00:13.536015
237,https://sofifa.com/player/210665/marcel-halstenberg/210007/,2020-11-15 01:00:13.536395
238,https://sofifa.com/player/209960/fernando-pacheco-flores/210007/,2020-11-15 01:00:13.536773
239,https://sofifa.com/player/208418/yannick-carrasco/210007/,2020-11-15 01:00:13.537153
240,https://sofifa.com/player/208333/emre-can/210007/,2020-11-15 01:00:13.537664
241,https://sofifa.com/player/207862/matthias-ginter/210007/,2020-11-15 01:00:13.538137
242,https://sofifa.com/player/205632/lucas-ocampos/210007/,2020-11-15 01:00:13.538530
243,https://sofifa.com/player/204970/florian-thauvin/210007/,2020-11-15 01:00:13.538915
244,https://sofifa.com/player/204120/tomas-vaclik/210007/,2020-11-15 01:00:13.539585
245,https://sofifa.com/player/203841/nick-pope/210007/,2020-11-15 01:00:13.539975
246,https://sofifa.com/player/203263/harry-maguire/210007/,2020-11-15 01:00:13.540360
247,https://sofifa.com/player/202857/karim-bellarabi/210007/,2020-11-15 01:00:13.540742
248,https://sofifa.com/player/201305/gabriel-armando-de-abreu/210007/,2020-11-15 01:00:13.541124
249,https://sofifa.com/player/201153/alvaro-borja-morata-martin/210007/,2020-11-15 01:00:13.541509
250,https://sofifa.com/player/201095/agustin-marchesin/210007/,2020-11-15 01:00:13.541891
251,https://sofifa.com/player/200949/lucas-rodrigues-m-silva/210007/,2020-11-15 01:00:13.542270
252,https://sofifa.com/player/200888/danilo-luis-helio-pereira/210007/,2020-11-15 01:00:13.542650
253,https://sofifa.com/player/200260/steven-berghuis/210007/,2020-11-15 01:00:13.543031
254,https://sofifa.com/player/198710/james-rodriguez/210007/,2020-11-15 01:00:13.543413
255,https://sofifa.com/player/198329/rodrigo-moreno-machado/210007/,2020-11-15 01:00:13.543793
256,https://sofifa.com/player/198009/mattia-perin/210007/,2020-11-15 01:00:13.544172
257,https://sofifa.com/player/194404/norberto-murara-neto/210007/,2020-11-15 01:00:13.544552
258,https://sofifa.com/player/193698/oliver-baumann/210007/,2020-11-15 01:00:13.544932
259,https://sofifa.com/player/193525/mario-figueira-fernandes/210007/,2020-11-15 01:00:13.545311
260,https://sofifa.com/player/193105/alphonse-areola/210007/,2020-11-15 01:00:13.545690
261,https://sofifa.com/player/190815/daley-blind/210007/,2020-11-15 01:00:13.546070
262,https://sofifa.com/player/190286/sergio-canales-madrazo/210007/,2020-11-15 01:00:13.546448
263,https://sofifa.com/player/186561/aaron-ramsey/210007/,2020-11-15 01:00:13.546826
264,https://sofifa.com/player/185103/aleksandar-kolarov/210007/,2020-11-15 01:00:13.547207
265,https://sofifa.com/player/184200/marko-arnautovic/210007/,2020-11-15 01:00:13.547585
266,https://sofifa.com/player/182494/fernando-muslera/210007/,2020-11-15 01:00:13.547965
267,https://sofifa.com/player/181458/ivan-perisic/210007/,2020-11-15 01:00:13.548342
268,https://sofifa.com/player/180403/willian-borges-da-silva/210007/,2020-11-15 01:00:13.548720
269,https://sofifa.com/player/178750/sergio-asenjo-andres/210007/,2020-11-15 01:00:13.549097
270,https://sofifa.com/player/177457/lars-bender/210007/,2020-11-15 01:00:13.549475
