int_team_id,str_url,dt_crawled
242,https://sofifa.com/team/171/1-fc-nurnberg/,2020-11-15 00:14:32.760039
243,https://sofifa.com/team/111019/argentinos-juniors/,2020-11-15 00:14:32.760422
244,https://sofifa.com/team/688/dc-united/,2020-11-15 00:14:32.760805
245,https://sofifa.com/team/1457/denizlispor/,2020-11-15 00:14:32.761188
246,https://sofifa.com/team/696/sporting-kansas-city/,2020-11-15 00:14:32.761570
247,https://sofifa.com/team/110776/gazisehir-gaziantep-fk/,2020-11-15 00:14:32.761952
248,https://sofifa.com/team/112828/new-york-city-fc/,2020-11-15 00:14:32.762337
249,https://sofifa.com/team/190/brescia/,2020-11-15 00:14:32.762767
250,https://sofifa.com/team/1473/ulsan-hyundai-fc/,2020-11-15 00:14:32.763186
251,https://sofifa.com/team/111811/ac-monza/,2020-11-15 00:14:32.763571
252,https://sofifa.com/team/217/fc-lorient/,2020-11-15 00:14:32.763954
253,https://sofifa.com/team/480/rayo-vallecano/,2020-11-15 00:14:32.764336
254,https://sofifa.com/team/244/real-zaragoza/,2020-11-15 00:14:32.764720
255,https://sofifa.com/team/101114/club-atlas/,2020-11-15 00:14:32.765099
256,https://sofifa.com/team/112134/philadelphia-union/,2020-11-15 00:14:32.765484
257,https://sofifa.com/team/112908/independiente-del-valle/,2020-11-15 00:14:32.765865
258,https://sofifa.com/team/1809/toulouse-football-club/,2020-11-15 00:14:32.766246
259,https://sofifa.com/team/1816/amiens-sc/,2020-11-15 00:14:32.766626
260,https://sofifa.com/team/101146/vissel-kobe/,2020-11-15 00:14:32.767006
261,https://sofifa.com/team/101148/cerezo-osaka/,2020-11-15 00:14:32.767386
262,https://sofifa.com/team/101151/yokohama-f-marinos/,2020-11-15 00:14:32.767830
263,https://sofifa.com/team/111138/minnesota-united-fc/,2020-11-15 00:14:32.768215
264,https://sofifa.com/team/294/estac-troyes/,2020-11-15 00:14:32.768599
265,https://sofifa.com/team/112678/atletico-de-san-luis/,2020-11-15 00:14:32.768980
266,https://sofifa.com/team/298/rosenborg-bk/,2020-11-15 00:14:32.769629
267,https://sofifa.com/team/10030/sc-paderborn-07/,2020-11-15 00:14:32.770019
268,https://sofifa.com/team/10031/portimonense-sc/,2020-11-15 00:14:32.770400
269,https://sofifa.com/team/57/aj-auxerre/,2020-11-15 00:14:32.770890
270,https://sofifa.com/team/110404/club-atletico-banfield/,2020-11-15 00:14:32.771325
271,https://sofifa.com/team/110152/puebla-fc/,2020-11-15 00:14:32.771776
272,https://sofifa.com/team/1871/legia-warszawa/,2020-11-15 00:14:32.772216
273,https://sofifa.com/team/110929/kaizer-chiefs/,2020-11-15 00:14:32.772681
274,https://sofifa.com/team/347/lecce/,2020-11-15 00:14:32.773122
275,https://sofifa.com/team/111708/atletico-tucuman/,2020-11-15 00:14:32.773567
276,https://sofifa.com/team/607/al-ittihad/,2020-11-15 00:14:32.774005
277,https://sofifa.com/team/1889/os-belenenses/,2020-11-15 00:14:32.774516
278,https://sofifa.com/team/110178/sv-sandhausen/,2020-11-15 00:14:32.774969
279,https://sofifa.com/team/1891/cd-nacional/,2020-11-15 00:14:32.775414
280,https://sofifa.com/team/1892/fc-pacos-de-ferreira/,2020-11-15 00:14:32.775831
281,https://sofifa.com/team/111716/union-de-santa-fe/,2020-11-15 00:14:32.776253
282,https://sofifa.com/team/1893/clube-sport-maritimo/,2020-11-15 00:14:32.776764
283,https://sofifa.com/team/1900/moreirense-fc/,2020-11-15 00:14:32.777162
284,https://sofifa.com/team/111724/shandong-luneng-taishan-fc/,2020-11-15 00:14:32.777555
285,https://sofifa.com/team/1907/willem-ii/,2020-11-15 00:14:32.777943
286,https://sofifa.com/team/1909/vitesse/,2020-11-15 00:14:32.778330
287,https://sofifa.com/team/111235/1-fc-heidenheim-1846/,2020-11-15 00:14:32.778794
288,https://sofifa.com/team/110724/kv-mechelen/,2020-11-15 00:14:32.779185
289,https://sofifa.com/team/110986/ldu-quito/,2020-11-15 00:14:32.779569
290,https://sofifa.com/team/1939/huddersfield-town/,2020-11-15 00:14:32.779953
291,https://sofifa.com/team/100761/fcsb-steaua/,2020-11-15 00:14:32.780338
292,https://sofifa.com/team/15005/sv-zulte-waregem/,2020-11-15 00:14:32.780722
293,https://sofifa.com/team/1438/santa-clara/,2020-11-15 00:14:32.781106
294,https://sofifa.com/team/160/vfl-bochum-1848/,2020-11-15 00:14:32.781490
295,https://sofifa.com/team/417/molde-fk/,2020-11-15 00:14:32.781872
296,https://sofifa.com/team/101025/genclerbirligi-sk/,2020-11-15 00:14:32.782255
297,https://sofifa.com/team/101026/goztepe-sk/,2020-11-15 00:14:32.782636
298,https://sofifa.com/team/110502/sv-darmstadt-98/,2020-11-15 00:14:32.783018
299,https://sofifa.com/team/691/new-england-revolution/,2020-11-15 00:14:32.783402
300,https://sofifa.com/team/695/fc-dallas/,2020-11-15 00:14:32.783784
301,https://sofifa.com/team/697/la-galaxy/,2020-11-15 00:14:32.784166
302,https://sofifa.com/team/192/chievo-verona/,2020-11-15 00:14:32.784825
303,https://sofifa.com/team/1477/jeonbuk-hyundai-motors/,2020-11-15 00:14:32.785218
304,https://sofifa.com/team/459/real-sporting-de-gijon/,2020-11-15 00:14:32.785602
305,https://sofifa.com/team/111052/fortaleza/,2020-11-15 00:14:32.785985
306,https://sofifa.com/team/210/stade-malherbe-caen/,2020-11-15 00:14:32.786367
307,https://sofifa.com/team/111059/ceara-sporting-club/,2020-11-15 00:14:32.786815
308,https://sofifa.com/team/472/ud-las-palmas/,2020-11-15 00:14:32.787260
309,https://sofifa.com/team/2013/kas-eupen/,2020-11-15 00:14:32.787649
310,https://sofifa.com/team/112606/orlando-city-sc/,2020-11-15 00:14:32.788031
311,https://sofifa.com/team/110816/cfr-cluj/,2020-11-15 00:14:32.788413
312,https://sofifa.com/team/489/farense/,2020-11-15 00:14:32.788799
313,https://sofifa.com/team/101099/america-de-cali/,2020-11-15 00:14:32.789181
314,https://sofifa.com/team/111339/kasimpasa-sk/,2020-11-15 00:14:32.789563
