Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Platform_type,User_Rate,Critic_Rate
Assassin's Creed III,X360,2012,Action,Ubisoft,3.13,1.69,0.03,0.44,5.29,84,61,67,1196,Ubisoft,M,console,good,outstanding
Final Fantasy X-2,PS2,2003,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,85,45,66,400,SquareSoft,T,console,good,outstanding
Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,NA,NA,NA,NA,NA,NA,console,NA,NA
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.22,1.55,0.01,0.48,5.27,81,53,54,898,Sledgehammer Games,M,console,average,outstanding
Minecraft,PS3,2014,Misc,Sony Computer Entertainment,2.03,2.37,0,0.87,5.26,NA,NA,NA,NA,NA,NA,console,NA,NA
Assassin's Creed II,X360,2009,Action,Ubisoft,3.11,1.55,0.08,0.51,5.26,90,82,88,1305,Ubisoft Montreal,M,console,outstanding,outstanding
Tomb Raider II,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,85,13,NA,NA,Core Design Ltd.,T,console,NA,outstanding
Madden NFL 2004,PS2,NA,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,94,29,85,140,EA Tiburon,E,console,outstanding,incredible
Tomodachi Life,3DS,2013,Simulation,Nintendo,0.97,2.11,1.9,0.24,5.23,NA,NA,NA,NA,NA,NA,handheld,NA,NA
New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.3,1.34,1.27,0.32,5.22,84,70,81,733,Nintendo,E,console,outstanding,outstanding
Dragon Quest VIII: Journey of the Cursed King,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,89,63,88,245,Level 5,T,console,outstanding,outstanding
Super Mario Bros. 3,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Professor Layton and the Curious Village,DS,2007,Puzzle,Nintendo,1.21,2.43,1.03,0.52,5.19,85,72,86,147,Level 5,E,handheld,outstanding,outstanding
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,NA,NA,NA,NA,NA,NA,handheld,NA,NA
FIFA Soccer 13,X360,2012,Action,Electronic Arts,1.09,3.47,0.03,0.57,5.16,90,48,61,403,Electronic Arts,E,console,good,outstanding
Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,NA,NA,NA,NA,NA,NA,console,NA,NA
Diablo III,PC,2012,Role-Playing,Activision,2.44,2.16,0,0.54,5.14,88,86,40,9629,Blizzard Entertainment,M,console,average,outstanding
Medal of Honor: Rising Sun,PS2,2003,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,68,30,76,100,EA LA,T,console,great,good
Kirby's Dream Land,GB,1992,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0,0.2,5.12,NA,NA,NA,NA,NA,NA,console,NA,NA
Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0.63,0,0.68,5.12,92,69,85,112,Harmonix Music Systems,T,console,outstanding,incredible
Fable III,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.08,0.05,0.38,5.1,80,88,65,604,Lionhead Studios,M,console,good,great
Mario & Sonic at the Olympic Games,DS,2008,Sports,Sega,1.63,2.45,0.44,0.57,5.09,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Resident Evil 5,PS3,2009,Action,Capcom,1.96,1.41,1.08,0.64,5.09,84,76,75,667,Capcom,M,console,great,outstanding
The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.85,1.8,0.95,0.48,5.08,90,57,80,416,Nintendo,E,handheld,great,outstanding
Super Mario Bros.,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,NA,NA,NA,NA,NA,NA,handheld,NA,NA
FIFA Soccer 11,PS3,2010,Sports,Electronic Arts,0.61,3.28,0.06,1.12,5.07,89,51,80,233,EA Sports,E,console,great,outstanding
Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91,8,90,266,Capcom,M,console,outstanding,incredible
Grand Theft Auto: Vice City Stories,PSP,2006,Action,Take-Two Interactive,1.7,1.99,0.16,1.18,5.03,86,50,80,150,Rockstar Leeds,M,handheld,great,outstanding
Tony Hawk's Pro Skater,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92,18,92,69,Neversoft Entertainment,T,console,incredible,incredible
Warzone 2100,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33,5.01,NA,NA,NA,NA,NA,NA,console,NA,NA
Spyro the Dragon,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5,NA,NA,NA,NA,NA,NA,console,NA,NA
Guitar Hero III: Legends of Rock,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82,24,82,46,"Neversoft Entertainment, BudCat",T,console,outstanding,outstanding
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68,34,71,47,Nintendo,T,console,great,good
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Fallout 3,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.93,93,84,85,1655,Bethesda Game Studios,M,console,outstanding,incredible
Uncharted: Drake's Fortune,PS3,2007,Action,Sony Computer Entertainment,2.31,1.72,0.12,0.77,4.92,88,66,81,2306,"Naughty Dog, SCE/WWS",T,console,outstanding,outstanding
Madden NFL 06,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88,29,80,121,EA Sports,E,console,great,outstanding
Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,NA,NA,NA,NA,NA,NA,console,NA,NA
Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,4.87,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Super Smash Bros. for Wii U and 3DS,WiiU,2014,Fighting,Nintendo,2.6,1.08,0.81,0.38,4.87,NA,NA,NA,NA,NA,NA,console,NA,NA
Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,NA,NA,NA,NA,NA,NA,console,NA,NA
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0,0.58,4.84,93,82,82,3052,Blizzard Entertainment,T,console,outstanding,incredible
Assassin's Creed,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,81,40,73,769,Ubisoft Montreal,M,console,great,outstanding
God of War III,PS3,2010,Action,Sony Computer Entertainment,2.74,1.33,0.12,0.61,4.8,92,101,87,2633,SCE Santa Monica,M,console,outstanding,incredible
Crash Team Racing,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88,20,90,233,Naughty Dog,E,console,outstanding,outstanding
LEGO Star Wars: The Complete Saga,DS,2007,Action,LucasArts,2.83,1.48,0,0.45,4.76,80,9,54,46,TT Fusion,E,handheld,average,great
Driver 2,PS,2e3,Action,Atari,2.36,2.1,0.02,0.25,4.73,62,14,77,92,Reflections Interactive,T,console,great,good
Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94,87,87,1472,Rocksteady Studios,T,console,outstanding,incredible
The Last of Us,PS4,2014,Action,Sony Computer Entertainment,1.88,2,0.07,0.77,4.71,NA,NA,NA,NA,NA,NA,console,NA,NA
The Simpsons: Hit & Run,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79,4.7,NA,NA,NA,NA,NA,NA,console,NA,NA
Tony Hawk's Pro Skater 2,PS,2e3,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98,19,77,299,Neversoft Entertainment,T,console,great,incredible
The Lord of the Rings: The Two Towers,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82,32,82,78,Stormfront Studios,T,console,outstanding,outstanding
Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,86,147,Core Design Ltd.,T,console,outstanding,incredible
Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.82,1.12,1.32,0.36,4.62,73,50,76,119,Nintendo,E,console,great,great
Uncharted: The Nathan Drake Collection,PS4,2015,Action,Sony Computer Entertainment,2.07,1.71,0.08,0.76,4.62,86,78,81,1264,Bluepoint Games,T,console,outstanding,outstanding
The Legend of Zelda: A Link to the Past,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,NA,NA,NA,NA,NA,NA,console,NA,NA
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96,80,89,968,Nintendo,E,console,outstanding,incredible
Guitar Hero III: Legends of Rock,Wii,2007,Misc,Activision,3.04,1.11,0,0.43,4.6,86,36,84,87,Vicarious Visions,T,console,outstanding,outstanding
Luigi's Mansion: Dark Moon,3DS,2013,Action,Nintendo,1.8,1.39,1.11,0.29,4.59,86,74,84,458,Next Level Games,E,handheld,outstanding,outstanding
Forza Motorsport 4,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91,83,82,617,Turn 10,E,console,outstanding,incredible
Mario & Sonic at the Olympic Winter Games,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48,4.53,NA,NA,NA,NA,NA,NA,console,NA,NA
Madden NFL 2005,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,30,79,78,EA Tiburon,E,console,great,incredible
Guitar Hero III: Legends of Rock,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85,69,79,165,Neversoft Entertainment,T,console,great,outstanding
Pitfall!,2600,1981,Platform,Activision,4.21,0.24,0,0.05,4.5,NA,NA,NA,NA,NA,NA,console,NA,NA
Madden NFL 07,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84,29,82,39,EA Sports,E,console,outstanding,outstanding
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.78,1.27,0.03,0.41,4.48,84,101,64,2438,343 Industries,T,console,good,outstanding
Spider-Man: The Movie,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76,25,79,41,Treyarch,E,console,great,great
Dragon Quest VII: Warriors of Eden,PS,2e3,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,NA,NA,NA,NA,NA,NA,console,NA,NA
Call of Duty: Infinite Warfare,PS4,2016,Shooter,Activision,1.61,2,0.15,0.71,4.46,77,82,34,1129,Infinity Ward,M,console,average,great
God of War,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94,75,89,997,SCE Santa Monica,M,console,outstanding,incredible
Splatoon,WiiU,2015,Shooter,Nintendo,1.54,1.18,1.46,0.26,4.43,81,88,85,1184,Nintendo,E10+,console,outstanding,outstanding
Nintendo Land,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77,61,79,471,Nintendo,E10+,console,great,great
Tony Hawk's Pro Skater 3,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97,34,75,298,Neversoft Entertainment,T,console,great,incredible
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86,19,89,33,Konami,E,console,outstanding,outstanding
The Elder Scrolls IV: Oblivion,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.03,0.13,0.4,4.38,94,90,87,1109,Bethesda Softworks,M,console,outstanding,incredible
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,NA,NA,NA,NA,NA,NA,console,NA,NA
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82,36,91,137,EA Canada,T,console,incredible,outstanding
Michael Jackson: The Experience,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56,37,83,31,"Ubisoft Paris, Ubisoft Montpellier",E10+,console,outstanding,average
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.56,1.93,0.19,0.68,4.36,NA,NA,48,207,High Moon Studios,M,console,average,NA
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.34,86,70,81,715,Insomniac Games,M,console,outstanding,outstanding
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,NA,NA,NA,NA,NA,NA,console,NA,NA
Kingdom Hearts II,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87,64,90,766,Square Enix,E10+,console,outstanding,outstanding
The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.16,0.73,0.32,4.32,93,83,90,1607,Nintendo,E,console,outstanding,incredible
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,1.48,2.02,0.14,0.68,4.32,NA,NA,NA,NA,NA,NA,console,NA,NA
Asteroids,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31,NA,NA,NA,NA,NA,NA,console,NA,NA
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.77,1.11,0,0.4,4.29,NA,NA,49,221,High Moon Studios,M,console,average,NA
FIFA 15,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,NA,NA,45,109,EA Sports,E,console,average,NA
Fable II,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89,95,65,2423,Lionhead Studios,M,console,good,outstanding
Namco Museum,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,79,10,73,6,Mass Media,E,handheld,great,great
Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.23,91,70,89,1122,Rocksteady Studios,T,console,outstanding,incredible
Metal Gear Solid 3: Snake Eater,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,91,68,93,955,KCEJ,M,console,incredible,incredible
Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80,39,75,613,Ubisoft Montreal,M,console,great,great
Fallout 4,XOne,2015,Role-Playing,Bethesda Softworks,2.51,1.32,0.01,0.38,4.22,88,39,62,1749,Bethesda Game Studios,M,console,good,outstanding
FIFA 14,X360,2013,Sports,Electronic Arts,0.92,2.89,0.01,0.4,4.22,84,41,42,435,EA Canada,E,console,average,outstanding
Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0,0.75,4.21,85,59,87,109,Ready at Dawn,E10+,handheld,outstanding,outstanding
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21,NA,NA,NA,NA,NA,NA,console,NA,NA
FIFA Soccer 06,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80,32,78,47,EA Canada,E,console,great,great
EyeToy Play,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80,32,75,22,"SCEE, Zoe Mode",E,console,great,great
Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80,67,71,120,Polyphony Digital,E,console,great,great
Assassin's Creed: Revelations,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,80,77,72,564,Ubisoft Montreal,M,console,great,great
FIFA 12,X360,2011,Sports,Electronic Arts,0.84,2.78,0.02,0.53,4.18,NA,NA,NA,NA,NA,NA,console,NA,NA
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,NA,NA,NA,NA,NA,NA,console,NA,NA
Street Fighter IV,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.16,94,61,73,330,Capcom,T,console,great,incredible
Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,NA,NA,NA,NA,NA,NA,console,NA,NA
Frogger,PS,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16,NA,NA,NA,NA,NA,NA,console,NA,NA
Madden NFL 2003,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,25,77,65,EA Sports,E,console,great,incredible
Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12,96,24,91,3161,Valve Software,M,console,incredible,incredible
Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,NA,NA,NA,NA,NA,NA,console,NA,NA
FIFA Soccer 07,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,NA,NA,NA,NA,NA,NA,console,NA,NA
Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,NA,NA,NA,NA,NA,NA,console,NA,NA
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,91,46,79,785,Blizzard Entertainment,T,console,great,incredible
Battlefield 1,PS4,2016,Shooter,Electronic Arts,1.1,2.15,0.21,0.61,4.08,88,31,84,809,EA DICE,M,console,outstanding,outstanding
God of War II,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,70,89,709,SCE Santa Monica,M,console,outstanding,incredible
World Soccer Winning Eleven 9,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,NA,NA,82,23,Konami,E,console,outstanding,NA
Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.05,84,81,81,769,Obsidian Entertainment,M,console,outstanding,outstanding
Forza Motorsport 2,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90,66,83,381,Turn 10,E,console,outstanding,outstanding
Carnival Games,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56,27,60,44,Cat Daddy Games,E,console,good,average
Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.9,0.11,0.64,4.05,80,80,63,2996,Ubisoft Montreal,M,console,good,great
Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,NA,NA,NA,NA,NA,NA,console,NA,NA
Tekken Tag Tournament,PS2,2e3,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,25,85,117,Namco,T,console,outstanding,outstanding
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.13,2.18,0.1,0.63,4.04,85,83,77,1653,Ubisoft Montreal,M,console,great,outstanding
Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,NA,NA,NA,NA,NA,NA,console,NA,NA
Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,NA,NA,NA,NA,NA,NA,console,NA,NA
Namco Museum: 50th Anniversary,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98,61,21,NA,NA,Digital Eclipse,E10+,console,NA,good
Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89,76,86,681,Valve Software,M,console,outstanding,outstanding
The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,1.02,2.13,0.23,0.59,3.97,92,79,92,10179,CD Projekt Red Studio,M,console,incredible,incredible
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,3.96,70,40,49,2050,"Ubisoft, Ubisoft Montreal",M,console,average,good
Batman: Arkham Knight,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.53,1.69,0.1,0.64,3.95,87,89,76,2679,Rocksteady Studios,M,console,great,outstanding
The Legend of Zelda: Skyward Sword,Wii,2011,Action,Nintendo,2.03,1.16,0.37,0.38,3.95,93,81,80,1958,Nintendo,E10+,console,great,incredible
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,3.94,90,57,80,910,Bethesda Game Studios,M,console,great,outstanding
Professor Layton and the Diabolical Box,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84,65,88,72,Level 5,E10+,handheld,outstanding,outstanding
Donkey Kong Land,GB,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,NA,NA,NA,NA,NA,NA,handheld,NA,NA
EA Sports Active,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.9,81,27,87,39,EA Canada,E,console,outstanding,outstanding
Tony Hawk's Underground,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38,87,121,Neversoft Entertainment,T,console,outstanding,outstanding
Monster Hunter 4 Ultimate,3DS,2014,Role-Playing,Nintendo,0.68,0.48,2.62,0.11,3.89,86,80,87,348,Capcom,T,handheld,outstanding,outstanding
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0,0.6,3.88,94,32,81,9073,Bethesda Game Studios,M,console,outstanding,incredible
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.49,0.66,0.03,0.69,3.88,87,51,67,364,Visual Concepts,E10+,console,good,outstanding
Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,62,86,229,Namco,T,console,outstanding,outstanding
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0,3.87,NA,NA,NA,NA,NA,NA,console,NA,NA
MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,9,74,220,Evolution Studios,T,console,great,outstanding
Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.44,1.41,0.73,0.27,3.85,NA,NA,NA,NA,NA,NA,handheld,NA,NA
World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91,26,91,38,KCET,E,console,incredible,incredible
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.84,76,64,79,104,"SCEA, Zindagi Games",E10+,console,great,great
Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,NA,NA,NA,NA,NA,NA,console,NA,NA
The Legend of Zelda: Link's Awakening,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Call of Duty: Ghosts,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78,49,37,1564,Infinity Ward,M,console,average,great
Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59,22,40,4,"Nintendo, Namco Bandai Games",E,handheld,average,average
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.35,1.7,0.15,0.6,3.8,80,64,70,2219,Massive Entertainment,M,console,good,great
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,33,69,39,Nintendo,E,console,good,good
Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,NA,NA,NA,NA,NA,NA,console,NA,NA
Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,NA,NA,NA,NA,NA,NA,handheld,NA,NA
LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.01,0,0.36,3.76,77,60,75,66,Traveller's Tales,E10+,console,great,great
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,79,21,80,29,Maxis,T,console,great,great
Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,64,11,75,41,Argonaut Games,E,console,great,good
Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,NA,NA,NA,NA,NA,NA,console,NA,NA
Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,NA,NA,NA,NA,NA,NA,console,NA,NA
Super Paper Mario,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.71,85,56,79,417,Intelligent Systems,E,console,great,outstanding
Spyro: Year of the Dragon,PS,2e3,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71,91,15,88,207,Insomniac Games,E,console,outstanding,incredible
Assassin's Creed IV: Black Flag,PS3,2013,Action,Ubisoft,1.33,1.68,0.13,0.57,3.71,88,36,81,840,Ubisoft,M,console,outstanding,outstanding
FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,27,76,56,EA Canada,E,console,great,outstanding
Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Friend Collection,DS,2009,Misc,Nintendo,0,0,3.67,0,3.67,NA,NA,NA,NA,NA,NA,handheld,NA,NA
Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,85,128,Neversoft Entertainment,T,console,outstanding,incredible
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,2.04,1.28,0.02,0.32,3.66,NA,NA,NA,NA,NA,NA,console,NA,NA
MySims,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15,73,13,TOSE,E,handheld,great,good
Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0,0.79,3.65,74,34,84,31,Rockstar Leeds,E10+,handheld,outstanding,great
Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,NA,NA,NA,NA,NA,NA,console,NA,NA
SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,42,79,82,Zipper Interactive,M,console,great,outstanding
Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35,87,312,Naughty Dog,E,console,outstanding,outstanding
Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,NA,NA,NA,NA,NA,NA,console,NA,NA
Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,82,10,79,38,Konami,E,console,great,outstanding
Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38,89,1013,Capcom,M,console,outstanding,incredible
