date,iso_a3,currency_code,name,local_price,dollar_ex,dollar_price,GDP_dollar,adj_price,USD,EUR,GBP,JPY,CNY
2011-07-01,ARG,ARS,Argentina,20.0,4.1325,4.83968542044767,9138.177,3.14975655201764,1.01089,0.47526,0.8497,0.9062600000000001,0.9462200000000001
2011-07-01,AUS,AUD,Australia,4.56,0.9223815890000001,4.9437240014121695,55589.549000000006,5.792526186983809,0.11695,-0.18056,0.02742,0.05882999999999999,0.08102999999999999
2011-07-01,BRA,BRL,Brazil,9.5,1.5416,6.1624286455630495,10816.487,3.2452410665775098,1.48516,0.8232,1.28595,1.35584,1.40524
2011-07-01,GBR,GBP,Britain,2.39,0.614137444,3.8916369997462703,36119.846,4.6848314586083,0.08714,-0.20243,0.0,0.03058,0.05218
2011-07-01,CAN,CAD,Canada,4.73,0.94585,5.00079293756938,46214.914000000004,5.2591727110759106,0.24443,-0.08703999999999999,0.14468,0.17968,0.20440999999999998
2011-07-01,CHL,CLP,Chile,1850.0,462.75,3.99783900594273,11827.958,3.30278694155078,0.58414,0.16218,0.45716,0.50171,0.5331899999999999
2011-07-01,CHN,CNY,China,14.65,6.445,2.27307990690458,4382.1359999999995,2.87916991062728,0.03323,-0.24199,-0.049589999999999995,-0.02054,0.0
2011-07-01,COL,COP,Colombia,8400.0,1770.5,4.74442247952556,6273.371999999999,2.98676847786346,1.07889,0.5251399999999999,0.9122399999999999,0.9707100000000001,1.01203
2011-07-01,CZE,CZK,Czech Republic,69.32,17.0219,4.072400848318931,18288.284,3.6703358997340296,0.45208999999999994,0.0653,0.33569,0.37653000000000003,0.40539000000000003
2011-07-01,DNK,DKK,Denmark,28.5,5.19845,5.48240340870837,56147.143,5.8242495232038705,0.23190999999999998,-0.09623,0.13316,0.16781,0.19229000000000002
2011-07-01,EGY,EGP,Egypt,14.09,5.962000000000001,2.36330090573633,2788.829,2.7885214932074702,0.10916,-0.18628,0.02025,0.05144,0.07349
2011-07-01,EUZ,EUR,Euro area,3.437660401,0.697520315,4.92840183586624,36947.0,4.7318909399653,0.36308,0.0,0.25381,0.29215,0.31924
2011-07-01,HKG,HKD,Hong Kong,15.1,7.7918,1.93793475191868,31590.681,4.42715253076626,-0.42712,-0.57972,-0.47303999999999996,-0.45693,-0.44553999999999994
2011-07-01,HUN,HUF,Hungary,760.0,188.0724,4.04099697775963,12879.296,3.36260097982044,0.57276,0.15383,0.44669,0.49091999999999997,0.52218
2011-07-01,IND,INR,India,84.0,44.4,1.8918918918918899,1264.839,2.7018167453694,-0.08359,-0.32769000000000004,-0.15705,-0.13128,-0.11306
2011-07-01,IDN,IDR,Indonesia,22534.0,8523.0,2.64390472838203,3015.3740000000003,2.8014103750892203,0.23515,-0.09386,0.13614,0.17087,0.19542
2011-07-01,ISR,ILS,Israel,15.9,3.40335,4.67186742474327,28685.616,4.26187393426748,0.43463,0.052489999999999995,0.31963,0.35998,0.38849
2011-07-01,JPN,JPY,Japan,320.0,78.365,4.08345562432208,42820.392,5.0660473139008895,0.054889999999999994,-0.2261,-0.02967,0.0,0.02097
2011-07-01,MYS,MYR,Malaysia,7.2,2.9730000000000003,2.4217961654894102,8423.176,3.1090778196053797,0.01942,-0.25211999999999996,-0.06229,-0.03362,-0.013359999999999999
2011-07-01,MEX,MXN,Mexico,32.0,11.67075,2.74189747873958,9565.962,3.17409463202729,0.13053,-0.17060999999999998,0.0399,0.0717,0.09417
2011-07-01,NZL,NZD,New Zealand,5.1,1.1560693640000002,4.41150000061761,32145.232999999997,4.4587027977122995,0.29486999999999997,-0.05004,0.19108,0.22749,0.25323
2011-07-01,NOR,NOK,Norway,45.0,5.41405,8.31170750177778,84443.634,7.43412892979909,0.46321999999999997,0.07347000000000001,0.34593,0.38708000000000004,0.41616000000000003
2011-07-01,PAK,PKR,Pakistan,205.13,86.345,2.37570212519544,1049.749,2.6895795756947405,0.156,-0.15192,0.06333,0.09584,0.11882000000000001
2011-07-01,PER,PEN,Peru,10.0,2.7375,3.6529680365296797,5171.651,2.9240879868544,0.63495,0.19946,0.50389,0.54988,0.5823699999999999
2011-07-01,PHL,PHP,Philippines,118.0,42.41,2.7823626503183196,2007.362,2.74406129387626,0.32699,-0.02647,0.22061999999999998,0.25794,0.28431999999999996
2011-07-01,POL,PLN,Poland,8.63,2.7968,3.08566933638444,12300.126,3.32965011478499,0.21283000000000002,-0.11023,0.11560999999999999,0.14972,0.17382999999999998
2011-07-01,RUS,RUB,Russia,75.0,27.7525,2.70245923790649,10437.49,3.22367869456957,0.09713,-0.19510999999999998,0.009179999999999999,0.04004,0.06184
2011-07-01,SAU,SAR,Saudi Arabia,10.0,3.7502,2.66652445202923,16995.78,3.5968011433382006,-0.02976,-0.2882,-0.10754000000000001,-0.08025,-0.06097
2011-07-01,SGP,SGD,Singapore,4.41,1.20705,3.65353547906052,43116.689000000006,5.08290461392921,-0.0593,-0.30987,-0.13471,-0.10825,-0.08955
2011-07-01,ZAF,ZAR,South Africa,19.45,6.76885,2.87345708650657,7157.8009999999995,3.0370865202559103,0.23822,-0.0916,0.13896,0.17379,0.1984
2011-07-01,KOR,KRW,South Korea,3700.0,1056.2,3.50312440825601,20590.962,3.8013427405546802,0.20606,-0.1152,0.10937999999999999,0.1433,0.16727
2011-07-01,SWE,SEK,Sweden,48.4,6.3352,7.6398535168581905,48874.608,5.41049135332186,0.84798,0.35574,0.69985,0.7518199999999999,0.78855
2011-07-01,CHE,CHF,Switzerland,6.5,0.80615,8.06301556782237,67245.997,6.45569942599949,0.63457,0.19918,0.50354,0.54951,0.5820000000000001
2011-07-01,TWN,TWD,Taiwan,75.0,28.834,2.60109592841784,18457.752,3.67997748544432,-0.07496,-0.32136,-0.14911,-0.12309,-0.10471
2011-07-01,THA,THB,Thailand,70.0,29.75,2.35294117647059,4991.525,2.9138400328592495,0.0568,-0.22469,-0.02791,0.0018100000000000002,0.02282
2011-07-01,TUR,TRY,Turkey,6.5,1.72285,3.77281829526656,10398.685,3.22147095190731,0.53271,0.12445,0.40985,0.45296000000000003,0.48341999999999996
2011-07-01,USA,USD,United States,4.065,1.0,4.065,47283.633,5.31997561096682,0.0,-0.26637,-0.08016000000000001,-0.05202999999999999,-0.03216
2012-01-01,ARG,ARS,Argentina,20.0,4.3135,4.63660600440478,9138.177,2.99418969628743,0.75552,0.49593999999999994,0.71806,0.6943199999999999,0.76178
2012-01-01,AUS,AUD,Australia,4.8,0.972337012,4.9365600000424505,55589.549000000006,5.14234622246052,0.0883,-0.07262,0.06508,0.05036,0.09218
2012-01-01,BRA,BRL,Brazil,10.25,1.805,5.6786703601108,10816.487,3.0718036057203197,1.09574,0.78585,1.05103,1.0226899999999999,1.10322
2012-01-01,GBR,GBP,Britain,2.49,0.651253663,3.8233950017721403,36119.846,4.24196443046304,0.0218,-0.12929000000000002,0.0,-0.013819999999999999,0.02545
2012-01-01,CAN,CAD,Canada,4.73,1.02095,4.63293990890837,46214.914000000004,4.70881363798184,0.1154,-0.049530000000000005,0.0916,0.07652,0.11938
2012-01-01,CHL,CLP,Chile,2050.0,506.05,4.0509831044363205,11827.958,3.11857936144364,0.47261000000000003,0.25486,0.44118999999999997,0.42128000000000004,0.47786999999999996
2012-01-01,CHN,CNY,China,15.4,6.3155,2.43844509540021,4382.1359999999995,2.7742452668118798,-0.0035600000000000002,-0.1509,-0.02482,-0.03829,0.0
2012-01-01,COL,COP,Colombia,8400.0,1852.15,4.535269821558731,6273.371999999999,2.8617059979165202,0.79665,0.53099,0.75831,0.73402,0.80306
2012-01-01,CZE,CZK,Czech Republic,70.22,20.36535,3.44801341494254,18288.284,3.4173389214003502,0.14384,-0.02529,0.11943,0.10397,0.14792
2012-01-01,DNK,DKK,Denmark,31.5,5.86135,5.374188540182719,56147.143,5.168132310975951,0.17886,0.00455,0.15370999999999999,0.13777,0.18307
2012-01-01,EGY,EGP,Egypt,15.5,6.037000000000001,2.56750041411297,2788.829,2.7005623445884597,0.07781,-0.08156000000000001,0.054810000000000005,0.04024,0.08165
2012-01-01,EUZ,EUR,Euro area,3.49245637,0.788239467,4.43070477464433,36947.0,4.28021639562028,0.17352,0.0,0.14848,0.13262000000000002,0.17770999999999998
2012-01-01,HKG,HKD,Hong Kong,16.5,7.76735,2.12427661943906,31590.681,4.03251194426167,-0.4028,-0.4911,-0.41553999999999996,-0.42362,-0.40066999999999997
2012-01-01,HUN,HUF,Hungary,645.0,245.69425,2.6252140617861404,12879.296,3.1671987775916404,-0.060329999999999995,-0.19927999999999998,-0.08038,-0.09308999999999999,-0.056979999999999996
2012-01-01,IND,INR,India,84.0,51.905,1.61834120026972,1264.839,2.6300850061726497,-0.30244,-0.40558,-0.31732,-0.32675,-0.29994
2012-01-01,IDN,IDR,Indonesia,22534.0,9160.0,2.46004366812227,3015.3740000000003,2.7110389806762303,0.028710000000000003,-0.1234,0.0067599999999999995,-0.00715,0.03238
2012-01-01,ISR,ILS,Israel,15.9,3.8485,4.13147979732363,28685.616,3.8981664110725296,0.20152,0.02385,0.17588,0.15963,0.20581
2012-01-01,JPN,JPY,Japan,320.0,76.92,4.16016640665627,42820.392,4.55183303065902,0.03612,-0.11709000000000001,0.01401,0.0,0.03982
2012-01-01,MYS,MYR,Malaysia,7.35,3.13955,2.34109983914892,8423.176,2.9611242775874196,-0.10371,-0.23624,-0.12284,-0.13495,-0.10051
2012-01-01,MEX,MXN,Mexico,37.0,13.6844,2.7038087164946902,9565.962,3.0139727317497402,0.017,-0.13338,-0.0047,-0.01845,0.020630000000000003
2012-01-01,NZL,NZD,New Zealand,5.1,1.26000126,4.04761500000405,32145.232999999997,4.05815735464701,0.13072,-0.036469999999999995,0.10659,0.0913,0.13476
2012-01-01,NOR,NOK,Norway,41.0,6.0399,6.78819185748108,84443.634,6.47671135164342,0.18818,0.012490000000000001,0.16283,0.14677,0.19243
2012-01-01,PAK,PKR,Pakistan,260.0,90.05,2.88728484175458,1049.749,2.62013810972329,0.24925,0.06452999999999999,0.2226,0.20571,0.25371
2012-01-01,PER,PEN,Peru,10.0,2.6925,3.71402042711235,5171.651,2.81075660601972,0.49798000000000003,0.27648,0.46602,0.44576000000000005,0.50333
