Golden;Trusted judgments;Last judgment at;birthplace;birthplace:confidence;Date of birth;date_of_birth:confidence;Race / ethnicity;race_ethnicity:confidence;Religion;religion:confidence;Sexual orientation;sexual_orientation:confidence;Year of award;year_of_award:confidence;Award;Bio;birthplace_gold;date_of_birth_gold;Movie;Person;race_ethnicity_gold;religion_gold;sexual_orientation_gold;year_of_award_gold
FALSE;3;2015-02-10T08:59:00+07:00;London, England;1;2004-09-29;1;White;1;;1;Straight;1;1942;1;Best Actress;http://www.nndb.com/people/293/000044161/;;;Mrs. Miniver;Greer Garson;;;;
FALSE;3;2015-02-10T10:58:00+07:00;London, England;1;2032-02-27;1;White;1;Jewish;1;Straight;1;1967;1;Best Actress;http://www.nndb.com/people/624/000023555/;;;Who's Afraid of Virginia Woolf?;Elizabeth Taylor;;;;
FALSE;3;2015-02-10T11:14:00+07:00;Newport, Ar;1;2053-02-08;1;White;1;;1;Straight;1;1981;1;Best Supporting Actress;http://www.nndb.com/people/271/000025196/;;;Melvin and Howard;Mary Steenburgen;;;;
FALSE;3;2015-02-10T09:05:00+07:00;New York City;1;2037-12-21;1;White;1;Born-Again Christian;1;Straight;1;1972;1;Best Actress;http://www.nndb.com/people/637/000022571/;;;Klute;Jane Fonda;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Manchester, England;1;2056-10-20;1;White;1;Roman Catholic;1;Straight;1;2009;1;Best Director;http://www.nndb.com/people/887/000044755/;;;Slumdog Millionaire;Danny Boyle;;;;
FALSE;3;2015-02-10T08:57:00+07:00;Lattimer Mines, Pa;1;2019-02-18;1;White;1;;1;Straight;1;1992;1;Best Supporting Actor;http://www.nndb.com/people/579/000022513/;;;City Slickers;Jack Palance;;;;
FALSE;3;2015-02-10T09:19:00+07:00;Victoria Hotel, Scarborough, Yorkshire, England;1;1899-07-01;1;White;1;Roman Catholic;1;Gay;1;1934;1;Best Actor;http://www.nndb.com/people/884/000042758/;;;The Private Life of Henry VIII;Charles Laughton;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Packard, Ky;1;2026-01-20;1;White;1;Roman Catholic;1;Straight;1;1964;1;Best Actress;http://www.nndb.com/people/226/000042100/;;;Hud;Patricia Neal;;;;
FALSE;3;2015-02-10T08:46:00+07:00;San Carlos, Ca;1;2051-11-27;1;White;1;;1;Straight;1;2009;1;Best Director;http://www.nndb.com/people/837/000079600/;;;The Hurt Locker;Kathryn Bigelow;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Istanbul, Turkey;1;2009-09-07;1;White;1;;1;Straight;1;1955;1;Best Director;http://www.nndb.com/people/537/000026459/;;;On the Waterfront;Elia Kazan;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Brooklyn, Ny;1;2042-04-24;1;White;1;Jewish;1;Straight;1;1969;0.6897;Best Actress;http://www.nndb.com/people/526/000022460/;;;Funny Girl;Barbra Streisand;;;;
FALSE;3;2015-02-10T11:21:00+07:00;Dublin, Ireland;1;2045-02-17;1;White;1;;1;Straight;1;1990;1;Best Supporting Actress;http://www.nndb.com/people/815/000063626/;;;My Left Foot;Brenda Fricker;;;;
FALSE;3;2015-02-10T09:07:00+07:00;Cloquet, Mn;1;2049-04-20;1;White;1;;1;Straight;1;1983;1;Best Supporting Actress;http://www.nndb.com/people/004/000022935/;;;Tootsie;Jessica Lange;;;;
FALSE;3;2015-02-10T09:07:00+07:00;Woodlawn, Md;1;1967-12-11;1;Black;1;;1;Straight;1;2010;1;Best Supporting Actress;http://www.nndb.com/people/836/000131443/;;;Precious;Mo'Nique;;;;
FALSE;3;2015-02-10T11:08:00+07:00;Litchfield, Mn;1;1899-02-15;1;White;1;;1;Straight;1;1937;1;Best Supporting Actress;http://www.nndb.com/people/062/000063870/;;;Anthony Adverse;Gale Sondergaard;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Birmingham, Al;1;2034-07-22;1;White;1;;1;Straight;1;1976;1;Best Actress;http://www.nndb.com/people/798/000063609/;;;One Flew Over the Cuckoo's Nest;Louise Fletcher;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Evanston, Il;1;2023-10-04;1;White;1;Protestant;1;Straight;1;1960;1;Best Actor;http://www.nndb.com/people/961/000022895/;;;Ben-hur;Charlton Heston;;;;
FALSE;3;2015-02-10T09:07:00+07:00;Bucharest, Romania;1;1902-09-22;1;White;1;;1;Straight;0.6667;1974;1;Best Supporting Actor;http://www.nndb.com/people/686/000042560/;;;The Paper Chase;John Houseman;;;;
FALSE;3;2015-02-10T09:11:00+07:00;Vienna, Austria;1;2030-12-08;1;White;1;;1;Straight;1;1962;1;Best Actor;http://www.nndb.com/people/351/000023282/;;;Judgement at Nuremberg;Maximilian Schell;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Pittsburgh, Pa;1;2039-10-24;1;Middle Eastern;1;;1;Straight;1;1985;1;Best Actor;http://www.nndb.com/people/123/000024051/;;;Amadeus;F. Murray Abraham;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Paris, France;1;1903-09-13;1;White;1;;1;Straight;1;1935;1;Best Actress;http://www.nndb.com/people/935/000043806/;;;It Happened One Night;Claudette Colbert;;;;
FALSE;3;2015-02-10T09:04:00+07:00;San Saba, Tx;1;2046-09-15;1;White;1;;1;Straight;1;1994;1;Best Supporting Actor;http://www.nndb.com/people/530/000022464/;;;The Fugitive;Tommy Lee Jones;;;;
FALSE;3;2015-02-10T09:18:00+07:00;Concord, Ca;1;2056-07-09;1;White;1;Born-Again Christian;1;Straight;1;1994;1;Best Actor;http://www.nndb.com/people/687/000022621/;;;Philadelphia;Tom Hanks;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Morton Grove, Il;1;2065-08-24;1;White;1;Jewish;1;Straight;1;1987;1;Best Actress;http://www.nndb.com/people/870/000023801/;;;Children of a Lesser God;Marlee Matlin;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Palmyra, Mo;1;1879-10-15;1;White;1;;1;Straight;1;1941;1;Best Supporting Actress;http://www.nndb.com/people/078/000063886/;;;The Grapes of Wrath;Jane Darwell;;;;
FALSE;3;2015-02-10T08:49:00+07:00;Los Angeles, Ca;1;2046-03-12;1;White;1;;1;Na;1;1973;1;Best Actress;http://www.nndb.com/people/724/000024652/;;;Cabaret;Liza Minnelli;;;;
FALSE;3;2015-02-10T09:18:00+07:00;El Centro, Ca;1;2046-05-20;1;White;1;;1;Bisexual;1;1988;1;Best Actress;http://www.nndb.com/people/688/000022622/;;;Moonstruck;Cher;;;;
FALSE;3;2015-02-10T10:51:00+07:00;New York City;1;2015-09-10;1;White;1;Roman Catholic;1;Straight;1;1955;1;Best Supporting Actor;http://www.nndb.com/people/620/000042494/;;;The Barefoot Contessa;Edmond O'Brien;;;;
FALSE;3;2015-02-10T09:41:00+07:00;Neath, Wales;1;2007-01-03;1;White;1;;0.6897;Straight;1;1946;0.6897;Best Actor;http://www.nndb.com/people/814/000042688/;;;The Lost Weekend;Ray Milland;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Edinburgh, Scotland;1;2030-08-25;1;White;1;Roman Catholic;1;Straight;1;1988;1;Best Supporting Actor;http://www.nndb.com/people/881/000022815/;;;The Untouchables;Sean Connery;;;;
FALSE;3;2015-02-10T08:46:00+07:00;London, England;1;1892-05-11;1;White;1;;1;Straight;1;1964;1;Best Supporting Actress;http://www.nndb.com/people/052/000063860/;;;the V.I.P.s;Margaret Rutherford;;;;
FALSE;3;2015-02-10T11:02:00+07:00;Grand Island, Ne;1;2005-05-16;1;White;1;;1;Straight;1;1982;1;Best Actor;http://www.nndb.com/people/496/000026418/;;;On Golden Pond;Henry Fonda;;;;
FALSE;3;2015-02-10T09:15:00+07:00;St. Louis, Mo;1;2020-08-18;1;White;1;Jewish;1;Straight;1;1960;1;Best Supporting Actress;http://www.nndb.com/people/859/000022793/;;;The Diary of Anne Frank;Shelley Winters;;;;
FALSE;3;2015-02-10T09:07:00+07:00;New York City;1;2046-09-15;1;White;1;Atheist;1;Straight;1;1990;1;Best Director;http://www.nndb.com/people/545/000022479/;;;Born on the Fourth of July;Oliver Stone;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Hartford, Ct;1;2007-05-12;1;White;1;Atheist;1;Bisexual;1;1969;1;Best Actress;http://www.nndb.com/people/775/000023706/;;;The Lion in Winter;Katharine Hepburn;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Hartford, Ct;1;2007-05-12;1;White;1;Atheist;1;Bisexual;1;1968;1;Best Actress;http://www.nndb.com/people/775/000023706/;;;Guess Who's Coming to Dinner;Katharine Hepburn;;;;
FALSE;3;2015-02-10T08:48:00+07:00;New York City;1;1896-01-20;1;White;1;Jewish;1;Straight;1;1976;1;Best Supporting Actor;http://www.nndb.com/people/895/000022829/;;;The Sunshine Boys;George Burns;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Haverfordwest, Pembrokeshire, Wales;1;1974-01-30;1;White;1;;1;Straight;1;2011;1;Best Supporting Actor;http://www.nndb.com/people/877/000031784/;;;The Fighter;Christian Bale;;;;
FALSE;3;2015-02-10T09:00:00+07:00;Wiesbaden, Germany;1;2021-03-25;1;White;1;;1;Straight;1;1960;1;Best Actress;http://www.nndb.com/people/804/000063615/;;;Room at the Top;Simone Signoret;;;;
FALSE;3;2015-02-10T08:59:00+07:00;London, England;1;2009-06-07;1;White;1;;1;Straight;1;1990;1;Best Actress;http://www.nndb.com/people/017/000023945/;;;Driving Miss Daisy;Jessica Tandy;;;;
FALSE;3;2015-02-10T09:08:00+07:00;Queens, Ny;1;2048-02-28;1;Hispanic;1;Roman Catholic;1;Straight;1;1992;1;Best Supporting Actress;http://www.nndb.com/people/890/000024818/;;;The Fisher King;Mercedes Ruehl;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Columbus, Oh;1;2019-03-29;0.6667;White;1;;1;Straight;1;1973;1;Best Supporting Actress;http://www.nndb.com/people/828/000063639/;;;Butterflies Are Free;Eileen Heckart;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Los Angeles, Ca;1;1898-10-03;1;White;1;;1;Straight;1;1938;1;Best Director;http://www.nndb.com/people/380/000044248/;;;The Awful Truth;Leo McCarey;;;;
FALSE;3;2015-02-10T08:53:00+07:00;Hurstpierpoint, West Sussex, England;1;2022-01-21;1;White;1;;1;Straight;1;1967;1;Best Actor;http://www.nndb.com/people/950/000033851/;;;A Man For All Seasons;Paul Scofield;;;;
FALSE;3;2015-02-10T09:08:00+07:00;Malden, Ma;1;2007-06-16;1;White;1;;1;Na;1;1969;1;Best Supporting Actor;http://www.nndb.com/people/559/000049412/;;;The Subject Was Roses;Jack Albertson;;;;
FALSE;3;2015-02-10T11:08:00+07:00;Newtonville, Ma;1;1886-01-03;1;White;1;;1;Straight;1;1951;1;Best Supporting Actress;http://www.nndb.com/people/087/000063895/;;;Harvey;Josephine Hull;;;;
FALSE;3;2015-02-10T09:01:00+07:00;Benoni, South Africa;1;1975-08-07;1;White;1;;1;Straight;1;2004;1;Best Actress;http://www.nndb.com/people/146/000026068/;;;Monster;Charlize Theron;;;;
FALSE;3;2015-02-10T09:01:00+07:00;Nevada, Mo;1;2006-08-05;1;White;1;;1;Straight;1;1949;1;Best Director;http://www.nndb.com/people/704/000024632/;;;The Treasure of the Sierra Madre;John Huston;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Paris, France;1;2033-08-18;1;White;1;See Note;0.3333;Straight;1;2003;1;Best Director;http://www.nndb.com/people/541/000023472/;;;The Pianist;Roman Polanski;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Yonkers, Ny;1;2038-12-29;1;White;1;Roman Catholic;1;Straight;1;1979;1;Best Actor;http://www.nndb.com/people/060/000023988/;;;Coming Home;Jon Voight;;;;
FALSE;3;2015-02-10T09:14:00+07:00;Chicago, Il;1;2052-05-14;1;White;1;Roman Catholic;1;Straight;1;1995;0.6923;Best Director;http://www.nndb.com/people/224/000025149/;;;Forrest Gump;Robert Zemeckis;;;;
FALSE;3;2015-02-10T11:07:00+07:00;Wellington, New Zealand;1;2064-04-07;1;White;1;;0.6562;Straight;1;2001;1;Best Actor;http://www.nndb.com/people/782/000022716/;;;Gladiator;Russell Crowe;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Stockholm, Sweden;1;2015-08-29;1;White;1;;1;Straight;1;1945;1;Best Actress;http://www.nndb.com/people/836/000024764/;;;Gaslight;Ingrid Bergman;;;;
FALSE;3;2015-02-10T10:55:00+07:00;Culver City, Ca;1;2063-06-15;1;White;1;;1;Straight;1;1998;1;Best Actress;http://www.nndb.com/people/554/000023485/;;;As Good As It Gets;Helen Hunt;;;;
FALSE;3;2015-02-10T08:51:00+07:00;London, England;1;2059-04-15;1;White;1;;1;Straight;1;1993;1;Best Actress;http://www.nndb.com/people/627/000025552/;;;Howards End;Emma Thompson;;;;
FALSE;3;2015-02-10T10:55:00+07:00;Memphis, Tn;1;2037-06-01;1;Black;1;;1;Straight;1;2005;1;Best Supporting Actor;http://www.nndb.com/people/982/000023913/;;;Million Dollar Baby;Morgan Freeman;;;;
FALSE;3;2015-02-10T10:51:00+07:00;Duncan, Ok;1;2054-03-01;1;White;1;;1;Straight;1;2002;1;Best Director;http://www.nndb.com/people/365/000025290/;;;A Beautiful Mind;Ron Howard;;;;
FALSE;3;2015-02-10T09:01:00+07:00;San Bernardino, Ca;1;2030-01-30;1;White;1;;1;Straight;1;1972;1;Best Actor;http://www.nndb.com/people/878/000022812/;;;The French Connection;Gene Hackman;;;;
FALSE;3;2015-02-10T11:21:00+07:00;Newark, Nj;1;2024-07-04;1;White;1;;1;Straight;1;1955;1;Best Supporting Actress;http://www.nndb.com/people/980/000022914/;;;On the Waterfront;Eva Marie Saint;;;;
FALSE;3;2015-02-10T08:58:00+07:00;Paris, France;1;2064-03-09;1;White;1;;1;Straight;1;1997;1;Best Supporting Actress;http://www.nndb.com/people/970/000025895/;;;The English Patient;Juliette Binoche;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Chisinau, Moldova;1;1895-09-30;1;White;1;;1;Straight;1;1931;0.6667;Best Director;http://www.nndb.com/people/320/000043191/;;;All Quiet on the Western Front;Lewis Milestone;;;;
TRUE;76;;New York City;1;1903-06-25;1;White;1;;1;Straight;1;1946;1;Best Supporting Actress;http://www.nndb.com/people/081/000063889/;New York City;;National Velvet;Anne Revere;;;Straight;
FALSE;3;2015-02-10T08:59:00+07:00;Chabua, Assam, India;1;2041-04-14;1;White;1;;1;Straight;1;1966;1;Best Actress;http://www.nndb.com/people/801/000063612/;;;Darling;Julie Christie;;;;
FALSE;3;2015-02-10T09:18:00+07:00;Montgomery, Al;1;1972-05-25;1;Black;1;;1;Na;1;2012;1;Best Supporting Actress;http://www.nndb.com/people/304/000281458/;;;The Help;Octavia Spencer;;;;
FALSE;3;2015-02-10T08:57:00+07:00;Vienna, Austria;1;2007-04-29;1;White;1;Jewish;1;Straight;1;1954;1;Best Director;http://www.nndb.com/people/538/000032442/;;;From Here to Eternity;Fred Zinnemann;;;;
FALSE;3;2015-02-10T11:07:00+07:00;Santa Monica, Ca;1;;0.6562;White;1;;1;Straight;1;1980;1;Best Director;http://www.nndb.com/people/795/000022729/;;;Ordinary People;Robert Redford;;;;
FALSE;3;2015-02-10T09:29:00+07:00;Darjeeling, India;1;2013-11-05;1;White;1;Roman Catholic;1;Straight;1;1940;1;Best Actress;http://www.nndb.com/people/470/000022404/;;;Gone with the Wind;Vivien Leigh;;;;
FALSE;3;2015-02-10T09:09:00+07:00;Wellington, New Zealand;1;2061-10-31;1;White;1;;1;Straight;1;2004;1;Best Director;http://www.nndb.com/people/848/000025773/;;;The Lord of the Rings: Return of the King;Peter Jackson;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Philadelphia, Pa;1;1878-04-28;1;White;1;Roman Catholic;1;Straight;1;1931;1;Best Actor;http://www.nndb.com/people/741/000043612/;;;A Free Soul;Lionel Barrymore;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Racine, Wi;1;1897-08-31;1;White;1;;1;Straight;1;1947;1;Best Actor;http://www.nndb.com/people/255/000043126/;;;The Best Years of Our Lives;Fredric March;;;;
FALSE;3;2015-02-10T09:18:00+07:00;Lima, Oh;1;1903-11-07;1;White;1;;1;Straight;1;1950;1;Best Supporting Actor;http://www.nndb.com/people/121/000063929/;;;Twelve O'Clock High;Dean Jagger;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Pingtung, Taiwan;1;2054-10-23;1;Asian;1;;1;Straight;1;2013;1;Best Director;http://www.nndb.com/people/394/000025319/;;;Life of Pi;Ang Lee;;;;
FALSE;3;2015-02-10T09:09:00+07:00;Macon, Ga;1;1901-04-05;1;White;1;Jewish;1;Straight;1;1980;1;Best Supporting Actor;http://www.nndb.com/people/100/000063908/;;;Being There;Melvyn Douglas;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Walters, Ok;1;2010-12-13;1;White;1;;1;Straight;1;1943;1;Best Supporting Actor;http://www.nndb.com/people/680/000042554/;;;Johnny Eager;Van Heflin;;;;
TRUE;89;;Ilford, Essex, England;1;2034-12-28;1;White;1;;1;Straight;1;1970;1;Best Actress;http://www.nndb.com/people/260/000030170/;Ilford, Essex, England;;The Prime of Miss Jean Brodie;Maggie Smith;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Toronto, Ontario, Canada;1;1884-04-06;1;White;1;;1;Straight;1;1949;1;Best Supporting Actor;http://www.nndb.com/people/122/000063930/;;;The Treasure of the Sierra Madre;Walter Huston;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Darjeeling, India;1;2013-11-05;1;White;1;Roman Catholic;1;Straight;1;1952;1;Best Actress;http://www.nndb.com/people/470/000022404/;;;A Streetcar Named Desire;Vivien Leigh;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Santurce, Puerto Rico;1;1967-02-19;1;Hispanic;1;;1;Straight;1;2001;1;Best Supporting Actor;http://www.nndb.com/people/087/000026009/;;;Traffic;Benicio Del Toro;;;;
FALSE;3;2015-02-10T09:08:00+07:00;Catskill Mountains, Ny;1;1970-12-12;1;White;1;Jewish;1;Straight;1;2002;1;Best Supporting Actress;http://www.nndb.com/people/240/000026162/;;;A Beautiful Mind;Jennifer Connelly;;;;
FALSE;3;2015-02-10T09:11:00+07:00;Chicago, Il;1;2035-08-29;1;White;1;Jewish;1;Straight;1;1972;1;Best Director;http://www.nndb.com/people/112/000024040/;;;The French Connection;William Friedkin;;;;
FALSE;3;2015-02-10T10:48:00+07:00;Helena, Mt;1;1901-05-07;1;White;1;Roman Catholic;1;Straight;1;1942;1;Best Actor;http://www.nndb.com/people/740/000031647/;;;Sergeant York;Gary Cooper;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Bronx, Ny;1;2031-09-17;1;White;1;Roman Catholic;1;Straight;1;1963;1;Best Actress;http://www.nndb.com/people/439/000023370/;;;The Miracle Worker;Anne Bancroft;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Dorking, Surrey, England;1;2007-05-22;1;White;1;;1;Bisexual;1;1949;1;Best Actor;http://www.nndb.com/people/607/000022541/;;;Hamlet;Laurence Olivier;;;;
TRUE;86;;Lincoln, Ne;1;1974-07-30;1;White;1;;1;Straight;1;2005;1;Best Actress;http://www.nndb.com/people/333/000026255/;;;Million Dollar Baby;Hilary Swank;;;;
TRUE;84;;Malden, Ma;0.9595;2007-06-16;1;White;1;;1;Na;1;1969;0.9646;Best Supporting Actor;http://www.nndb.com/people/559/000049412/;;2007-06-16;The Subject Was Roses;Jack Albertson;;;;1969
FALSE;3;2015-02-10T08:53:00+07:00;New York City;1;2043-08-17;1;White;1;Roman Catholic;1;Straight;1;1975;1;Best Supporting Actor;http://www.nndb.com/people/765/000023696/;;;The Godfather Part II;Robert De Niro;;;;
FALSE;3;2015-02-10T08:53:00+07:00;Lincoln, Ne;1;1974-07-30;1;White;1;;1;Straight;1;2000;1;Best Actress;http://www.nndb.com/people/333/000026255/;;;Boys Don't Cry;Hilary Swank;;;;
FALSE;3;2015-02-10T10:56:00+07:00;East Harlem, New York City;1;2040-04-25;1;White;1;Roman Catholic;1;Straight;1;1993;1;Best Actor;http://www.nndb.com/people/880/000022814/;;;Scent of a Woman;Al Pacino;;;;
FALSE;3;2015-02-10T09:15:00+07:00;Oakland, Ca;1;2004-12-18;1;White;1;;1;Straight;1;1952;1;Best Director;http://www.nndb.com/people/382/000044250/;;;A Place in the Sun;George Stevens;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Oakland, Ca;1;2004-12-18;1;White;1;;1;Straight;1;1957;1;Best Director;http://www.nndb.com/people/382/000044250/;;;Giant;George Stevens;;;;
FALSE;3;2015-02-10T11:14:00+07:00;Los Angeles, Ca;1;2037-08-08;1;White;1;Jewish;1;Straight;1;1980;1;Best Actor;http://www.nndb.com/people/882/000022816/;;;Kramer vs. Kramer;Dustin Hoffman;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Minneapolis, Mn;1;2021-12-20;1;White;1;;1;Straight;1;1973;1;Best Director;http://www.nndb.com/people/783/000032687/;;;The Sting;George Roy Hill;;;;
FALSE;3;2015-02-10T08:51:00+07:00;Westhampton, Ny;1;2025-04-14;1;White;1;Lutheran;1;Straight;1;1968;1;Best Actor;http://www.nndb.com/people/762/000026684/;;;In the Heat of the Night;Rod Steiger;;;;
FALSE;3;2015-02-10T10:51:00+07:00;New York City;1;1901-11-02;1;White;1;;1;Straight;1;1946;1;Best Supporting Actor;http://www.nndb.com/people/125/000063933/;;;A Tree Grows in Brooklyn;James Dunn;;;;
FALSE;3;2015-02-10T08:56:00+07:00;Savannah, Ga;1;1877-06-17;1;White;1;;1;Straight;1;1944;1;Best Supporting Actor;http://www.nndb.com/people/127/000063935/;;;The More the Merrier;Charles Coburn;;;;
FALSE;3;2015-02-10T09:07:00+07:00;London, England;0.6667;2004-04-14;1;White;1;;1;Gay;1;1982;1;Best Supporting Actor;http://www.nndb.com/people/589/000033490/;;;Arthur;John Gielgud;;;;
TRUE;91;;La Jolla, Ca;1;2059-08-14;1;White;1;;1;Straight;1;2001;0.9195;Best Supporting Actress;http://www.nndb.com/people/641/000025566/;La Jolla, Ca;;Pollock;Marcia Gay Harden;;;;
FALSE;3;2015-02-10T10:57:00+07:00;Paris, France;1;1967-03-29;1;White;1;Jewish;1;Straight;1;2012;1;Best Director;http://www.nndb.com/people/302/000281456/;;;The Artist;Michel Hazanavicius;;;;
FALSE;3;2015-02-10T09:15:00+07:00;Brooklyn, Ny;1;2034-03-26;1;White;1;Jewish;1;Straight;1;2007;1;Best Supporting Actor;http://www.nndb.com/people/777/000022711/;;;Little Miss Sunshine;Alan Arkin;;;;
FALSE;3;2015-02-10T11:06:00+07:00;New York City;1;2019-02-05;1;White;1;Jewish;1;Straight;1;1958;1;Best Supporting Actor;http://www.nndb.com/people/820/000022754/;;;Sayonara;Red Buttons;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Kenosha, Wi;1;2004-05-31;1;White;1;Roman Catholic;1;Straight;1;1986;1;Best Supporting Actor;http://www.nndb.com/people/736/000024664/;;;Cocoon;Don Ameche;;;;
FALSE;3;2015-02-10T09:11:00+07:00;South Orange, Nj;1;2059-07-26;1;White;1;;1;Matter of Dispute;1;1996;1;Best Supporting Actor;http://www.nndb.com/people/591/000023522/;;;The Usual Suspects;Kevin Spacey;;;;
FALSE;3;2015-02-10T08:51:00+07:00;London, England;1;2021-04-16;1;White;1;;1;Straight;1;1965;1;Best Supporting Actor;http://www.nndb.com/people/810/000022744/;;;Topkapi;Peter Ustinov;;;;
FALSE;3;2015-02-10T09:04:00+07:00;Tenafly, Nj;1;1967-09-28;1;White;1;Atheist;1;Straight;1;1996;1;Best Supporting Actress;http://www.nndb.com/people/890/000025815/;;;Mighty Aphrodite;Mira Sorvino;;;;
FALSE;3;2015-02-10T08:49:00+07:00;Los Angeles, Ca;1;1972-09-27;1;White;1;Jewish;1;Straight;1;1999;1;Best Actress;http://www.nndb.com/people/592/000023523/;;;Shakespeare in Love;Gwyneth Paltrow;;;;
FALSE;3;2015-02-10T09:15:00+07:00;Louisville, Ky;1;1990-08-15;1;White;1;;1;Na;1;2013;0.6667;Best Actress;http://www.nndb.com/people/597/000272778/;;;Silver Linings Playbook;Jennifer Lawrence;;;;
FALSE;3;2015-02-10T11:06:00+07:00;Philadelphia, Pa;1;2011-12-09;1;White;1;;1;Straight;1;1950;1;Best Actor;http://www.nndb.com/people/744/000063555/;;;All The King's Men;Broderick Crawford;;;;
FALSE;3;2015-02-10T09:11:00+07:00;New York City;1;1903-06-25;1;White;1;;1;Straight;1;1946;1;Best Supporting Actress;http://www.nndb.com/people/081/000063889/;;;National Velvet;Anne Revere;;;;
FALSE;3;2015-02-10T09:00:00+07:00;Brussels, Belgium;1;2029-05-04;1;White;1;Christian Science;1;Straight;1;1954;1;Best Actress;http://www.nndb.com/people/933/000026855/;;;Roman Holiday;Audrey Hepburn;;;;
FALSE;3;2015-02-10T08:57:00+07:00;Philadelphia, Pa;1;2006-10-06;1;White;1;;1;Straight;1;1929;1;Best Actress;http://www.nndb.com/people/129/000043000/;;;7th Heaven;Janet Gaynor;;;;
FALSE;3;2015-02-10T08:55:00+07:00;Chicago, Il;1;2025-01-30;1;White;1;;1;Straight;1;1957;1;Best Supporting Actress;http://www.nndb.com/people/090/000063898/;;;Written on the Wind;Dorothy Malone;;;;
FALSE;3;2015-02-10T09:00:00+07:00;San Francisco, Ca;1;2030-05-31;1;White;1;;1;Straight;1;2005;1;Best Director;http://www.nndb.com/people/849/000022783/;;;Million Dollar Baby;Clint Eastwood;;;;
FALSE;3;2015-02-10T09:05:00+07:00;Lincoln, Lincolnshire, England;1;2049-05-24;1;White;1;;1;Straight;1;2002;1;Best Supporting Actor;http://www.nndb.com/people/092/000063900/;;;Iris;Jim Broadbent;;;;
FALSE;3;2015-02-10T11:21:00+07:00;Bronx, Ny;1;1968-01-02;1;Black;1;;1;Straight;1;1997;1;Best Supporting Actor;http://www.nndb.com/people/587/000023518/;;;Jerry Maguire;Cuba Gooding, Jr.;;;;
FALSE;3;2015-02-10T08:59:00+07:00;Queens, Ny;1;2046-10-04;1;White;1;Roman Catholic;1;Straight;1;1996;1;Best Actress;http://www.nndb.com/people/762/000024690/;;;Dead Man Walking;Susan Sarandon;;;;
FALSE;3;2015-02-10T09:12:00+07:00;Los Angeles, Ca;1;2023-11-28;1;White;1;;1;Straight;1;1953;1;Best Supporting Actress;http://www.nndb.com/people/088/000063896/;;;The Bad and the Beautiful;Gloria Grahame;;;;
FALSE;3;2015-02-10T09:06:00+07:00;Lincoln, Ne;1;1974-07-30;1;White;1;;1;Straight;1;2005;1;Best Actress;http://www.nndb.com/people/333/000026255/;;;Million Dollar Baby;Hilary Swank;;;;
FALSE;3;2015-02-10T09:03:00+07:00;Los Angeles, Ca;1;1891-12-07;1;White;1;;1;Straight;1;1939;1;Best Supporting Actress;http://www.nndb.com/people/074/000063882/;;;Jezebel;Fay Bainter;;;;
FALSE;3;2015-02-10T11:08:00+07:00;San Antonio, Tx;1;2005-03-23;1;White;1;Christian Science;1;Bisexual;1;1946;1;Best Actress;http://www.nndb.com/people/837/000031744/;;;Mildred Pierce;Joan Crawford;;;;
FALSE;3;2015-02-10T09:41:00+07:00;Quitman, Tx;1;2049-12-25;1;White;1;;0.6897;Straight;1;1981;1;Best Actress;http://www.nndb.com/people/758/000023689/;;;Coal Miner's Daughter;Sissy Spacek;;;;
FALSE;3;2015-02-10T10:50:00+07:00;Swampscott, Ma;1;1894-07-25;1;White;1;;1;Straight;1;1941;1;Best Supporting Actor;http://www.nndb.com/people/347/000032251/;;;The Westerner;Walter Brennan;;;;
