Symbol,Company,Market,SET50,SET100,SETHD,Industry,Sector,Address,Zip code,Tel,Fax,Website
KC,K.C. PROPERTY PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"Le Concorde Office Tower,19th Floor, Room No.1901, 202 Ratchadapisek Road, Huaikhwang District Bangkok",10310,-,-,http://www.kcproperty.co.th
KCAR,KRUNGTHAI CAR RENT AND LEASE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"455/1 RAMA 3 ROAD, BANGKHLO, BANG KHO LAEM Bangkok",10120,0-2291-8888,0-2291-4488,http://www.krungthai.co.th
KCE,KCE ELECTRONICS PUBLIC COMPANY LIMITED,SET,False,True,False,Technology,Electronic Components,"72-72/1-3 Soi Chalong Krung 31, Kwang Lumplatew, Lat Krabang Bangkok",10520,0-2326-0196-9,0-2326-0300,www.kcethai.in.th
KCM,K.C. METALSHEET PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"204 M.2 Liang Muang Rd. Phra Lap, Muang Khon Kaen",40000,"0-4332-7888, 0-8568-1406-1-2",0-4332-7776,www.kcmetalsheet.co.th
KDH,THONBURI MEDICAL CENTRE PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"337 TAKSIN ROAD, SUMLHAE, THON BURI Bangkok",10600,0-2438-0040-5,0-2438-5642,www.kdh.co.th
KGI,KGI SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"173 Asia Centre Building 8th- 11th Floor, South Sathorn Road, Khwaeng Thungmahamek, Khet Sathorn Bangkok",10120,0-2658-8888,0-2658-8000,http://www.kgieworld.co.th
KIAT,KIATTANA TRANSPORT PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"100 MOO 3, BANGTANAI SUB-DISTRICT, PAKKRET DISTRICT Nonthaburi",11120,0-2501-7330-8,0-2501-7339,www.kiattana.co.th
KKC,KULTHORN KIRBY PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Industrial Materials & Machinery,"126 Soi Chalong Krung 31, Chalong Krung Road, Khwaeng Lam Pla Thie, Khet Lat Krabang Bangkok",10520,"0-2326-0831, 0-2739-4893","0-2326-0837, 0-2739-4892",www.kulthorn.com
KKP,KIATNAKIN BANK PUBLIC COMPANY LIMITED,SET,True,True,True,Financials,Banking,"AMARIN TOWER, FLOOR 12, 500 PLOENCHIT ROAD, LUMPINI, PATHUM WAN Bangkok",10330,0-2165-5555,0-2256-9933,http://kiatnakin.co.th
KOOL,MASTERKOOL INTERNATIONAL PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"12/16-17 Thetsaban Songkhro, Latyao, Chatuchak Bangkok",10900,0-2953-8800,0-2589-8586,www.masterkool.com
KPNPF,KPN PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"400/22 KASIKORNBANK Building, 6th and 12th floor, Phahon Yothin Road, Samsen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2673-3999,0-2673-3900,-
KSL,KHON KAEN SUGAR INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"K.S.L. TOWER, FLOOR 9, 503 SRIAYUDHAYA ROAD, PAYATHAI, RATCHATHEWI Bangkok",10400,0-2642-6229-39,0-2642-6097,www.kslgroup.com
KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,SET,True,True,True,Financials,Banking,"35 SUKHUMVIT ROAD, KHLONG TOEI NUA, WATTANA Bangkok",10110,0-2255-2222,0-2255-9391-6,http://www.ktb.co.th
KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,SET,True,True,False,Financials,Finance & Securities,"UNITED BUSINESS CENTER II BUILDING, FLOOR 14, 591 NORTH KLONGTON, WATTANA Bangkok",10110,"0-2123-5000, 0-2123-5100",0-2828-5064,www.ktc.co.th
KTECH,KTECH CONSTRUCTION PUBLIC COMPANY LIMITED,SET,False,False,False,-,Companies Under Rehabilitation,"33/4 The Ninth Tower, Tower B Level 18, Rama 9 Road, Huaykwang, Huaykwang Bangkok",10310,0-2018-1688,0-2018-1689,http://www.ktech.co.th
KTIS,KASET THAI INTERNATIONAL SUGAR CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"1/1 Moo 14 Nong Pho Sub-District, Taklee District Nakhon Sawan",-,0-5633-8123-5,0-5633-8126,www.ktisgroup.com
KWC,KRUNGDHEP SOPHON PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Transportation & Logistics,"185 Rajburana Road, Kwaeng Bangpakok, Khet Rajburana Bangkok",10140,"0-2427-0963, 0-2427-3374, 0-2871-3191-5",0-2427-0964,http://www.kwc.co.th
KWG,KING WAI GROUP (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"47th Floor, Empire Tower, No. 1 South Sathorn Road, Yannawa, Sathorn Bangkok",10120,0-2129-5999,0-2129-5998,www.kwgthai.com
KWM,K. W. METAL WORK PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"259/83 Sukhumvit 71 Rd. Phra Khanong Nuea, Wattana Bangkok",10110,0-2391-3030,0-2381-4925,www.kw-metalwork.com
KYE,KANG YONG ELECTRIC PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"67 MOO 11, BANGNA-TRAT ROAD, KM 20, BANG PLEE Samut Prakarn",10540,"0-2337-2900-15, 0-2337-2430-8",0-2337-2439-40,http://www.mitsubishi-kye.com
L&E,LIGHTING & EQUIPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"GYPSUM METROPOLITAN TOWER, FLOOR 16-17, 539/2 SRI-AYUDHAYA ROAD, RATCHATHEWI Bangkok",10400,0-2248-8133,0-2248-8144,http://www.lighting.co.th
LALIN,LALIN PROPERTY PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,222/2 SRINAKARINT ROAD BANGKAPI Bangkok,10240,"0-2732-1041-5, 0-2732-3810-9",0-2377-9656,www.lalinproperty.com
LANNA,THE LANNA RESOURCES PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"MAHATUN PLAZA BLDG, FLOOR 9, 888/99 PLOENCHIT ROAD, LUMPINI, PATHUM WAN Bangkok",10330,0-2253-8080,0-2253-6822,www.lannar.com
LDC,LDC DENTAL PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"395-395/1 LDC building 1st floor Mu 5 Srinagarindra RD, Samrong Nuea, Mueang Samut Prakan Samut Prakarn",10270,0-2743-8730,0-2758-6258,www.ldcdental.com
LEE,LEE FEED MILL PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Agribusiness,"WALL STREET TOWER, FLOOR 28, 33/137 SURAWONG ROAD, BANG RAK Bangkok",10500,0-2632-7300,0-2236-7751,www.leepattana.com
LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,SET,True,True,True,Property & Construction,Property Development,"Q. HOUSE LUMPINI BUILDING, FLOOR 37-38, 1 SOUTH SATORN ROAD, TUNGMAHAMEK, SATHON Bangkok",10120,0-2343-8900,0-2230-8130,www.lh.co.th
LHFG,LH FINANCIAL GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Banking,"1 Q House Lumpini Building, 5th floor, South Sathorn Road, Thungmahamek, Sathorn Bangkok",10120,0-2359-0000,0-2677-7223,www.lhfg.co.th
LHHOTEL,LH HOTEL LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"11 Q.HouseSathorn Building, 14th Floor, South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2286-3484,0-2286-3585,www.lhfund.co.th
LHK,LOHAKIT METAL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"66/1 Moo 6, Soi Suksawad 76, Suksawad Road, Phrapradaeng Samut Prakarn",10130,0-2463-0158,0-2463-7299,www.lohakit.co.th
LHPF,LAND AND HOUSES FREEHOLD AND LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"11 Q.HOUSE SATHON BUILDING 14th FL., SOUTH SATHON RD., THUNGMAHAMEK, SATHON Bangkok",10120,-,-,-
LHSC,LH SHOPPING CENTERS LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"11 Q.House Sathorn Building, 14thFloor,South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2286-3484,0-2286-3585,www.lhfund.co.th
LIT,LEASE IT PUBLIC COMPANY LIMITED,mai,False,False,False,Financials,-,"1023 MS Siam Tower, 29th Floor, Rama 3 Rd., Chongnonsi, Yannawa Bangkok",10120,0-2163-4260,0-2163-4291-4,www.leaseit.co.th
LOXLEY,LOXLEY PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"102 SUNTHONKOSA ROAD, KHLONG TOEI Bangkok",10110,0-2348-8000,0-2348-8001,www.loxley.co.th
LPH,LADPRAO GENERAL HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"2699 Ladprao Rd., Khlong Chaokhun Sing, Wang Thong Lang Bangkok",10310,"0-2530-2244, 0-2530-2388, 0-2530-2556-69",0-2539-8490,http://www.ladpraohospital.com
LPN,L.P.N. DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"LUMPINI TOWER, FLOOR 36, 1168/109 RAMA IV ROAD, SATHON Bangkok",10120,"0-2285-5011-6, 0-2800-9009","0-2679-8699, 0-2285-5017",http://www.lpn.co.th
LRH,LAGUNA RESORTS & HOTELS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"No. 21/17B, 21/17C, 21/65, 21/66 and 21/68, Thai Wah Tower 1, 7th, 22nd and 24th Floor, South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2677-4455,0-2285-0733,www.lagunaresorts.com
LST,LAM SOON (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"64 Soi Bangna-Trad 25, BANG NA Bangkok",10260,0-2361-8959-87,0-2361-8988-9,www.lamsoon.co.th
LTX,LUCKYTEX (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"BUBHAJIT BLDG, FLOOR 5, 20 NORTH SATHON ROAD, SILOM, BANG RAK Bangkok",10500,0-2266-6600,0-2238-3957-8,http://www.toray.co.th
LUXF,LUXURY REAL ESTATE INVESTMENT FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"Fl.18 33/4 The 9th Towers Grand Rama 9 (Tower A) Rama 9 Road, Huaykwang Bangkok",10310,0-2636-1800,0-2636-1820,www.tmbam.com
LVT,L.V. TECHNOLOGY PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"719 KPN Tower, 9th Floor, Rama IX Road, Bangkapi, Huaykwang Bangkok",10310,0-2717-0835-40,0-2717-0841,www.lv-technology.com
M,MK RESTAURANT GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"1200 Debaratna Road, Bangnatai, Bangna Bangkok",10260,0-2836-1000,0-2836-1099,www.mkrestaurant.com
MACO,MASTER AD PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"FLOOR 4-6, 1 SOI LADPRAO 19, LADPRAO ROAD, CHOMPOL, CHATUCHAK Bangkok",10900,0-2938-3388,0-2938-3489,www.masterad.com
MAJOR,MAJOR CINEPLEX GROUP PUBLIC COMPANY LIMITED,SET,False,True,True,Services,Media & Publishing,"1839,1839/1,1839/6 Phaholyothin Rd., Ladyao, Jatuchak Bangkok",10900,0-2511-5427-36,0-2511-5220,http://www.majorcineplex.com
MAKRO,SIAM MAKRO PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"NO. 1468 PHATTHANAKAN ROAD, PHATTHANAKAN SUB DISTRICT, SUAN LUANG DISTRICT Bangkok",10250,0-2067-8999,0-2067-9888,www.siammakro.co.th
MALEE,MALEE GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Food & Beverage,"401/1 MOO 8 PHAHOLYOTHIN ROAD, KUKOT, LAM LUK KA Pathum Thani",12130,0-2080-7899,0-2080-7800,http://www.malee.co.th
MANRIN,THE MANDARIN HOTEL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Tourism & Leisure,"662 RAMA IV ROAD, MAHAPHRUKTRARAM, BANG RAK Bangkok",10500,"0-2238-0238, 08-3294-3045",0-2237-1620,www.mandarin-bkk.com
MATCH,MATCHING MAXIMIZE SOLUTION PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"305/12 SUKHOTHAI SOI 6, SUKHOTHAI ROAD, DUSIT, DUSIT Bangkok",10300,"0-2243-6543-6, 0-2669-4200-9","0-2243-1494, 0-2243-4124",http://www.matchinggroup.com
MATI,MATICHON PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"12 TESABANNARUMAN ROAD, LATYAO, CHATU CHAK Bangkok",10900,0-2589-0020,0-2589-7049,www.matichon.co.th
MAX,MAX METAL CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"1077/4-6 Siamese Ratchakru, 2nd floor Phahon Yothin Road, Sam Sen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2357-1377-80,0-2357-1380,www.maxmetalcorp.co.th
MBAX,MULTIBAX PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"211 MOO 3, TUNGSUKLA, SI RACHA Chonburi",20230,038-491-725-9,038-492-485,www.multibax.com
MBK,MBK PUBLIC COMPANY LIMITED,SET,False,True,False,Property & Construction,Property Development,"MABOONKRONG CENTER BLDG, FLOOR 8, 444 PHAYATHAI ROAD, PATHUM WAN Bangkok",10330,0-2853-9000,0-2853-7000,www.mbkgroup.co.th
MBKET,MAYBANK KIM ENG SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"999/9 The offices at Central World, 20th - 21st and 25th Floor, Rama I Road, Pathumwan Sub-District, Pathumwan District Bangkok",10330,0-2658-6300,0-2658-6301,www.maybank-ke.co.th
MC,MC GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"448, 450 Onnut road Prawet Bangkok",10250,0-2329-1051-6,0-2727-7287,www.mcgroupnet.com
M-CHAI,MAHACHAI HOSPITAL PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"927/43 SETHAKIJ 1 ROAD, MAHACHAI, AMPHOE MUANG Samut Sakhon",74000,0-3442-4990-4,0-3481-0782,http://www.mahachaihospital.com
MCOT,MCOT PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"63/1 RAMA IX ROAD, HUAI KHWANG Bangkok",10320,0-2201-6000,0-2245-1435,www.mcot.net
MCS,M.C.S.STEEL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"70 MOO 2, TAMBOL CHANGYAI, AMPHOE BANG-SAI Ayutthya",13290,0-3528-3191-4,"0-3528-3314, 0-3528-3199",www.mcssteel.com
MDX,M.D.X. PUBLIC COMPANY LIMITED,SET,False,False,False,Resources,Energy & Utilities,"COLUMN TOWER, FLOOR 12A, 199 RATCHADAPISEK ROAD, KHLONG TOEI Bangkok",10110,0-2302-2300,0-2302-2400-1,http://www.mdx.co.th
MEGA,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,SET,False,True,False,Services,Commerce,"No. 120, Moo 11, Ample Tower, 9th-10th Floor, Bangna-Trad Road, Bangna Bangkok",10260,0-2769-4222,0-2769-4244,www.megawecare.com
META,META CORPORATION PUBLIC COMPANY LIMITED,mai,False,False,False,Property & Construction,-,"33/4, 36th floor, Building A, The Ninth Towers Grand Rama 9, Rama 9 Road, Huai Khwang Bangkok",10310,0-2013-7096-7,0-2013-7098,www.metacorporation.co.th
METCO,MURAMOTO ELECTRON (THAILAND) PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Electronic Components,"886 RAMINDRA ROAD, KHAN NA YAO Bangkok",10230,0-2518-1280,0-2518-1287,www.metco.co.th
MFC,MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Finance & Securities,"COLUMN TOWER, GROUND FLOOR & 21st-23rd FLOORS, 199 RATCHADAPISEK ROAD, KHLONG TOEI Bangkok",10110,0-2649-2000,"0-2649-2100, 0-2649-2111",http://www.mfcfund.com
MFEC,MFEC PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"699 Modernform Tower, Srinakarin Road, Phatthanakan Sub-district, Suan Luang District Bangkok",10250,0-2722-8393,0-2722-8388,www.mfec.co.th
MGT,MEGACHEM (THAILAND) PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"25 Soi Chalongkrung 31, Ladkrabang Industrial Estate Soi G1/9, Lamplathew, Ladkrabang Bangkok",10520,0-2739-6333,0-2739-6332,http://www.megachem.co.th
MIDA,MIDA ASSETS PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Commerce,"267 CHARANSANITWONG ROAD, BANG-OR, BANG PHLAT Bangkok",10700,"0-2434-2390-7, 0-2434-2399",0-2879-7904,http://www.midaassets.com
M-II,MFC INDUSTRIAL INVESTMENT PROPERTY AND LEASEHOLD FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"199 Column Tower Ground floor & 21st - 23rd floor, Ratchadapisek road, Klongtoey Bangkok",10110,0-2649-2000,0-2649-2100,www.mfcfund.com
MILL,MILLCON STEEL PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Steel,"9,11,13 Soi Bangkradee 32, Bangkradee Road, Samaedam Sub-district, Bangkhunthian District Bangkok",10150,0-2896-4444,0-2896-4449,www.millconsteel.com
MINT,MINOR INTERNATIONAL PUBLIC COMPANY LIMITED,SET,True,True,False,Agro & Food Industry,Food & Beverage,"BERLI JUCKER HOUSE,FL16, 99 SUKHUMVIT 42 RD, KHLONG TOEI Bangkok",10110,0-2381-5151,0-2381-5777-8,www.minor.com
MIPF,MILLIONAIRE PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"989 Siam Piwat Tower, 9th, 24 th Floor, Rama I Road, Pathumwan Bangkok",10330,0-2659-8888,0-2659-8860-1,-
MIT,MFC INDUSTRIAL REAL ESTATE INVESTMENT TRUST,SET,False,False,False,Property & Construction,Property Fund & REITs,"199 Column Tower, Ground & 21st -23rd Floor, Ratchadapisek Road, Klongtoey Bangkok",10110,0-2649-2182,0-2649-2108,www.mfcfund.com
MJD,MAJOR DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"141 Major Tower, 16th Floor, Soi Thonglor 10 (Sukhumvit 55), Klongton Nua, Wattana Bangkok",10110,0-2030-1111,0-2030-1122,http://www.majordevelopment.co.th
MJLF,MAJOR CINEPLEX LIFESTYLE LEASEHOLD PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"400/22 KASIKORNBANK Building, 6th and 12th floor, Phahon Yothin Road, Samsen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2673-3999,0-2673-3900,-
MK,M.K. REAL ESTATE DEVELOPMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"M.K. BLDG, 719 BANTHATTHONG ROAD, WANGMAI, PATHUM WAN Bangkok",10330,0-2216-6600-18,0-2216-6619,http://www.mk.co.th
ML,"MIDA LEASING PUBLIC CO., LTD.",SET,False,False,False,Financials,Finance & Securities,"48/2-5, SOI CHAENGWATTANA 14, CHAENGWATTANA ROAD, THUNGSONGHONG, LAK SI Bangkok",10210,0-2574-6901,"0-2574-6902, 0-2574-6903",http://www.mida-leasing.com
MM,MUDMAN PUBLIC COMPANY LIMITED,mai,False,False,False,Agro & Food Industry,-,"33/4 The 9th Towers Grand Rama 9, 18th Fl., Tower A, Rama 9 Road, Huaykwang, Huaykwang Bangkok",10310,0-2079-9765,0-2079-9755,www.mudman.co.th
MNIT,MFC-NICHADA THANI PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"COLUMN TOWER, GROUND FLOOR & 21st-23rd FLOORS, 199 RATCHADAPISEK ROAD, KHLONG TOEI, Bangkok",10110,-,-,www.mfcfund.com
MNIT2,NICHADA THANI PROPERTY FUND 2,SET,False,False,False,Property & Construction,Property Fund & REITs,"199 Column Tower, Ground Floor & 21st-23rd Floor, Ratchadapisek Road, Klongtoey Bangkok",10110,0-2649-2000,0-2649-2100,www.mfcfund.com
MNRF,MULTI-NATIONAL RESIDENCE FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"199 Column Tower, Ground Floor & 21st-23rd Floor, Ratchadapisek Road, Klongtoey Bangkok",10110,0-2649-2000,0-2649-2100,www.mfcfund.com
MODERN,MODERNFORM GROUP PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Home & Office Products,"699 SINAKHARIN ROAD, SUAN LUANG Bangkok",10250,0-2094-9600,0-2094-9950,www.modernform.com
MONO,MONO TECHNOLOGY PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"200 Jasmine International Tower, 16th Floor Moo 4 Chaeng Watthana Road, Pak Kret Nonthaburi",11120,0-2502-0700,0-2502-0754,www.mono.co.th
MONTRI,101 MONTRI STORAGE PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"BT Asset Management Company Limited 44, Fl. 16, Lung Suan Road, Lumpini Sub-district, Pathumwan District Bangkok",10330,0-2686-9500,0-2657-3167,-
MOONG,MOONG PATTANA INTERNATIONAL PUBLIC COMPANY LIMITED,mai,False,False,False,Consumer Products,-,"No. 2/97-104 18th-19th Floor, Bangna Complex Office Tower, Soi Bangna-Trad 25, Bangna-Trad Road, Bang Na Nuea, Bangna Bangkok",10260,0-2020-8999,0-2020-8990,www.moongpattana.com
MORE,MORE RETURN PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"Room B, 21st Floor, Silom Complex Building 191 Silom Road, Silom Subdistrict, Bang Rak District Bangkok",10500,0-2231-3555,0-2231-3554,www.dna2002.com
M-PAT,MFC PATONG HERITAGE PROPERTY FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"199 Column Tower Ground floor & 21st - 23rd floor, Ratchadapisek road, Klongtoey Bangkok",10110,0-2649-2000,0-2649-2100,www.mfcfund.com
MPG,MPG CORPORATION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"24 Praditmanutham Road, Plubpla, Wangthonglang Bangkok",10310,0-2514-7999,0-2514-5000,http://www.mangpong.co.th
MPIC,M PICTURES ENTERTAINMENT PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Media & Publishing,"234 Suzuki Avenue Building (Ratchayothin), 13th Floor, Ratchadapisek Road, Ladyao, Jatuchak, Bangkok",10900,0-2512-0300,0-2512-0301-2,http://www.mpictures.co.th
MSC,METRO SYSTEMS CORPORATION PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Information & Communication Technology,"400 Chalermprakiat Rama IX Road, Nong Bon, Prawet Bangkok",10250,0-2089-4000,0-2726-2630-4,www.metrosystems.co.th
M-STOR,MFC-STRATEGIC STORAGE FUND,SET,False,False,False,Property & Construction,Property Fund & REITs,"199 Column Tower, Ground Floor & 21st-23rd Floor, Ratchadapisek Road, Klongtoey Bangkok",10110,0-2649-2000,0-2649-2100,www.mfcfund.com
MTC,MUANGTHAI CAPITAL PUBLIC COMPANY LIMITED,SET,True,True,False,Financials,Finance & Securities,"32/1, Charansanitwong Road, Bangor, Bangplad Bangkok",10700,0-2880-1033,0-2880-1173,www.muangthaicap.com
MTI,MUANG THAI INSURANCE PUBLIC COMPANY LIMITED,SET,False,False,False,Financials,Insurance,"252, Ratchadapisek Road, Huaykwang Bangkok",10310,0-2290-3333,0-2276-2033,www.muangthaiinsurance.com
MVP,M VISION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"11/1 Soi Ramkhamhaeng 121 Hua Mak, Bang Kapi Bangkok",10240,"0-2735-1201, 0-2735-1202, 0-2735-1204",0-2735-2719,www.mvisioncorp.com
NBC,NATION BROADCASTING CORPORATION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"1858/57-62, 12Ath Floor, Debaratana Road, Bangna-Tai Sub-District, Bangna District Bangkok",10260,-,0-2338-3904,http://www.nbc.co.th
NC,NEWCITY (BANGKOK) PUBLIC COMPANY LIMITED,SET,False,False,False,Consumer Products,Fashion,"666 RAMA 3 ROAD, BANGPONGPANG, YAN NAWA Bangkok",10120,0-2294-6999,0-2294-3803,www.newcity.co.th
NCH,N. C. HOUSING PUBLIC COMPANY LIMITED,SET,False,False,False,Property & Construction,Property Development,"1/765 MOO 17 PHAHOLYOTHIN K.M. 26, TAMBOL KUKOD, AMPHOE LAM LUK KA Pathum Thani",12130,0-2993-5080-7,0-2533-7767,http://www.ncgroup.co.th
NCL,NCL INTERNATIONAL LOGISTICS PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"56/9-10 Soi Taksin 12/1, Taksin Road, Bukkalo, Thonburi Bangkok",10600,0-2473-7351,0-2473-7374,www.nclthailand.com
NDR,N.D. RUBBER PUBLIC COMPANY LIMITED,mai,False,False,False,Industrial,-,"129 Moo 3 Nongchak-Phanasnikom Rd., Nongeiroon Banbueng Chonburi",20220,0-3816-0707,0-3816-0706,www.ndrubber.co.th
NEP,NEP REALTY AND INDUSTRY PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Packaging,"41 Soi Phaholyothin 5, Phaholyothin Road, Phayathai, Phayathai Bangkok",10400,"0-2279-8600-2, 0-2271-4213","0-2271-4416, 0-2279-6717",www.nep.co.th
NER,NORTH EAST RUBBER PUBLIC COMPANY LIMITED,SET,False,False,False,Agro & Food Industry,Agribusiness,398 Moo. 4 Kokma Subdistrict Prakhonchai District Buriram,31140,"0-4466-6928, 0-4466-6929","0-4466-6212, 0-4466-6213",http://www.nerubber.com
NETBAY,NETBAY PUBLIC COMPANY LIMITED,mai,False,False,False,Technology,-,"No. 719/5,8-9 Rama 6 Road, Wang mai, Pathumwan Bangkok",10330,0-2620-1800,0-2612-3051,http://www.netbay.co.th
NEW,WATTANA KARNPAET PUBLIC COMPANY LIMITED,SET,False,False,False,Services,Health Care Services,"70/7-8 SUPHAKITJANYA ROAD, MAKKHAENG,AMPHOE MUANG Udon Thani",41000,"0-4224-1031-3, 0-4224-6181-3",0-4224-1956,www.wattanahospital.net
NEWS,NEWS NETWORK CORPORATION PUBLIC COMPANY LIMITED,mai,False,False,False,Services,-,"Lao Peng Nguan 1 Tower, 18th Floor, Zone A, 333 Soi Choeiphuang, Vibhavadi-Rangsit Road, Chomphon, Chatuchak, Bangkok",10900,0-2273-8351-8,0-2273-8359,www.newsnetwork.co.th
NEX,NEX POINT PUBLIC COMPANY LIMITED,SET,False,False,False,Technology,Electronic Components,"153/3 Golden Pavilion Building, 5th Floor, Unit A,EFGH-5, Soi Mahardlekluang 1, Rajdamri Road, Lumpini, Pathumwan Bangkok",10330,02-0900-6614,02-0900-6614,www.spp.co.th
NFC,NFC PUBLIC COMPANY LIMITED,SET,False,False,False,Industrials,Petrochemicals & Chemicals,"88 SC Group Building, 3rd Floor, The Park Land Rd., Bangna Nuea, Bangna Bangkok",10260,0-2348-0580-6,0-2348-0578-9,www.nfc.co.th
