Transaction,date_time,period_day,weekday_weekend,items
7759,2017-07-03 13:53:00,afternoon,weekday,farm house
7760,2017-07-03 14:08:00,afternoon,weekday,"coffee,farm house,salad,soup,spanish brunch,toast"
7761,2017-07-03 14:14:00,afternoon,weekday,fudge
7762,2017-07-03 14:23:00,afternoon,weekday,"chicken stew,tea"
7763,2017-07-03 14:32:00,afternoon,weekday,farm house
7764,2017-07-03 14:33:00,afternoon,weekday,"cake,coffee,tiffin"
7765,2017-07-03 14:37:00,afternoon,weekday,"spanish brunch,tea"
7766,2017-07-03 14:44:00,afternoon,weekday,bread
7767,2017-07-03 14:44:00,afternoon,weekday,coffee
7768,2017-07-03 14:52:00,afternoon,weekday,"bread,pastry,soup,tiffin,truffles"
7769,2017-07-03 15:28:00,afternoon,weekday,bread
7770,2017-07-03 15:39:00,afternoon,weekday,"bread,pastry"
7771,2017-07-03 15:42:00,afternoon,weekday,"cake,coffee"
7772,2017-07-03 15:58:00,afternoon,weekday,"cake,tea"
7773,2017-07-03 16:09:00,afternoon,weekday,"cake,tea"
7774,2017-08-03 09:00:00,morning,weekday,"bread,coffee,hot chocolate"
7775,2017-08-03 09:01:00,morning,weekday,bread
7776,2017-08-03 09:17:00,morning,weekday,bread
7777,2017-08-03 09:41:00,morning,weekday,bread
7778,2017-08-03 09:42:00,morning,weekday,"bread,pastry"
7779,2017-08-03 09:45:00,morning,weekday,"coffee,pastry"
7780,2017-08-03 09:52:00,morning,weekday,"bread,medialuna"
7781,2017-08-03 10:01:00,morning,weekday,"bread,toast"
7782,2017-08-03 10:08:00,morning,weekday,bread
7783,2017-08-03 10:11:00,morning,weekday,"cake,coffee"
7784,2017-08-03 10:17:00,morning,weekday,"bread,coffee,pastry,tea"
7785,2017-08-03 10:22:00,morning,weekday,bread
7786,2017-08-03 11:03:00,morning,weekday,pastry
7787,2017-08-03 11:25:00,morning,weekday,bread
7788,2017-08-03 11:27:00,morning,weekday,baguette
7789,2017-08-03 12:05:00,afternoon,weekday,"coffee,pastry"
7790,2017-08-03 12:21:00,afternoon,weekday,bread
7791,2017-08-03 13:08:00,afternoon,weekday,coffee
7792,2017-08-03 13:09:00,afternoon,weekday,"chicken stew,coffee,salad"
7793,2017-08-03 13:11:00,afternoon,weekday,bread
7794,2017-08-03 13:12:00,afternoon,weekday,soup
7795,2017-08-03 13:22:00,afternoon,weekday,"bread,coffee,sandwich,truffles"
7796,2017-08-03 13:28:00,afternoon,weekday,"farm house,mineral water,soup"
7797,2017-08-03 13:53:00,afternoon,weekday,bread
7798,2017-08-03 13:53:00,afternoon,weekday,"coffee,soup,tea"
7799,2017-08-03 14:15:00,afternoon,weekday,chicken stew
7800,2017-08-03 14:16:00,afternoon,weekday,coffee
7801,2017-08-03 15:02:00,afternoon,weekday,"cake,jammie dodgers"
7802,2017-08-03 15:05:00,afternoon,weekday,bread
7803,2017-08-03 15:08:00,afternoon,weekday,"cake,coffee,sandwich,scone,tea"
7804,2017-08-03 15:41:00,afternoon,weekday,baguette
7805,2017-08-03 16:04:00,afternoon,weekday,"cake,juice,scone,tea"
7806,2017-08-03 16:59:00,afternoon,weekday,"bread,pastry"
7807,2017-08-03 17:05:00,evening,weekday,"cake,coffee,tiffin,truffles"
7808,2017-09-03 08:34:00,morning,weekday,"coffee,jammie dodgers"
7809,2017-09-03 08:35:00,morning,weekday,"coffee,toast"
7810,2017-09-03 08:38:00,morning,weekday,bread
7811,2017-09-03 09:06:00,morning,weekday,"coffee,pastry"
7812,2017-09-03 09:41:00,morning,weekday,coffee
7813,2017-09-03 10:03:00,morning,weekday,"bread,coffee,toast"
7814,2017-09-03 10:03:00,morning,weekday,baguette
7815,2017-09-03 10:06:00,morning,weekday,"coffee,toast"
7816,2017-09-03 10:11:00,morning,weekday,"bread,cake,coffee,tea"
7817,2017-09-03 10:13:00,morning,weekday,"bread,hot chocolate"
7818,2017-09-03 10:22:00,morning,weekday,"baguette,coffee"
7819,2017-09-03 10:58:00,morning,weekday,"cake,tiffin"
7820,2017-09-03 11:12:00,morning,weekday,coffee
7821,2017-09-03 11:14:00,morning,weekday,coffee
7822,2017-09-03 11:17:00,morning,weekday,"cake,juice"
7823,2017-09-03 11:37:00,morning,weekday,bread
7824,2017-09-03 11:52:00,morning,weekday,"coffee,tiffin"
7825,2017-09-03 12:35:00,afternoon,weekday,"sandwich,tea"
7826,2017-09-03 12:36:00,afternoon,weekday,"sandwich,tea"
7827,2017-09-03 12:37:00,afternoon,weekday,"chicken stew,coffee"
7828,2017-09-03 12:56:00,afternoon,weekday,"cookies,sandwich"
7829,2017-09-03 12:58:00,afternoon,weekday,"coffee,juice,salad"
7830,2017-09-03 13:00:00,afternoon,weekday,"bread,salad,sandwich,tea"
7831,2017-09-03 13:13:00,afternoon,weekday,"bread,pastry,truffles"
7832,2017-09-03 13:15:00,afternoon,weekday,"bread,scandinavian"
7833,2017-09-03 13:16:00,afternoon,weekday,"chicken stew,coffee"
7834,2017-09-03 13:17:00,afternoon,weekday,soup
7835,2017-09-03 13:30:00,afternoon,weekday,"coffee,sandwich"
7836,2017-09-03 13:31:00,afternoon,weekday,"cookies,soup"
7837,2017-09-03 13:32:00,afternoon,weekday,christmas common
7838,2017-09-03 13:39:00,afternoon,weekday,coffee
7839,2017-09-03 14:13:00,afternoon,weekday,"coffee,medialuna,sandwich,soup"
7840,2017-09-03 14:16:00,afternoon,weekday,"cake,coffee,hot chocolate,pastry"
7841,2017-09-03 14:23:00,afternoon,weekday,coffee
7842,2017-09-03 14:33:00,afternoon,weekday,pastry
7843,2017-09-03 14:35:00,afternoon,weekday,"bread,chicken stew,coffee,pastry"
7844,2017-09-03 14:38:00,afternoon,weekday,coffee
7845,2017-09-03 14:58:00,afternoon,weekday,"cake,tea"
7846,2017-09-03 15:08:00,afternoon,weekday,"cake,coffee,spanish brunch,truffles"
7847,2017-09-03 15:09:00,afternoon,weekday,"cake,spanish brunch,truffles"
7848,2017-09-03 15:22:00,afternoon,weekday,"bread,scone,tea"
7849,2017-09-03 15:23:00,afternoon,weekday,"coke,tea"
7850,2017-09-03 15:42:00,afternoon,weekday,"cake,tea"
7851,2017-09-03 16:16:00,afternoon,weekday,coke
7852,2017-09-03 16:40:00,afternoon,weekday,"bread,cake,coffee"
7853,2017-09-03 17:19:00,evening,weekday,"cake,coffee,cookies,scone,tea"
7854,2017-10-03 08:05:00,morning,weekday,coffee
7855,2017-10-03 08:14:00,morning,weekday,coffee
7856,2017-10-03 08:26:00,morning,weekday,coffee
7857,2017-10-03 08:37:00,morning,weekday,bread
7858,2017-10-03 08:42:00,morning,weekday,"bread,coffee,pastry"
7859,2017-10-03 08:45:00,morning,weekday,"bread,coffee,spanish brunch"
7860,2017-10-03 08:47:00,morning,weekday,"bread,toast"
7861,2017-10-03 08:48:00,morning,weekday,bread
7862,2017-10-03 08:51:00,morning,weekday,baguette
7863,2017-10-03 08:57:00,morning,weekday,"coffee,pastry"
7864,2017-10-03 09:01:00,morning,weekday,"cake,hot chocolate,tea"
7865,2017-10-03 09:04:00,morning,weekday,"bread,coffee"
7866,2017-10-03 09:05:00,morning,weekday,"bread,pastry"
7867,2017-10-03 09:08:00,morning,weekday,coffee
7868,2017-10-03 09:20:00,morning,weekday,pastry
7869,2017-10-03 09:23:00,morning,weekday,"bread,coffee,toast"
7870,2017-10-03 09:37:00,morning,weekday,coffee
7871,2017-10-03 09:51:00,morning,weekday,bread
7872,2017-10-03 09:59:00,morning,weekday,coffee
7873,2017-10-03 10:02:00,morning,weekday,"bread,cookies"
7874,2017-10-03 10:03:00,morning,weekday,"bread,medialuna"
7875,2017-10-03 10:08:00,morning,weekday,tea
7876,2017-10-03 10:19:00,morning,weekday,"cake,coffee,jam,truffles"
7877,2017-10-03 10:23:00,morning,weekday,"coffee,cookies,juice,pastry"
7878,2017-10-03 10:39:00,morning,weekday,"bread,coffee,tiffin"
7879,2017-10-03 10:45:00,morning,weekday,"cake,coffee,cookies,juice"
7880,2017-10-03 10:47:00,morning,weekday,"coffee,pastry,vegan feast"
7881,2017-10-03 10:52:00,morning,weekday,"coffee,pastry"
7882,2017-10-03 10:56:00,morning,weekday,"bread,coffee"
7883,2017-10-03 11:00:00,morning,weekday,"bread,coffee"
7884,2017-10-03 11:02:00,morning,weekday,bread
7885,2017-10-03 11:07:00,morning,weekday,"coffee,medialuna"
7886,2017-10-03 11:18:00,morning,weekday,coffee
7887,2017-10-03 11:19:00,morning,weekday,"coffee,tea,tiffin"
7888,2017-10-03 11:31:00,morning,weekday,bread
7889,2017-10-03 11:56:00,morning,weekday,brownie
7890,2017-10-03 12:23:00,afternoon,weekday,coffee
7891,2017-10-03 12:37:00,afternoon,weekday,"sandwich,tea"
7892,2017-10-03 12:38:00,afternoon,weekday,"coffee,tiffin"
7893,2017-10-03 12:41:00,afternoon,weekday,"bread,scone"
7894,2017-10-03 12:43:00,afternoon,weekday,"bread,salad,soup"
7895,2017-10-03 12:55:00,afternoon,weekday,"coke,sandwich"
7896,2017-10-03 13:04:00,afternoon,weekday,"bread,coffee,toast"
7897,2017-10-03 13:08:00,afternoon,weekday,"cake,coffee,sandwich"
7898,2017-10-03 13:27:00,afternoon,weekday,"soup,truffles"
7899,2017-10-03 13:30:00,afternoon,weekday,"bread,cookies,tiffin,vegan mincepie"
7900,2017-10-03 13:32:00,afternoon,weekday,cookies
7901,2017-10-03 13:44:00,afternoon,weekday,soup
7902,2017-10-03 13:47:00,afternoon,weekday,"coffee,spanish brunch"
7903,2017-10-03 13:50:00,afternoon,weekday,"coffee,scone"
7904,2017-10-03 13:56:00,afternoon,weekday,"bread,coffee,sandwich"
7905,2017-10-03 13:58:00,afternoon,weekday,"coke,salad,spanish brunch"
7906,2017-10-03 14:03:00,afternoon,weekday,"bread,chicken stew,coffee,tea,tiffin"
7907,2017-10-03 14:10:00,afternoon,weekday,"bread,cake,tea"
7908,2017-10-03 14:23:00,afternoon,weekday,"bread,mineral water,scone,spanish brunch,truffles"
7909,2017-10-03 14:58:00,afternoon,weekday,coffee
7910,2017-10-03 16:40:00,afternoon,weekday,"cake,truffles"
7911,2017-10-03 16:41:00,afternoon,weekday,coffee
7912,2017-10-03 16:52:00,afternoon,weekday,"bread,coffee"
7913,2017-10-03 16:54:00,afternoon,weekday,"cookies,tiffin"
7914,2017-10-03 16:57:00,afternoon,weekday,tea
7915,2017-11-03 08:37:00,morning,weekend,"coffee,medialuna"
7916,2017-11-03 08:59:00,morning,weekend,"coffee,toast"
7917,2017-11-03 08:59:00,morning,weekend,"baguette,farm house"
7918,2017-11-03 09:01:00,morning,weekend,medialuna
7919,2017-11-03 09:02:00,morning,weekend,"bread,cake"
7920,2017-11-03 09:03:00,morning,weekend,bread
7921,2017-11-03 09:07:00,morning,weekend,"coffee,tea"
7922,2017-11-03 09:08:00,morning,weekend,"coffee,medialuna,the nomad"
7923,2017-11-03 09:10:00,morning,weekend,"duck egg,tea"
7924,2017-11-03 09:18:00,morning,weekend,"bread,coffee,scone"
7925,2017-11-03 09:25:00,morning,weekend,"coffee,scandinavian,tea"
7926,2017-11-03 09:44:00,morning,weekend,"bread,scandinavian"
7927,2017-11-03 09:45:00,morning,weekend,"chocolates,coffee,coke"
7928,2017-11-03 09:56:00,morning,weekend,"bread,coffee"
7929,2017-11-03 09:57:00,morning,weekend,"juice,tea"
7930,2017-11-03 10:14:00,morning,weekend,"coffee,pastry,scone"
7931,2017-11-03 10:15:00,morning,weekend,coffee
7932,2017-11-03 10:33:00,morning,weekend,baguette
7933,2017-11-03 10:38:00,morning,weekend,"fudge,jam,spanish brunch,tea"
7934,2017-11-03 10:45:00,morning,weekend,"coffee,spanish brunch,truffles"
7935,2017-11-03 11:01:00,morning,weekend,"cake,scandinavian,scone"
7936,2017-11-03 11:03:00,morning,weekend,coffee
7937,2017-11-03 11:04:00,morning,weekend,"coffee,sandwich"
7938,2017-11-03 11:05:00,morning,weekend,"bread,farm house"
7939,2017-11-03 11:06:00,morning,weekend,"bread,cookies,toast"
7940,2017-11-03 11:09:00,morning,weekend,bread
7941,2017-11-03 11:14:00,morning,weekend,"coffee,cookies,farm house"
7942,2017-11-03 11:30:00,morning,weekend,"bread,brownie,cake,coffee,medialuna,spanish brunch"
7943,2017-11-03 11:32:00,morning,weekend,"coffee,pastry,sandwich,soup"
7944,2017-11-03 11:42:00,morning,weekend,muffin
7945,2017-11-03 11:43:00,morning,weekend,tea
7946,2017-11-03 11:45:00,morning,weekend,tiffin
7947,2017-11-03 11:47:00,morning,weekend,"bread,coffee"
7948,2017-11-03 11:51:00,morning,weekend,bread
7949,2017-11-03 11:53:00,morning,weekend,"bread,cookies,hot chocolate"
7950,2017-11-03 12:14:00,afternoon,weekend,"bread,cake,jammie dodgers,juice"
7951,2017-11-03 12:14:00,afternoon,weekend,"bread,scone"
7952,2017-11-03 12:25:00,afternoon,weekend,"bread,hot chocolate,tea,tiffin"
7953,2017-11-03 12:28:00,afternoon,weekend,"bread,coffee"
7954,2017-11-03 12:34:00,afternoon,weekend,coffee
7955,2017-11-03 12:37:00,afternoon,weekend,"cake,coffee,granola,sandwich"
7956,2017-11-03 12:38:00,afternoon,weekend,scone
7957,2017-11-03 12:43:00,afternoon,weekend,"pastry,sandwich"
7958,2017-11-03 12:49:00,afternoon,weekend,"coffee,sandwich"
7959,2017-11-03 12:51:00,afternoon,weekend,"bread,cake,pastry"
7960,2017-11-03 12:55:00,afternoon,weekend,pastry
7961,2017-11-03 13:04:00,afternoon,weekend,"bread,brownie,coffee,drinking chocolate spoons,sandwich"
7962,2017-11-03 13:13:00,afternoon,weekend,"coffee,sandwich"
7963,2017-11-03 13:18:00,afternoon,weekend,"bread,jammie dodgers"
7964,2017-11-03 13:26:00,afternoon,weekend,"cake,tea"
7965,2017-11-03 13:33:00,afternoon,weekend,coffee
7966,2017-11-03 13:38:00,afternoon,weekend,"juice,muffin,salad,tea"
7967,2017-11-03 13:39:00,afternoon,weekend,"spanish brunch,tea"
7968,2017-11-03 14:13:00,afternoon,weekend,"cake,chicken stew,medialuna,sandwich,spanish brunch,toast"
7969,2017-11-03 14:16:00,afternoon,weekend,bread
7970,2017-11-03 14:26:00,afternoon,weekend,"bread,soup"
7971,2017-11-03 14:28:00,afternoon,weekend,"bread,coffee,juice,scone"
7972,2017-11-03 14:30:00,afternoon,weekend,"coffee,scone,toast"
7973,2017-11-03 14:34:00,afternoon,weekend,bread
7974,2017-11-03 14:38:00,afternoon,weekend,"bread,cake"
7975,2017-11-03 14:39:00,afternoon,weekend,"brownie,coke"
7976,2017-11-03 14:48:00,afternoon,weekend,"coffee,sandwich"
7977,2017-11-03 15:02:00,afternoon,weekend,"bread,cake,jammie dodgers"
7978,2017-11-03 15:09:00,afternoon,weekend,"bread,coffee,scone"
7979,2017-11-03 15:11:00,afternoon,weekend,"cake,coffee,scone"
7980,2017-11-03 15:12:00,afternoon,weekend,"coffee,sandwich"
7981,2017-11-03 15:38:00,afternoon,weekend,"argentina night,vegan feast"
7982,2017-11-03 15:43:00,afternoon,weekend,"cake,coffee"
7983,2017-11-03 15:47:00,afternoon,weekend,"cake,tea"
7984,2017-11-03 15:49:00,afternoon,weekend,"cake,scone,tea"
7985,2017-11-03 16:16:00,afternoon,weekend,bread
7986,2017-11-03 16:18:00,afternoon,weekend,bread
7987,2017-11-03 16:21:00,afternoon,weekend,coffee
7988,2017-11-03 16:27:00,afternoon,weekend,"cake,coffee"
7989,2017-11-03 16:49:00,afternoon,weekend,coffee
7990,2017-11-03 17:00:00,evening,weekend,coffee
7991,2017-11-03 17:11:00,evening,weekend,"bread,cookies,juice,muffin"
7992,2017-11-03 17:13:00,evening,weekend,"coffee,duck egg,tea,the nomad"
7993,2017-11-03 17:15:00,evening,weekend,"coffee,muffin"
7994,2017-11-03 17:16:00,evening,weekend,"cake,coffee,hot chocolate,scone"
7995,2017-12-03 09:32:00,morning,weekend,"coffee,pastry"
7996,2017-12-03 09:59:00,morning,weekend,"coffee,pastry"
7997,2017-12-03 10:12:00,morning,weekend,"bread,scone"
7998,2017-12-03 10:17:00,morning,weekend,bread
7999,2017-12-03 10:21:00,morning,weekend,"brownie,coffee,sandwich"
8000,2017-12-03 10:22:00,morning,weekend,"cake,coffee"
8001,2017-12-03 10:27:00,morning,weekend,"coffee,scone,spanish brunch"
8002,2017-12-03 10:28:00,morning,weekend,coffee
8003,2017-12-03 11:02:00,morning,weekend,"bread,coffee"
8004,2017-12-03 11:13:00,morning,weekend,"coffee,spanish brunch"
8005,2017-12-03 11:13:00,morning,weekend,"coffee,spanish brunch"
8006,2017-12-03 11:27:00,morning,weekend,bread
8007,2017-12-03 11:36:00,morning,weekend,"cake,muffin,vegan feast"
8008,2017-12-03 11:45:00,morning,weekend,"bread,brownie"
8009,2017-12-03 11:58:00,morning,weekend,coffee
8010,2017-12-03 12:03:00,afternoon,weekend,"bread,coffee"
8011,2017-12-03 12:07:00,afternoon,weekend,"bread,cake,coffee,hot chocolate,vegan mincepie"
8012,2017-12-03 12:08:00,afternoon,weekend,"jammie dodgers,muffin,tea"
8013,2017-12-03 12:09:00,afternoon,weekend,bread
8014,2017-12-03 12:12:00,afternoon,weekend,tea
8015,2017-12-03 12:21:00,afternoon,weekend,"coffee,pastry,scone,tea"
8016,2017-12-03 12:32:00,afternoon,weekend,"coffee,pastry"
8017,2017-12-03 12:33:00,afternoon,weekend,baguette
8018,2017-12-03 12:34:00,afternoon,weekend,"coffee,cookies"
8019,2017-12-03 12:35:00,afternoon,weekend,coffee
8020,2017-12-03 12:48:00,afternoon,weekend,coffee
8021,2017-12-03 12:49:00,afternoon,weekend,bread
8022,2017-12-03 13:03:00,afternoon,weekend,"coffee,juice,truffles"
8023,2017-12-03 13:12:00,afternoon,weekend,coffee
8024,2017-12-03 13:16:00,afternoon,weekend,coffee
8025,2017-12-03 13:18:00,afternoon,weekend,"smoothies,spanish brunch"
8026,2017-12-03 13:25:00,afternoon,weekend,"coffee,juice,muffin,toast"
8027,2017-12-03 13:44:00,afternoon,weekend,bread
8028,2017-12-03 13:49:00,afternoon,weekend,"coffee,the nomad"
8029,2017-12-03 13:51:00,afternoon,weekend,hot chocolate
8030,2017-12-03 13:54:00,afternoon,weekend,"bread,spanish brunch"
8031,2017-12-03 13:55:00,afternoon,weekend,"spanish brunch,tea"
8032,2017-12-03 13:56:00,afternoon,weekend,"coffee,cookies,medialuna,scone,smoothies"
8033,2017-12-03 13:58:00,afternoon,weekend,"coffee,half slice monster,juice,tiffin"
8034,2017-12-03 13:59:00,afternoon,weekend,baguette
8035,2017-12-03 14:08:00,afternoon,weekend,"coffee,coke,sandwich,spanish brunch,tea"
8036,2017-12-03 14:14:00,afternoon,weekend,bread
8037,2017-12-03 14:17:00,afternoon,weekend,"coffee,cookies,hot chocolate"
8038,2017-12-03 14:18:00,afternoon,weekend,"cake,coffee,soup"
8039,2017-12-03 14:28:00,afternoon,weekend,bread
8040,2017-12-03 14:30:00,afternoon,weekend,coffee
8041,2017-12-03 14:32:00,afternoon,weekend,"bread,coffee,drinking chocolate spoons,mineral water"
8042,2017-12-03 14:33:00,afternoon,weekend,hot chocolate
8043,2017-12-03 14:43:00,afternoon,weekend,"cake,tea"
8044,2017-12-03 14:46:00,afternoon,weekend,"cake,coffee,jammie dodgers,tea"
8045,2017-12-03 15:00:00,afternoon,weekend,medialuna
8046,2017-12-03 15:01:00,afternoon,weekend,scone
8047,2017-12-03 15:10:00,afternoon,weekend,"cake,hot chocolate"
8048,2017-12-03 15:14:00,afternoon,weekend,"chicken stew,coffee,medialuna,muffin,spanish brunch"
8049,2017-12-03 15:15:00,afternoon,weekend,farm house
8050,2017-12-03 15:16:00,afternoon,weekend,"cake,coffee"
8051,2017-12-03 15:22:00,afternoon,weekend,"cake,coffee,cookies,sandwich,soup,tea"
8052,2017-12-03 15:25:00,afternoon,weekend,"coffee,cookies"
8053,2017-12-03 15:38:00,afternoon,weekend,"bread,cake"
8054,2017-12-03 15:45:00,afternoon,weekend,"coffee,sandwich,spanish brunch"
8055,2017-12-03 15:45:00,afternoon,weekend,"coffee,cookies"
8056,2017-12-03 16:28:00,afternoon,weekend,"bread,chocolates,hot chocolate,sandwich"
8057,2017-03-13 08:21:00,morning,weekday,"coffee,pastry"
8058,2017-03-13 08:36:00,morning,weekday,"coffee,jammie dodgers"
8059,2017-03-13 09:13:00,morning,weekday,coffee
8060,2017-03-13 09:16:00,morning,weekday,cake
8061,2017-03-13 09:31:00,morning,weekday,"bread,jam,pastry"
8062,2017-03-13 10:07:00,morning,weekday,bread
8063,2017-03-13 10:15:00,morning,weekday,tea
8064,2017-03-13 10:21:00,morning,weekday,"coffee,spanish brunch,tea"
8065,2017-03-13 10:31:00,morning,weekday,afternoon with the baker
8066,2017-03-13 10:35:00,morning,weekday,bread
8067,2017-03-13 10:56:00,morning,weekday,"coffee,cookies"
8068,2017-03-13 10:58:00,morning,weekday,"cake,coffee,cookies,tea"
8069,2017-03-13 11:01:00,morning,weekday,coffee
8070,2017-03-13 11:10:00,morning,weekday,coffee
8071,2017-03-13 11:26:00,morning,weekday,"coffee,muffin"
8072,2017-03-13 11:30:00,morning,weekday,bread
8073,2017-03-13 11:34:00,morning,weekday,tea
8074,2017-03-13 11:39:00,morning,weekday,"coffee,pastry"
8075,2017-03-13 11:45:00,morning,weekday,"coffee,sandwich,tea"
8077,2017-03-13 11:57:00,morning,weekday,bread
8078,2017-03-13 12:03:00,afternoon,weekday,"cake,tea"
8079,2017-03-13 12:03:00,afternoon,weekday,coffee
8080,2017-03-13 12:05:00,afternoon,weekday,baguette
8081,2017-03-13 12:12:00,afternoon,weekday,"baguette,scone"
8082,2017-03-13 12:14:00,afternoon,weekday,coffee
8083,2017-03-13 12:24:00,afternoon,weekday,"coffee,pastry"
8084,2017-03-13 12:31:00,afternoon,weekday,"coffee,pastry"
8085,2017-03-13 12:49:00,afternoon,weekday,pastry
8086,2017-03-13 12:51:00,afternoon,weekday,bread
8087,2017-03-13 13:03:00,afternoon,weekday,"coffee,pastry"
8088,2017-03-13 13:14:00,afternoon,weekday,"bread,tea"
8089,2017-03-13 13:20:00,afternoon,weekday,"baguette,coffee"
8090,2017-03-13 13:45:00,afternoon,weekday,bread
8091,2017-03-13 13:48:00,afternoon,weekday,"bread,cookies,salad,soup,tea,truffles"
8092,2017-03-13 13:49:00,afternoon,weekday,soup
8093,2017-03-13 14:03:00,afternoon,weekday,"afternoon with the baker,coffee,soup"
8094,2017-03-13 14:04:00,afternoon,weekday,"afternoon with the baker,coffee,spanish brunch"
8095,2017-03-13 14:11:00,afternoon,weekday,sandwich
8096,2017-03-13 14:12:00,afternoon,weekday,coffee
8097,2017-03-13 14:14:00,afternoon,weekday,"coffee,sandwich"
8098,2017-03-13 14:27:00,afternoon,weekday,"coffee,sandwich"
8099,2017-03-13 14:27:00,afternoon,weekday,"coffee,sandwich"
8100,2017-03-13 14:46:00,afternoon,weekday,"salad,tea"
8101,2017-03-13 14:46:00,afternoon,weekday,juice
8102,2017-03-13 15:37:00,afternoon,weekday,sandwich
8103,2017-03-13 15:39:00,afternoon,weekday,"coffee,hot chocolate,tea"
8104,2017-03-13 15:42:00,afternoon,weekday,"coffee,soup"
8106,2017-03-13 16:09:00,afternoon,weekday,"cake,tea"
8107,2017-03-13 16:17:00,afternoon,weekday,"bread,cake"
8108,2017-03-13 16:39:00,afternoon,weekday,"cake,coffee,jammie dodgers"
8109,2017-03-13 17:02:00,evening,weekday,"coffee,salad"
8110,2017-03-14 08:26:00,morning,weekday,baguette
8111,2017-03-14 08:31:00,morning,weekday,"coffee,jammie dodgers,pastry"
8112,2017-03-14 09:06:00,morning,weekday,"coffee,cookies"
8113,2017-03-14 09:17:00,morning,weekday,"coffee,farm house,pastry"
8114,2017-03-14 09:35:00,morning,weekday,bread
8115,2017-03-14 09:54:00,morning,weekday,coffee
8116,2017-03-14 10:02:00,morning,weekday,"baguette,coffee"
8117,2017-03-14 10:11:00,morning,weekday,"coffee,tea,toast"
8118,2017-03-14 10:16:00,morning,weekday,pastry
8119,2017-03-14 10:24:00,morning,weekday,bread
8120,2017-03-14 10:57:00,morning,weekday,"coffee,pastry"
8121,2017-03-14 10:58:00,morning,weekday,"bread,salad"
8122,2017-03-14 10:59:00,morning,weekday,"bread,pastry"
8123,2017-03-14 11:06:00,morning,weekday,coffee
8124,2017-03-14 11:14:00,morning,weekday,"bread,coffee,toast"
8126,2017-03-14 11:30:00,morning,weekday,coffee
8127,2017-03-14 11:32:00,morning,weekday,coffee
8129,2017-03-14 11:42:00,morning,weekday,"bread,gift voucher"
8130,2017-03-14 11:55:00,morning,weekday,"bread,pastry"
8131,2017-03-14 12:24:00,afternoon,weekday,sandwich
8132,2017-03-14 12:25:00,afternoon,weekday,mineral water
8133,2017-03-14 12:32:00,afternoon,weekday,"coffee,pastry"
8134,2017-03-14 12:35:00,afternoon,weekday,"chicken stew,truffles"
8135,2017-03-14 12:36:00,afternoon,weekday,pastry
8136,2017-03-14 12:47:00,afternoon,weekday,"coffee,jammie dodgers,sandwich"
8137,2017-03-14 13:29:00,afternoon,weekday,"bread,cookies"
8138,2017-03-14 13:43:00,afternoon,weekday,"coffee,medialuna,tea"
8140,2017-03-14 13:51:00,afternoon,weekday,chicken stew
8141,2017-03-14 13:53:00,afternoon,weekday,coffee
8142,2017-03-14 14:23:00,afternoon,weekday,"chicken stew,juice,sandwich,tea"
8143,2017-03-14 14:30:00,afternoon,weekday,tea
8144,2017-03-14 14:35:00,afternoon,weekday,"bread,cake,sandwich"
8145,2017-03-14 14:49:00,afternoon,weekday,"coffee,muffin"
8146,2017-03-14 15:25:00,afternoon,weekday,"bakewell,coffee,juice"
8147,2017-03-14 15:29:00,afternoon,weekday,"cake,cookies,juice"
8148,2017-03-14 15:33:00,afternoon,weekday,"chicken stew,soup"
8149,2017-03-14 15:35:00,afternoon,weekday,"bakewell,coffee"
8150,2017-03-14 15:41:00,afternoon,weekday,"coffee,juice"
8151,2017-03-14 15:46:00,afternoon,weekday,"bread,coffee"
8152,2017-03-14 15:55:00,afternoon,weekday,"bread,tea"
8153,2017-03-14 15:55:00,afternoon,weekday,"bakewell,tea"
8154,2017-03-14 16:11:00,afternoon,weekday,"cake,coffee"
8155,2017-03-14 16:19:00,afternoon,weekday,"bakewell,coffee"
8156,2017-03-14 16:26:00,afternoon,weekday,"cake,coffee,cookies,juice"
8157,2017-03-14 16:46:00,afternoon,weekday,"cake,coffee,hot chocolate,sandwich"
8159,2017-03-14 17:33:00,evening,weekday,medialuna
8160,2017-03-14 17:38:00,evening,weekday,bread
8161,2017-03-14 17:49:00,evening,weekday,"cake,cookies,jammie dodgers,vegan feast"
8162,2017-03-15 08:57:00,morning,weekday,bread
8163,2017-03-15 08:58:00,morning,weekday,coffee
8164,2017-03-15 09:02:00,morning,weekday,coffee
8165,2017-03-15 09:08:00,morning,weekday,"baguette,bread"
8166,2017-03-15 09:12:00,morning,weekday,"bread,coffee,pastry"
8167,2017-03-15 09:20:00,morning,weekday,"coffee,pastry"
8169,2017-03-15 09:44:00,morning,weekday,bread
8170,2017-03-15 09:50:00,morning,weekday,bread
8171,2017-03-15 10:04:00,morning,weekday,"cake,pastry"
8172,2017-03-15 10:06:00,morning,weekday,toast
8173,2017-03-15 10:11:00,morning,weekday,hot chocolate
8174,2017-03-15 10:57:00,morning,weekday,coffee
8175,2017-03-15 11:13:00,morning,weekday,"coffee,sandwich"
8176,2017-03-15 11:14:00,morning,weekday,"coffee,cookies"
8177,2017-03-15 11:33:00,morning,weekday,"cake,coffee"
8178,2017-03-15 11:38:00,morning,weekday,bread
8179,2017-03-15 11:44:00,morning,weekday,bread
