title,year,genres,rank_in_year,imdb_rating,rt_score,rt_audience_score,worldwide_gross,2015_inflation,adjusted,rt_freshness,audience_freshness,length,rating,release_date,studio,poster_url,poster_img
Captain America: The Winter Soldier,2014,Sci-Fi|Adventure|Action,7,7.8,7.5,4.3,714766572.0,-0.26%,712903691.09,89.0,92.0,136.0,PG-13,2014-04-04,Marvel Studios,http://resizing.flixster.com/gxRJwetP1eNIrPR6xlWBfD_VaFc=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/72/11177246_ori.jpg,<img src=http://resizing.flixster.com/gxRJwetP1eNIrPR6xlWBfD_VaFc=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/72/11177246_ori.jpg width=100>
Dawn of the Planet of the Apes,2014,Sci-Fi|Drama|Action,9,7.7,7.9,4.2,708835589.0,-0.26%,706988165.89,90.0,89.0,130.0,PG-13,2014-07-11,20th Century Fox,http://resizing.flixster.com/gDtbA1iPxTYEjBZeSsIYktCtUiw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189194_ori.jpg,<img src=http://resizing.flixster.com/gDtbA1iPxTYEjBZeSsIYktCtUiw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/91/11189194_ori.jpg width=100>
Guardians of the Galaxy,2014,Sci-Fi|Adventure|Action,3,8.1,7.7,4.4,774176600.0,-0.26%,772158880.0,91.0,93.0,121.0,PG-13,2014-08-01,Marvel Studios,http://resizing.flixster.com/YrF_OeTQx3bXNsMLIy_NocjA4wI=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/80/11178082_ori.jpg,<img src=http://resizing.flixster.com/YrF_OeTQx3bXNsMLIy_NocjA4wI=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/80/11178082_ori.jpg width=100>
Interstellar,2014,Sci-Fi|Adventure,10,8.7,7.0,4.2,672974414.0,-0.26%,671220455.1,72.0,86.0,169.0,PG-13,2014-11-07,Paramount Pictures|Warner Bros.,http://resizing.flixster.com/l9yjA-72sZMYECeOjx-r14mgXtU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/08/11190860_ori.jpg,<img src=http://resizing.flixster.com/l9yjA-72sZMYECeOjx-r14mgXtU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/08/11190860_ori.jpg width=100>
Maleficent,2014,Family|Adventure|Action,4,7.1,5.7,3.8,758654942.0,-0.26%,756677675.77,49.0,71.0,97.0,PG,2014-05-30,Walt Disney Pictures,http://resizing.flixster.com/YukULOFULUesVZccNjOZzF1YX30=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/12/11181292_ori.jpg,<img src=http://resizing.flixster.com/YukULOFULUesVZccNjOZzF1YX30=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/12/11181292_ori.jpg width=100>
The Amazing Spider-Man 2,2014,Fantasy|Adventure|Action,8,6.9,5.9,3.7,709582323.0,-0.26%,707732953.69,53.0,66.0,142.0,PG-13,2014-05-02,Columbia Pictures,http://resizing.flixster.com/uJRknhjV8s_CDr9Krj6hzk4GzYM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/00/11180032_ori.jpg,<img src=http://resizing.flixster.com/uJRknhjV8s_CDr9Krj6hzk4GzYM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/00/11180032_ori.jpg width=100>
The Hobbit: The Battle of the Five Armies,2014,Fantasy|Adventure,2,7.5,6.3,3.9,955113783.0,-0.26%,952624490.27,61.0,76.0,144.0,PG-13,2014-12-17,Warner Bros.|New Line Cinema|MGM,http://resizing.flixster.com/KK-V3xB7CY355XaejcerpzryvDs=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/97/11179703_ori.jpg,<img src=http://resizing.flixster.com/KK-V3xB7CY355XaejcerpzryvDs=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/97/11179703_ori.jpg width=100>
The Hunger Games: Mockingjay - Part 1,2014,Sci-Fi|Adventure,5,6.8,6.3,3.8,752100229.0,-0.26%,750140046.17,65.0,73.0,123.0,PG-13,2014-11-21,Lionsgate Films,http://resizing.flixster.com/rrb4D1D8S1_ACJFg1qDpd6bY4cQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189899_ori.jpg,<img src=http://resizing.flixster.com/rrb4D1D8S1_ACJFg1qDpd6bY4cQ=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/98/11189899_ori.jpg width=100>
Transformers: Age of Extinction,2014,Sci-Fi|Adventure|Action,1,5.8,3.9,3.3,1091404499.0,-0.26%,1088559994.68,18.0,52.0,165.0,PG-13,2014-06-27,Paramount Pictures,http://resizing.flixster.com/jXWcxIKVUq4G-2vl7aClbKnOXr4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/05/11180556_ori.jpg,<img src=http://resizing.flixster.com/jXWcxIKVUq4G-2vl7aClbKnOXr4=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/05/11180556_ori.jpg width=100>
X-Men: Days of Future Past,2014,Sci-Fi|Adventure|Action,6,8.1,7.6,4.3,748121534.0,-0.26%,746171720.76,91.0,92.0,131.0,PG-13,2014-05-23,20th Century Fox,http://resizing.flixster.com/Oi1KcdBv_gG5Xqk84faEkayyX9E=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/08/11180875_ori.jpg,<img src=http://resizing.flixster.com/Oi1KcdBv_gG5Xqk84faEkayyX9E=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/08/11180875_ori.jpg width=100>
Despicable Me 2,2013,Family|Comedy|Animation,3,7.5,6.6,4.2,970761885.0,1.36%,983938347.1,74.0,85.0,98.0,PG,2013-07-03,Universal|Illumination,http://resizing.flixster.com/UFoFQEayDyhzauy9wL-1wGTuKJA=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/21/11172174_ori.jpg,<img src=http://resizing.flixster.com/UFoFQEayDyhzauy9wL-1wGTuKJA=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/21/11172174_ori.jpg width=100>
Fast & Furious 6,2013,Thriller|Crime|Action,6,7.2,6.2,4.2,788679850.0,1.36%,799384854.3,69.0,84.0,130.0,PG-13,2013-05-24,Universal,http://resizing.flixster.com/FsHv4OrR7Fk9IQkc3Jg-Npmypzc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/33/11173373_ori.jpg,<img src=http://resizing.flixster.com/FsHv4OrR7Fk9IQkc3Jg-Npmypzc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/33/11173373_ori.jpg width=100>
Frozen,2013,Comedy|Animation|Adventure,1,7.7,7.7,4.3,1274219009.0,1.36%,1291514391.87,89.0,86.0,102.0,PG,2013-11-27,Walt Disney Pictures,http://resizing.flixster.com/M3JgYWjuLaOPruIuhLfHA0GwmtY=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/35/11173584_ori.jpg,<img src=http://resizing.flixster.com/M3JgYWjuLaOPruIuhLfHA0GwmtY=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/35/11173584_ori.jpg width=100>
Gravity,2013,Thriller|Sci-Fi|Western,8,7.9,9.0,4.0,716392705.0,1.36%,726116532.72,97.0,80.0,91.0,PG-13,2013-10-04,Warner Bros.,http://resizing.flixster.com/5CbtiBSzqVjH_ckRVfzJvs-Ocns=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176450_ori.jpg,<img src=http://resizing.flixster.com/5CbtiBSzqVjH_ckRVfzJvs-Ocns=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176450_ori.jpg width=100>
Iron Man 3,2013,Sci-Fi|Adventure|Action,2,7.3,7.0,4.0,1215439994.0,1.36%,1231937550.46,79.0,79.0,130.0,PG-13,2013-05-03,Marvel Studios,http://resizing.flixster.com/M8S0ACxWUYK8FJV9hJwnDGK41ZA=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/05/11170594_ori.jpg,<img src=http://resizing.flixster.com/M8S0ACxWUYK8FJV9hJwnDGK41ZA=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/05/11170594_ori.jpg width=100>
Man of Steel,2013,Fantasy|Adventure|Action,9,7.2,6.2,3.9,668045518.0,1.36%,677113113.86,56.0,76.0,143.0,PG-13,2013-06-14,Warner Bros.|Legendary,http://resizing.flixster.com/YdjyBNFfxu1P1f06WcVgadZg8Ow=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/42/11174287_ori.jpg,<img src=http://resizing.flixster.com/YdjyBNFfxu1P1f06WcVgadZg8Ow=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/42/11174287_ori.jpg width=100>
Monsters University,2013,Comedy|Animation|Adventure,7,7.4,6.8,4.0,743559607.0,1.36%,753652179.78,78.0,82.0,104.0,G,2013-06-21,Walt Disney Pictures|Pixar,http://resizing.flixster.com/68fO9SugBdM8ljYJJ32dYp0bs7Q=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/99/11169964_ori.jpg,<img src=http://resizing.flixster.com/68fO9SugBdM8ljYJJ32dYp0bs7Q=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/99/11169964_ori.jpg width=100>
The Hobbit: The Desolation of Smaug,2013,Fantasy|Adventure,4,8.0,6.8,4.1,960366855.0,1.36%,973402222.02,74.0,86.0,161.0,PG-13,2013-12-13,Warner Bros.|New Line|MGM,http://resizing.flixster.com/i3zwngMY9umqr8lAJLKAU4aYlAU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/69/11176940_ori.jpg,<img src=http://resizing.flixster.com/i3zwngMY9umqr8lAJLKAU4aYlAU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/69/11176940_ori.jpg width=100>
The Hunger Games: Catching Fire,2013,Adventure|Sci-Fi,5,7.7,7.5,4.3,864912963.0,1.36%,876652703.76,89.0,90.0,146.0,PG-13,2013-11-22,Lionsgate,http://resizing.flixster.com/1a9avHqIjVssHwO097tB_XJMVjs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176484_ori.jpg,<img src=http://resizing.flixster.com/1a9avHqIjVssHwO097tB_XJMVjs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/64/11176484_ori.jpg width=100>
Thor: The Dark World,2013,Fantasy|Adventure|Action,10,7.1,6.2,3.9,644783140.0,1.36%,653534988.15,65.0,78.0,112.0,PG-13,2013-11-08,Marvel Studios,http://resizing.flixster.com/sLeSlSjBR_h2MiaJIA63bgyOeHI=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/26/11172694_ori.jpg,<img src=http://resizing.flixster.com/sLeSlSjBR_h2MiaJIA63bgyOeHI=/180x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/26/11172694_ori.jpg width=100>
Ice Age: Continental Drift,2012,Comedy|Animation|Adventure,5,6.7,5.1,3.6,877244782.0,2.84%,902175843.8,37.0,62.0,88.0,PG,2012-07-13,Fox|Blue Sky,http://resizing.flixster.com/EhgnWr8tKMra_jgh43zALuCZ9Ig=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176781_ori.jpg,<img src=http://resizing.flixster.com/EhgnWr8tKMra_jgh43zALuCZ9Ig=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/67/11176781_ori.jpg width=100>
Madagascar 3: Europe's Most Wanted,2012,Comedy|Adventure|Animation,8,7.0,6.8,3.8,746921274.0,2.84%,768148576.6,79.0,73.0,93.0,PG,2012-06-08,Paramount|DreamWorks,http://resizing.flixster.com/GMpkHH7EAcYqczhR8C146yEFbMs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169148_ori.jpg,<img src=http://resizing.flixster.com/GMpkHH7EAcYqczhR8C146yEFbMs=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169148_ori.jpg width=100>
Men in Black 3,2012,Sci-Fi|Comedy|Action,10,6.9,6.1,3.8,624026776.0,2.84%,641761449.87,69.0,71.0,106.0,PG-13,2012-05-25,Columbia,http://resizing.flixster.com/aD0vhqdMHlg0_H5kGKx7lR_1LHU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168038_ori.jpg,<img src=http://resizing.flixster.com/aD0vhqdMHlg0_H5kGKx7lR_1LHU=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/80/11168038_ori.jpg width=100>
Skyfall,2012,Thriller|Adventure|Action,2,7.8,8.2,4.1,1108561013.0,2.84%,1140066020.14,92.0,86.0,143.0,PG-13,2012-11-09,MGM|Columbia,http://resizing.flixster.com/r-jHJnq7IkHekLIFY6DWq7SzqZ8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/82/11168295_ori.jpg,<img src=http://resizing.flixster.com/r-jHJnq7IkHekLIFY6DWq7SzqZ8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/82/11168295_ori.jpg width=100>
The Amazing Spider-Man,2012,Fantasy|Adventure|Action,7,7.1,6.7,3.9,757930663.0,2.84%,779470849.49,72.0,77.0,136.0,PG-13,2012-07-03,Columbia,http://resizing.flixster.com/NPbllUZcrY9PEkGNHGxKBIgFdq8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/74/11167406_ori.jpg,<img src=http://resizing.flixster.com/NPbllUZcrY9PEkGNHGxKBIgFdq8=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/74/11167406_ori.jpg width=100>
The Avengers,2012,Sci-Fi|Adventure|Action,1,8.2,8.0,4.4,1518594910.0,2.84%,1561752970.7,92.0,91.0,143.0,PG-13,2012-05-04,Marvel Studios,http://resizing.flixster.com/OmSu9IRUNKgrdmyE2uNhf0f0ToE=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/38/11163886_ori.jpg,<img src=http://resizing.flixster.com/OmSu9IRUNKgrdmyE2uNhf0f0ToE=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/38/11163886_ori.jpg width=100>
The Dark Knight Rises,2012,Thriller|Action,3,8.5,8.0,4.3,1084439099.0,2.84%,1115258567.81,87.0,90.0,165.0,PG-13,2012-07-20,Warner Bros.|Legendary,http://resizing.flixster.com/_7NLUQGoKyQuOq7uhhARpzeku04=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/78/11167835_ori.jpg,<img src=http://resizing.flixster.com/_7NLUQGoKyQuOq7uhhARpzeku04=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/78/11167835_ori.jpg width=100>
The Hobbit: An Unexpected Journey,2012,Fantasy|Adventure,4,8.0,6.6,4.1,1017003568.0,2.84%,1045906537.07,64.0,83.0,169.0,PG-13,2012-12-14,Warner Bros.|MGM|New Line,http://resizing.flixster.com/vUOEhpcoaWV4JU5YM2dnlgTRyFo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/02/11170263_ori.jpg,<img src=http://resizing.flixster.com/vUOEhpcoaWV4JU5YM2dnlgTRyFo=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/02/11170263_ori.jpg width=100>
The Hunger Games,2012,Sci-Fi|Adventure,9,7.3,7.2,4.1,691247768.0,2.84%,710892844.47,84.0,81.0,142.0,PG-13,2012-03-23,Lionsgate,http://resizing.flixster.com/ojHrfHgQ7Z6zwJ9O0GlmvI_Y-6Y=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173667_ori.jpg,<img src=http://resizing.flixster.com/ojHrfHgQ7Z6zwJ9O0GlmvI_Y-6Y=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/36/11173667_ori.jpg width=100>
The Twilight Saga: Breaking Dawn - Part 2,2012,Fantasy|Drama|Adventure,6,5.6,5.2,3.8,829685377.0,2.84%,853264813.24,48.0,70.0,115.0,PG-13,2012-11-16,Lionsgate|Summit,http://resizing.flixster.com/9zWAe7c1MPnVtaic66WXWomIkmI=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/93/11169337_ori.jpg,<img src=http://resizing.flixster.com/9zWAe7c1MPnVtaic66WXWomIkmI=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/93/11169337_ori.jpg width=100>
Cars 2,2011,Comedy|Animation|Adventure,10,6.3,5.5,3.3,559852396.0,4.97%,587678383.43,39.0,51.0,106.0,G,2011-06-24,Walt Disney Pictures|Pixar,http://resizing.flixster.com/2EEq8Qjx4aMkNdwlLypKTtnT1X4=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/64/11156447_ori.jpg,<img src=http://resizing.flixster.com/2EEq8Qjx4aMkNdwlLypKTtnT1X4=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/64/11156447_ori.jpg width=100>
Fast Five,2011,Thriller|Crime|Action,7,7.3,6.4,4.0,626137675.0,4.97%,657258197.48,78.0,83.0,131.0,PG-13,2011-04-29,Universal,http://resizing.flixster.com/PzlJtyZZ_remAtYbrQ2_9t64B6k=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/30/11173000_ori.jpg,<img src=http://resizing.flixster.com/PzlJtyZZ_remAtYbrQ2_9t64B6k=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/30/11173000_ori.jpg width=100>
Harry Potter and the Deathly Hallows - Part 2,2011,Mystery|Fantasy|Adventure,1,8.1,8.3,4.3,1341511219.0,4.97%,1408187497.58,96.0,89.0,130.0,PG-13,2011-07-15,Warner Bros.,http://resizing.flixster.com/jfPLvubmRh830uyxPTHQ1-hgj9I=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163675_ori.jpg,<img src=http://resizing.flixster.com/jfPLvubmRh830uyxPTHQ1-hgj9I=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163675_ori.jpg width=100>
Kung Fu Panda 2,2011,Animation|Adventure|Action,6,7.3,6.9,3.8,665692281.0,4.97%,698778760.9,81.0,74.0,91.0,PG,2011-05-26,Paramount|DreamWorks,http://resizing.flixster.com/dJ62KC8VCmLwVq0045kP0a0RvEE=/173x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/66/11156693_ori.jpg,<img src=http://resizing.flixster.com/dJ62KC8VCmLwVq0045kP0a0RvEE=/173x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/66/11156693_ori.jpg width=100>
Mission: Impossible - Ghost Protocol,2011,Thriller|Adventure|Action,5,7.4,7.7,3.9,694713380.0,4.97%,729242277.12,93.0,76.0,133.0,PG-13,2011-12-21,Paramount,http://resizing.flixster.com/mkSB3etRkGB2js2wVcXWHBFXcag=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169152_ori.jpg,<img src=http://resizing.flixster.com/mkSB3etRkGB2js2wVcXWHBFXcag=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169152_ori.jpg width=100>
Pirates of the Caribbean: On Stranger Tides,2011,Fantasy|Adventure|Action,3,6.7,5.1,3.5,1045713802.0,4.97%,1097688249.77,33.0,54.0,136.0,PG-13,2011-05-20,Walt Disney Pictures,http://resizing.flixster.com/ucRrnQabHP8_IXOYKx55D8YB_oU=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/67/11156760_ori.jpg,<img src=http://resizing.flixster.com/ucRrnQabHP8_IXOYKx55D8YB_oU=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/67/11156760_ori.jpg width=100>
The Hangover Part II,2011,Comedy,8,6.5,5.0,3.4,586764305.0,4.97%,615927877.92,34.0,53.0,102.0,R,2011-05-26,Warner Bros.,http://resizing.flixster.com/lOJRA6ho5TdqrP7tETMQp5vnFsM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163671_ori.jpg,<img src=http://resizing.flixster.com/lOJRA6ho5TdqrP7tETMQp5vnFsM=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163671_ori.jpg width=100>
The Smurfs,2011,Comedy|Animation|Adventure,9,5.5,4.0,3.1,563749323.0,4.97%,591768996.92,22.0,44.0,103.0,PG,2011-07-29,Columbia|Sony Pictures,http://resizing.flixster.com/s5fZNIM3cQjt9AM6y_VC3jt1syc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163657_ori.jpg,<img src=http://resizing.flixster.com/s5fZNIM3cQjt9AM6y_VC3jt1syc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163657_ori.jpg width=100>
The Twilight Saga: Breaking Dawn - Part 1,2011,Fantasy|Drama|Adventure,4,4.9,0.0,4.5,712171856.0,4.97%,747568480.64,0.0,94.0,117.0,PG-13,2011-11-18,Summit,http://resizing.flixster.com/l1HT4QSzRvdN4bcF0dsEpo3ywug=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/93/11169336_ori.jpg,<img src=http://resizing.flixster.com/l1HT4QSzRvdN4bcF0dsEpo3ywug=/179x257/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/93/11169336_ori.jpg width=100>
Transformers: Dark of the Moon,2011,Sci-Fi|Adventure|Action,2,6.3,4.9,3.5,1123794079.0,4.97%,1179649301.1,35.0,56.0,154.0,PG-13,2011-06-29,Paramount,http://resizing.flixster.com/SnAb2Xw6Wp8we8btiHQkf8xanHc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169150_ori.jpg,<img src=http://resizing.flixster.com/SnAb2Xw6Wp8we8btiHQkf8xanHc=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/91/11169150_ori.jpg width=100>
Alice in Wonderland,2010,Fantasy|Family|Adventure,2,6.5,5.7,3.5,1025467110.0,8.28%,1110413235.8,51.0,55.0,108.0,PG,2010-03-05,Walt Disney Pictures,http://resizing.flixster.com/Keg-ch93mJuhBIB3t7zgFAf2N_c=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/73/10937308_ori.jpg,<img src=http://resizing.flixster.com/Keg-ch93mJuhBIB3t7zgFAf2N_c=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/93/73/10937308_ori.jpg width=100>
Despicable Me,2010,Family|Comedy|Animation,9,7.7,6.8,4.0,543113985.0,8.28%,588103656.97,81.0,82.0,95.0,PG,2010-07-09,Universal|Illumination,http://resizing.flixster.com/VoG3m3OewOKv5t1EQbX-kwLFuAY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168864_ori.jpg,<img src=http://resizing.flixster.com/VoG3m3OewOKv5t1EQbX-kwLFuAY=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/88/11168864_ori.jpg width=100>
Harry Potter and the Deathly Hallows - Part 1,2010,Fantasy|Family|Adventure,3,7.7,7.1,4.1,960283305.0,8.28%,1039829831.3,78.0,84.0,146.0,PG-13,2010-11-19,Warner Bros.,http://resizing.flixster.com/VRBPaLlcQQjBaaobjVvpTavdEso=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163674_ori.jpg,<img src=http://resizing.flixster.com/VRBPaLlcQQjBaaobjVvpTavdEso=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/36/11163674_ori.jpg width=100>
How to Train Your Dragon,2010,Family|Animation|Adventure,10,8.2,7.9,4.2,494878759.0,8.28%,535872792.75,98.0,91.0,98.0,PG,2010-03-26,Paramount|DreamWorks,http://resizing.flixster.com/kSxnnx5oPhqDlOnvpGUQXpVoAsA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/66/11176619_ori.jpg,<img src=http://resizing.flixster.com/kSxnnx5oPhqDlOnvpGUQXpVoAsA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/66/11176619_ori.jpg width=100>
Inception,2010,Sci-Fi|Mystery|Action,4,8.8,8.0,4.2,825531030.0,8.28%,893915146.9,86.0,91.0,148.0,PG-13,2010-07-16,Warner Bros.|Legendary,http://resizing.flixster.com/THwVJ6BnMSZz1ygWPdIEok_wVhA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166725_ori.jpg,<img src=http://resizing.flixster.com/THwVJ6BnMSZz1ygWPdIEok_wVhA=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/16/67/11166725_ori.jpg width=100>
Iron Man 2,2010,Sci-Fi|Adventure|Action,7,7.1,6.5,3.7,623933331.0,8.28%,675617796.27,73.0,72.0,124.0,PG-13,2010-05-07,Paramount|Marvel,http://resizing.flixster.com/-39Qh0s24nsZP81IZAbL774F6HA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/20/11122085_ori.jpg,<img src=http://resizing.flixster.com/-39Qh0s24nsZP81IZAbL774F6HA=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/20/11122085_ori.jpg width=100>
Shrek Forever After,2010,Comedy|Animation|Adventure,5,6.4,5.9,3.5,752600867.0,8.28%,814943703.06,58.0,54.0,93.0,PG,2010-05-21,Paramount|DreamWorks,http://resizing.flixster.com/uEi0yf7uXt-KtUdkF-AGY9smjp0=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/76/11127605_ori.jpg,<img src=http://resizing.flixster.com/uEi0yf7uXt-KtUdkF-AGY9smjp0=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/12/76/11127605_ori.jpg width=100>
Tangled,2010,Family|Comedy|Animation,8,7.8,7.5,4.1,591794936.0,8.28%,640817168.5,90.0,87.0,100.0,PG,2010-11-24,Disney,http://resizing.flixster.com/UuaLvR-fxpgmESPegJcY0F2XJ-c=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/80/11158038_ori.png,<img src=http://resizing.flixster.com/UuaLvR-fxpgmESPegJcY0F2XJ-c=/180x267/dkpu1ddg7pbsk.cloudfront.net/movie/11/15/80/11158038_ori.png width=100>
The Twilight Saga: Eclipse,2010,Fantasy|Drama|Adventure,6,4.9,5.4,3.6,698491347.0,8.28%,756351938.78,49.0,60.0,124.0,PG-13,2010-06-30,Summit Entertainment,http://resizing.flixster.com/caDfqgfBgZUEr0xairY8kwWQHGw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/43/11174382_ori.jpg,<img src=http://resizing.flixster.com/caDfqgfBgZUEr0xairY8kwWQHGw=/180x270/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/43/11174382_ori.jpg width=100>
Toy Story 3,2010,Comedy|Animation|Adventure,1,8.4,8.9,4.3,1063171911.0,8.28%,1151241371.27,99.0,89.0,103.0,G,2010-06-18,Walt Disney Pictures|Pixar,http://resizing.flixster.com/Tv9f7mIJrCc--JvPXl60rMI3Pkw=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/11/13/43/11134356_ori.jpg,<img src=http://resizing.flixster.com/Tv9f7mIJrCc--JvPXl60rMI3Pkw=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/11/13/43/11134356_ori.jpg width=100>
2012,2009,Sci-Fi|Adventure|Action,5,5.8,5.0,3.2,769304749.0,10.06%,846695292.79,39.0,47.0,158.0,PG-13,2009-11-13,Columbia,http://resizing.flixster.com/z_2ln7vpS1fHYrvEZAcr9bYztSI=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/95/34/10953481_ori.jpg,<img src=http://resizing.flixster.com/z_2ln7vpS1fHYrvEZAcr9bYztSI=/180x266/dkpu1ddg7pbsk.cloudfront.net/movie/10/95/34/10953481_ori.jpg width=100>
