key,name,subhead,description,rating,rating_count,ingredients,brand
34_breyers,HEATH & Waffle Cone 2in1,,"Love HEATH bars? What about fudge-covered waffle cone? With Breyers® 2in1 you can treat yourself to both! Try our vanilla Breyers® loaded with pieces of real HEATH English Toffee Bar pieces, swirled together with chocolate Breyers® and fudge-covered waffle cone pieces. It’s sure to be your new favorite dessert. We hope you agree that our new HEATH Waffle Cone is top notch!

Give it a try and leave us a review at on . Or, check out our recipes at for fun and easy ideas!",3.3,54,"MILK, CORN SYRUP, HEATH TOFFEE BAR PIECES, MILK CHOCOLATE, SUGAR, COCOA BUTTER, CHOCOLATE, NONFAT MILK, MILKFAT, LACTOSE, SALT, SOY LECITHIN, NATURAL FLAVOR, SUGAR, VEGETABLE OIL, PALM OIL, SUNFLOWER OIL, BUTTER (MILK), ALMONDS, SALT, SOY LECITHIN, FRUCTOSE, FUDGE COVERED WAFFLE CONE PIECES, FUDGE COATING, SUGAR, COCONUT OIL, COCOA, NONFAT DRY MILK, WHOLE MILK POWDER, ANHYDROUS MILKFAT, SOY LECITHIN, VANILLA, NATURAL FLAVOR, WAFFLE CONE, UNBLEACHED UNENRICHED WHEAT FLOUR, SUGAR, SOYBEAN OIL, SOY LECITHIN, VANILLA, SALT, COCONUT OIL, WHEY, CREAM, DUTCHED COCOA (PROCESSED WITH ALKALI), VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR",breyers
35_breyers,No Sugar Added Butter Pecan,,"Simply delicious vanilla with butter roasted pecans. Breyers® No Sugar Added Butter Pecan is a great way to enjoy dessert time, without all the guilt. It’s the vanilla you love and expect from Breyers® plus chunks of butter roasted pecans, without sugar – what can be sweeter? Your sweet tooth can indulge in the smooth, creamy vanilla that has just the perfect amount of sweet.

Our Breyers® No Sugar Added Butter Pecan uses 100% Grade A milk and fresh cream from American cows not treated with artificial growth hormones* and vanilla from sustainably sourced farms in Madagascar, in partnership with the Rainforest Alliance.

If Butter Pecan is not your jam, try our No Sugar Added Vanilla Chocolate Strawberry, Vanilla, or Salted Caramel Swirl! Check out to snag some near you and leave us a review to share your love!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.3,15,"MILK, MALTITOL SYRUP, PECANS, MALTODEXTRIN (CORN), CREAM, WHEY, MONO AND DIGLYCERIDES, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, SALT, PEANUT OIL, BUTTER, CREAM, SALT, NATURAL FLAVOR, ACESULFAME POTASSIUM, SUCRALOSE, VITAMIN A PALMITATE",breyers
36_breyers,CarbSmart™ Vanilla Bar,,"Watching your grams of sugar or carbs? Try our Breyers® CarbSmart™ Vanilla Bars, with 140 calories, 5g net carbs, 5g sugars, and 3g fiber per serving+! Delicious vanilla Breyers® in a chocolatey shell – mm so good! Sometimes, you just need a treat that you can grab and go in the classic combination of vanilla and chocolate!

We hope that you give our Vanilla Bars a try and see if you love them! Or, give our other flavors a try like Almond Bars, Fudge Bars, and our Mint Fudge Bars!

+SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES",4.2,24,"MILK, COCONUT OIL, WATER, MALTITOL SYRUP, SUGAR, POLYDEXTROSE, SOYBEAN OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), SODIUM CASEINATE, WHEY, GLYCERIN, CALCIUM CARBONATE, CREAM, SOLUBLE CORN FIBER, NATURAL FLAVOR, VEGETABLE GUMS, GUAR, CAROB BEAN, SALT, SOY LECITHIN, SUCRALOSE, MONO AND DIGLYCERIDES, ACESULFAME POTASSIUM",breyers
37_breyers,HEATH,,"Breyers® joins forces with one of your favorite candy bars to bring you Breyers® HEATH! Chunks of real HEATH Milk Chocolate English Toffee Bar are nestled in toffee-flavored Breyers® with a sweet caramel swirl for a dessert that can’t be beat.

Breyers® HEATH is even made with 100% Grade A milk and cream that comes from cows not treated with artificial growth hormones* because we believe the best ingredients make the most delicious products.

Try Breyers® HEATH for yourself and leave us a review on , and follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.3,36,"MILK, CARAMEL SWIRL, SUGAR, WATER, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, NONFAT MILK SOLIDS, BUTTER, CREAM, SALT, SALT, MOLASSES, PECTIN, SOY LECITHIN, NATURAL FLAVOR, POTASSIUM SORBATE (PRESERVATIVE), SODIUM CITRATE, LACTIC ACID, HEATH TOFFEE BAR PIECES, MILK CHOCOLATE, SUGAR, COCOA BUTTER, CHOCOLATE, SKIM MILK, MILKFAT, LACTOSE, SALT, SOY LECITHIN, NATURAL FLAVOR, SUGAR, VEGETABLE OIL, PALM OIL, SUNFLOWER OIL, BUTTER (MILK), ALMONDS, SALT, SOY LECITHIN, CHOCOLATE, CORN SYRUP, FRUCTOSE, GROUND HEATH TOFFEE PIECES, SUGAR, VEGETABLE OIL, PALM OIL, SUNFLOWER OIL, BUTTER (MILK), ALMONDS, SALT, SOY LECITHIN, CHOCOLATE, COCONUT OIL, WHEY, CREAM, VEGETABLE GUMS, CAROB BEAN GUM, GUAR GUM, MONO AND DIGLYCERIDES",breyers
38_breyers,Butter Pecan,,"Discover Breyers® Butter Pecan with rich vanilla and butter-roasted pecan pieces. So good, it’s nuts! Our pecans were roasted in butter and then surrounded by delicious Breyers® vanilla to give you a delicious tasting dessert.

Here at Breyers® we believe that the quality of our ingredients makes delicious desserts, and that’s why we use 100% Grade A milk and cream that comes from cows not treated with artificial growth hormones*.

Try it yourself and leave us a review on ! Or follow us @Breyers on Instagram!",2.6,74,"MILK, SUGAR, CORN SYRUP, CREAM, PECANS, WHEY, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, SALT, PEANUT OIL, BUTTER, CREAM, SALT, NATURAL FLAVOR, LACTASE ENZYME, ANNATTO (FOR COLOR), VITAMIN A PALMITATE",breyers
39_breyers,CarbSmart™ Fudge Bar,,Breyers® CarbSmart™ Fudge Bar is rich on chocolate taste but low on carbs! Now you can enjoy dessert even when you are trying to eat healthy! Breyers® CarbSmart™ proves that fewer carbs* doesn't mean less taste. Make sweeter family moments while keeping carb-watchers happy by the bar or by the scoop. Treat yourself to a scoop of Breyers® CarbSmart™ Fudge Bar—3 grams of net carbs+ and 60 calories per serving! +SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES,4.4,34,"MILK, WATER, MALTITOL SYRUP, POLYDEXTROSE, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, GLYCERIN, CREAM, SOLUBLE CORN FIBER, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, ACESULFAME POTASSIUM, SUCRALOSE, NATURAL FLAVOR",breyers
40_breyers,CarbSmart™ Mint Fudge Bar,,"Breyers® CarbSmart™ Mint Fudge Bar has great mint flavor with 60 calories, 4g net carbs, 4g sugar, 3g fiber per serving+. These bars are a perfectly refreshing after-dinner (or anytime!) frozen treat.

Watching your grams of sugar or carbs? Try our Breyers® CarbSmart™ Mint Fudge Bars, with 60 calories, 4g net carbs, 4g sugar, and 3g fiber+ per serving! Sometimes, you just need a treat that you can grab and go and maybe even eat in four bites!

We hope that you give our Mint Fudge Bars a try and see if you love them! Or, give our other flavors a try like Almond Bars, Vanilla Bars, and our Fudge Bars!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. +SEE NUTRITION FACTS FOR MORE INFORMATION +NET CARBS ARE CALCULATED BY SUBTRACTING TOTAL DIETARY FIBER AND SUGAR ALCOHOL FROM TOTAL CARBOHYDRATES *See nutrition facts for calorie content",4.6,20,"MILK, WATER, FUDGE SWIRL, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, WATER, SUGAR, COCOA, MODIFIED FOOD STARCH (TAPIOCA), NATURAL FLAVOR, SALT, LACTIC ACID, POTASSIUM SORBATE (PRESERVATIVE), MALTITOL SYRUP, POLYDEXTROSE, COCONUT OIL, WHEY, GLYCERIN, CREAM, SOLUBLE CORN FIBER, VEGETABLE GUMS, CAROB BEAN GUM, GUAR GUM, MONO AND DIGLYCERIDES, NATURAL FLAVOR, ACESULFAME POTASSIUM, COLOR ADDED, SUCRALOSE",breyers
41_breyers,OREO® Snack Cups 10ct,,"Breyers® vanilla with real OREO®? Yes please! If you’re anything like us, you love Breyers® vanilla and OREO® cookies. So why not combine your love with Breyers® OREO® Cookies & Cream?

Breyers® OREO® even comes in convenient snack cups that are perfectly portioned. Great for parties! Rich, creamy vanilla goodness surrounds those real OREO® cookies and will be sure to bring a smile to your face.

The best news of all is that you can enjoy your favorite cookies and candies combined with the quality of Breyers®. All of our flavors are made with 100% Grade A milk and cream that comes from cows not treated with artificial growth hormones* because we believe the best ingredients make the most delicious products.

Try Breyers® OREO® Cookies & Cream Snack Cups for yourself and leave us a review on , and follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",5.0,2,"SKIM MILK, LIQUID SUGAR, SUGAR, WATER, CREAM, HIGH FRUCTOSE CORN SYRUP, CORN SYRUP, OREO COOKIE PIECES, UNBLEACHED ENRICHED FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, SUGAR, AND/OR PALM OIL, AND/OR CANOLA OIL, COCOA (PROCESSED WITH ALKALI), HIGH FRUCTOSE CORN SYRUP, LEAVENING, AND/OR BAKING SODA, AND/OR CALCIUM PHOSPHATE, SALT, SOY LECITHIN, CHOCOLATE, ARTIFICIAL FLAVOR, WHEY, PROPYLENE GLYCOL MONOESTERS, MONO AND DIGLYCERIDES, VEGETABLE GUM (GUAR), NATURAL FLAVOR, CELLULOSE GUM, CARRAGEENAN, VITAMIN A PALMITATE",breyers
42_breyers,REESE'S Chocolate,,"Breyers® joins forces with America’s favorite peanut butter chocolate candy to bring you Breyers® REESE'S Chocolate! Chocolate Breyers® is loaded with chunks of 100% REAL REESE'S Peanut Butter Cups and a REESE'S peanut butter swirl for a dessert that can’t be beat.

The best news of all is that you can enjoy your favorite cookies and candies combined with the quality of Breyers®. All of our flavors are made with 100% Grade A milk and cream that comes from cows not treated with artificial growth hormones* because we believe the best ingredients make the most delicious products.

Try Breyers® REESE'S Chocolate for yourself and leave us a review on , and follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.2,142,"MILK, CORN SYRUP, REESE'S PEANUT BUTTER CUPS, MILK CHOCOLATE, SUGAR, COCOA BUTTER, CHOCOLATE, NONFAT MILK, MILK FAT, LACTOSE, SOY LECITHIN, PGPR (EMULSIFIER), PEANUTS, SUGAR, DEXTROSE, SALT, TBHQ AND CITRIC ACID (TO MAINTAIN FRESHNESS), TBHQ (TO MAINTAIN FRESHNESS), CITRIC ACID (TO MAINTAIN FRESHNESS), REESE'S PEANUT BUTTER SWIRL, PEANUTS, SUGAR, PEANUT OIL, DEXTROSE, SALT, TBHQ (PRESERVATIVE), FRUCTOSE, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, CREAM, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR",breyers
43_breyers,Waffle Cone,,"Wish you could have your favorite fudge-covered waffle ice cream cone at home? You’re in luck! Now can you can treat yourself to creamy vanilla Breyers® with ribbons of caramel, chocolatey chips, and fudge-covered waffle cone pieces.

The best news of all is that you can enjoy your favorite cookies and candies combined with the quality of Breyers®. All of our flavors are made with 100% Grade A milk and cream that comes from cows not treated with artificial growth hormones* because we believe the best ingredients make the most delicious products.

Try Breyers® Waffle Cone for yourself and leave us a review on , and follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.6,20,"MILK, CORN SYRUP, CARAMEL SWIRL, SUGAR, WATER, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, NONFAT MILK SOLIDS, BUTTER, CREAM, SALT, SALT, MOLASSES, PECTIN, SOY LECITHIN, NATURAL FLAVOR, POTASSIUM SORBATE (PRESERVATIVE), SODIUM CITRATE, LACTIC ACID, FUDGE COVERED WAFFLE CONE PIECES, FUDGE COATING, SUGAR, COCONUT OIL, COCOA, NONFAT DRY MILK, WHOLE MILK POWDER, ANHYDROUS MILKFAT, SOY LECITHIN, VANILLA, NATURAL FLAVOR, WAFFLE CONE, UNBLEACHED UNENRICHED WHEAT FLOUR, SUGAR, SOYBEAN OIL, SOY LECITHIN, VANILLA, SALT, FRUCTOSE, CHOCOLATEY CHIPS, SUGAR, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), MILKFAT, SOY LECITHIN, VANILLA EXTRACT, COCONUT OIL, WHEY, CREAM, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR",breyers
44_breyers,Creamsicle,,"Breyers® joins forces with one of your favorite summer treats to bring you Breyers® Creamsicle®! Breyers® vanilla and orange Creamsicle® are swirled together for a dessert that can’t be beat.

All of our flavors are made with 100% Grade A milk and cream that comes from cows not treated with artificial growth hormones* because we believe the best ingredients make the most delicious products.

Try Breyers® Creamsicle® for yourself and leave us a review on , and follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.8,26,"MILK, CORN SYRUP, SUGAR, CREAM, FRUCTOSE, COCONUT OIL, ORANGE JUICE (FROM CONCENTRATE), WHEY, VEGETABLE GUMS, CAROB BEAN GUM, GUAR GUM, MONO AND DIGLYCERIDES, CITRIC ACID, NATURAL FLAVOR, ANNATTO (FOR COLOR)",breyers
45_breyers,New York Style Cheesecake,,"Can’t get enough of rich, creamy cheesecake? You’re in luck! Treat yourself to delicious cheesecake-flavored Breyers® swirled with luscious strawberry sauce and chunks of graham-covered cheesecake pieces.

Breyers® NY Style Cheesecake is made with 100% Grade A milk and cream that comes from cows not treated with artificial growth hormones* because we believe the best ingredients make the most delicious products.

Try Breyers® New York Style Cheesecake for yourself and leave us a review on , and follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.3,36,"NONFAT MILK, STRAWBERRY SWIRL, WATER, SUGAR, CORN SYRUP, SKIM MILK, STRAWBERRIES, DEXTROSE, BEET JUICE (FOR COLOR), CITRIC ACID, MALIC ACID, VEGETABLE GUMS, CAROB BEAN GUM, GUAR GUM, NATURAL FLAVOR, PECTIN, ASCORBIC ACID, ANNATTO (FOR COLOR), CORN SYRUP, CHEESECAKE PIECES WITH GRAHAM CRUST, CREAM CHEESE, PASTEURIZED MILK, CREAM, CHEESE CULTURES, SALT, CAROB BEAN GUM, SUGAR, EGGS, GRAHAM CRUMB, WHEAT FLOUR, WHOLE WHEAT/GRAHAM FLOUR, SUGAR, CANOLA OIL, MOLASSES, HONEY, SALT, SODIUM BICARBONATE, CORNSTARCH, PALM OIL, NATURAL FLAVOR, SWEETENED LEMON ZEST, LEMON PEEL, SUGAR, LEMON OIL, VEGETABLE GUM (GUAR), FRUCTOSE, CHEESECAKE BASE, CORN SYRUP, CREAM CHEESE, PASTEURIZED MILK AND CREAM, CHEESE CULTURE, SALT, CAROB BEAN GUM, DRIED CANE SYRUP, WATER, NATURAL FLAVOR, SALT, PECTIN, COCONUT OIL, WHEY, CREAM, VEGETABLE GUMS, GUAR, CAROB BEAN, MONO AND DIGLYCERIDES, NATURAL FLAVOR, SALT, SUGAR, ANNATTO (FOR COLOR)",breyers
46_breyers,Rocky Road,,"Deliciously gooey marshmallow swirled through rich chocolate Breyers® and real, chocolatey-covered almonds. Breyers® Rocky Road is the fastest road to fun! Love Breyers® chocolate ice cream? Well this dessert, made with rich cocoa will be sure to be your new favorite.

Our philosophy is to start with the high quality ingredients to make great tasting ice cream. In our Breyers® Rocky Road we start with 100% Grade A milk and cream from American cows not treated with artificial growth hormones*, colors and flavors from natural sources**, and sustainably farmed fruit and vanilla**.

Give it a try and leave us a review at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. ** Our product, before the inclusion of any candies, cookies, sauces or fruit from other suppliers, will fully abide by this claim.",3.0,42,"SKIM MILK, CORN SYRUP, WATER, SUGAR, FRUCTOSE, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), CREAM, WHEY, ROASTED ALMONDS, ALMONDS, PEANUT OIL, VEGETABLE GUMS, GUAR, CAROB BEAN, WHEY PROTEIN CONCENTRATE, MONO AND DIGLYCERIDES, COCOA, SALT, SOY LECITHIN, BUTTER OIL, NATURAL FLAVOR, CARRAGEENAN",breyers
47_breyers,Cherry Vanilla,,"Take juicy cherries and add smooth and creamy Breyers® vanilla, for a delicious Breyers® Cherry Vanilla. Now that's a refreshingly delicious family-time dessert! Those chunks of juicy cherries are even 100% sustainably farmed and the great vanilla taste? It’s from the sustainable vanilla we source from Madagascar. Our vanilla is also certified by Rainforest Alliance, so you can feel good about helping farmers, while you enjoy your bowl! We believe that the quality of our ingredients makes delicious desserts.

Try Breyers® Cherry Vanilla yourself and leave us a review on ! Or follow us @Breyers on Instagram!",3.0,40,"MILK, SUGAR, CORN SYRUP, CHERRIES, CREAM, WHEY, WATER, PLUM, CHERRY AND BLACK CARROT CONCENTRATES (FOR COLOR), PLUM CONCENTRATE (FOR COLOR), CHERRY CONCENTRATE (FOR COLOR), BLACK CARROT CONCENTRATE (FOR COLOR), VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, CITRIC ACID, VANILLA BEANS, NATURAL FLAVOR, CARRAGEENAN, VITAMIN A PALMITATE",breyers
48_breyers,Cookies & Cream,,"Take a milk and cookie break. Dive into Breyers® rich and creamy vanilla packed with scrumptious, cream-filled chocolate cookie pieces in Breyers® Cookies & Cream! That delicious vanilla taste mixed with chocolate cookies – what a combination!

Our vanilla flavor is pretty special – it’s 100% sustainably farmed in Madagascar and is certified by Rainforest Alliance! We work with Rainforest Alliance to help farmers in Madagascar take care of their farms and families. Find out more about our Vanilla Story at . 100% Grade A milk and cream from American cows not treated with artificial growth hormones*, colors and flavors from natural sources**, and sustainably farmed fruit and vanilla are all part of what makes Breyers® Cookies & Cream delicious!

Give it a try and leave us a review at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. **Our product, before the inclusion of any candies, cookies, sauces or fruit from other suppliers, will fully abide by this claim. Raspberries are not sustainably farmed.",4.1,22,"MILK, SUGAR, CORN SYRUP, CREAM, WHEAT FLOUR, PALM AND PALM KERNEL OIL, PALM OIL, PALM KERNEL OIL, WHEY, COCOA (PROCESSED WITH ALKALI), VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, NATURAL FLAVOR, SALT, SODIUM BICARBONATE, SOY LECITHIN, MOLASSES, VITAMIN A PALMITATE",breyers
49_breyers,Chocolate Chip Cookie Dough,,"With creamy vanilla and chunks of cookie dough, Breyers® Chocolate Chip Cookie Dough is sure to satisfy any craving! Less bake time, more play time! Chunks of chewy chocolate chip cookie dough folded into Breyers® creamy vanilla make Breyers® Chocolate Chip Cookie Dough a chunky, chewy taste-bud pleaser.

Chunks, chips, and vanilla? Not only delicious, but also made with high quality ingredients like fresh cream, sugar and milk. In fact, our milk and cream is 100% Grade A from American cows not treated with artificial growth hormones*.

Try Breyers® Chocolate Chip Cookie Dough and let us know what you think at !

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",1.2,89,"MILK, SUGAR, CORN SYRUP, CREAM, ENRICHED WHEAT FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, WHEY, PALM OIL, COCONUT OIL, COCOA POWDER (PROCESSED WITH ALKALI), SOYBEAN OIL, CHOCOLATE LIQUOR, RICE FLOUR, COCOA BUTTER, MOLASSES, SALT, NATURAL FLAVOR, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, BAKING SODA, VANILLA BEANS, MILK FAT, SOY LECITHIN, ANNATTO (FOR COLOR), VITAMIN A PALMITATE",breyers
50_breyers,Non-Dairy OREO® Cookies & Cream,,"Love ice cream but can’t stomach the dairy? Have no fear! Breyers® Non-Dairy OREO® Cookies & Cream is here! Made with real almond milk and filled with loads of 100% REAL OREO® cookies – there’s no milk in sight. If you’re anything like us, you love Breyers® vanilla and OREO® cookies. So why not combine your love into one tub with Breyers® Non-Dairy OREO® Cookies & Cream? And now, even those who usually shy away from delicious ice cream can rejoice and join in!

Really, who can say there’s ever too much of a good thing – like OREO® cookies and Non-Dairy Breyers®? Rich, creamy vanilla goodness surrounds those chunks of real OREO® cookies and will be sure to bring a smile to your face. We hope you agree that our Non-Dairy frozen almond milk dessert packed with OREO® cookies is simply a delightful treat. Give it a try and leave us a review at .",4.5,157,"ALMOND MILK, WATER, ALMONDS, LIQUID SUGAR, SUGAR, WATER, OREO COOKIE PIECES, UNBLEACHED ENRICHED FLOUR, WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE (VITAMIN B1), RIBOFLAVIN (VITAMIN B2), FOLIC ACID, SUGAR, AND/OR PALM OIL, AND/OR CANOLA OIL, COCOA PROCESSED WITH ALKALI, INVERT SUGAR, LEAVENING, AND/OR BAKING SODA, AND/OR CALCIUM PHOSPHATE, SOYBEAN LECITHIN, SALT, CHOCOLATE, NATURAL FLAVOR, COCONUT OIL, CORN SYRUP, PEA PROTEIN, VEGETABLE GUMS, CAROB BEAN, GUAR, MONO AND DIGLYCERIDES, NATURAL FLAVOR (COCONUT)",breyers
51_breyers,Coffee,,"Enjoy Breyers® Coffee by the scoop and brew up good times! This delicious treat is made with fresh cream and rich, roasted Colombian coffee. Smooth and creamy, it’s a coffee lovers dream come true.

Part of what makes Breyers® Coffee so good is the high quality ingredients that we put into it! Through our partnership with American farmers we use 100% Grade A milk and cream from cows not treated with artificial growth hormones*. We start with ingredients like fresh cream, sugar, and milk, colors and flavors from natural sources, and 100% sustainably farmed fruit and vanilla.

Try Breyers® Coffee and let us know what you think at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows. Enjoy Breyers® Coffee by the scoop and brew up good times! This frozen treat is made with fresh cream and rich, roasted Colombian coffee.",2.4,52,"MILK, CORN SYRUP, SUGAR, CREAM, COFFEE EXTRACT, WHEY, VEGETABLE GUMS, CAROB BEAN, TARA, GUAR, MONO AND DIGLYCERIDES, NATURAL FLAVOR, VITAMIN A PALMITATE, ANNATTO (FOR COLOR)",breyers
52_breyers,Vanilla Chocolate,,"Breyers® Natural Vanilla ice cream and Breyers® Chocolate ice cream, together in one tub? It’s the best of both worlds! No need to choose your favorite dessert, when you can have both in one scoop.

It’s the simplicity of Natural Vanilla made with real Madagascar vanilla bean specks and Chocolate made with real cocoa. We believe that it’s the quality of our ingredients that makes great tasting ice cream. Just like William Breyer who, in 1866, started his ice cream operation in Philadelphia, we today also follow a commitment to high quality ingredients. More than 150 years later and we are still making your favorite Natural Vanilla and Chocolate with high quality ingredients.

Breyers® Vanilla Chocolate is also made with Non-GMO sourced ingredients. We start with 100% Grade A milk and cream from American cows not treated with artificial growth hormones*. We partner with our farmers all over the U.S. because milk and fresh cream are so important in our ice cream flavors and the taste you love.

Share your love for Breyers® Vanilla Chocolate at or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",4.6,95,"MILK, CREAM, SUGAR, WHEY, DUTCHED COCOA (PROCESSED WITH ALKALI), VEGETABLE GUMS, TARA, CAROB BEAN, NATURAL FLAVOR",breyers
53_breyers,Chocolate Chip,,"Chip out with rich and creamy vanilla Breyers® mixed with rich chocolatey chips! Breyers® Chocolate Chip, for those days when you don’t want something too complicated. The simplicity of vanilla and chocolate, in just the right combination, hits the spot!

Love that vanilla flavor? Well, its actually 100% sustainably farmed and comes from Madagascar. It’s even certified by Rainforest Alliance, so you can know that you’re doing a little bit of good for those farmers, with every bowl. Our vanilla is not the only special part of Breyers® Chocolate Chip. We partner with American farmers for 100% Grade A milk and cream from cows not treated with artificial growth hormones*. We believe that the quality of our ingredients makes delicious desserts.

Try Breyers® Chocolate Chip yourself and leave us a review on ! Or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.8,30,"SKIM MILK, CORN SYRUP, SUGAR, FRUCTOSE, COCONUT OIL, DUTCHED COCOA (PROCESSED WITH ALKALI), CREAM, WHEY, MONO AND DIGLYCERIDES, VEGETABLE GUMS, GUAR, CAROB BEAN, MILK FAT, VANILLA BEANS, NATURAL FLAVOR, SOY LECITHIN",breyers
54_breyers,Extra Creamy Chocolate,,"Breyers® Extra Creamy Chocolate is our creamiest chocolate. Fresh cream and real cocoa come together to make your favorite treat creamier than ever before! Add it to Brownie Bowl Sundaes, Hot Fudge Sundaes, or blend it into a Creamy Chocolate Mojito Shake. Extra Creamy Chocolate makes them all extra dreamy.

Part of our secret, is the quality of the milk and cream that we use to make our ice cream desserts! We start with 100% Grade A milk and cream from American cows not treated with artificial growth hormones*. We partner with our farmers all over the U.S. because milk and fresh cream are so important in our ice cream flavors and the taste you love.

Try Breyers® Extra Creamy Chocolate yourself and see if you can scoop up some smiles in your family. Want to give your dessert a twist? Check out our recipes at for fun and easy ideas! Or follow us @Breyers on Instagram!

*The FDA states that no significant difference has been shown between dairy derived from rBST-treated and non-rBST-treated cows.",3.1,13,"MILK, SUGAR, CORN SYRUP, CREAM, DUTCHED COCOA (PROCESSED WITH ALKALI), WHEY, VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, MONO AND DIGLYCERIDES, VITAMIN A PALMITATE, NATURAL FLAVOR",breyers
55_breyers,Black Raspberry Chocolate,,"Mouth-watering black raspberry swirls and rich chocolatey chips come together to make Breyers® Black Raspberry Chocolate a luscious treat. Raspberries and chocolate go hand in hand, so our Black Raspberry Chocolate frozen dessert is a must to try.

Though deliciously pink, our products are made with only colors and flavors from natural sources*. We start with ingredients like fresh cream, sugar, and milk to make Black Raspberry Chocolate extra special. Breyers® Black Raspberry Chocolate combines fruit and chocolate in the best way!",4.4,38,"MILK, SUGAR, CORN SYRUP, CREAM, BLACK RASPBERRY PUREE, RASPBERRY PUREE, COCONUT OIL, WHEY, DUTCHED COCOA (PROCESSED WITH ALKALI), WATER, FRUIT AND VEGETABLE JUICE (FOR COLOR), VEGETABLE GUMS, CAROB BEAN, GUAR, TARA, NATURAL FLAVOR, CITRIC ACID, MONO AND DIGLYCERIDES, PECTIN, SOY LECITHIN, VITAMIN A PALMITATE",breyers
