date,EUR,CNY,JPY,GBP,THB
2012-04-20,0.7580351728,6.3030624621,81.723771983,0.6206412978,30.8876591874
2012-04-23,0.7615566217,6.3046226487,81.113395781,0.6218871373,30.9999238443
2012-04-24,0.7598206823,6.3049160398,81.2020363194,0.6195577844,30.9596535218
2012-04-25,0.7572315614,6.3053914887,81.2888081175,0.6204755414,30.9397243677
2012-04-26,0.7567158532,6.2859629209,80.938327658,0.6177828226,30.8800605373
2012-04-27,0.7559150352,6.2892130924,80.6939300023,0.6162975282,30.7801043163
2012-04-30,0.7567731194,6.2794006357,80.1044346905,0.6152187074,30.7401241108
2012-05-02,0.7615566217,6.2749980961,80.1995278349,0.6184220547,30.869697662
2012-05-03,0.7620208794,6.2846147984,80.385582565,0.6181894384,30.9197592014
2012-05-04,0.7614986293,6.306122449,80.2695705148,0.6182988121,30.9396893086
2012-05-07,0.7672830507,6.290493363,79.9432210542,0.6187907619,30.9997698151
2012-05-08,0.7677543186,6.2932053743,79.8541266795,0.6191554702,31.0003838772
2012-05-09,0.7722007722,6.3108880309,79.528957529,0.6215830116,31.1096525097
2012-05-10,0.7715454054,6.3143275982,79.7083558367,0.6186251061,31.1202839287
2012-05-11,0.7725587145,6.3103368356,79.9443757726,0.6205964153,31.1696538937
2012-05-14,0.7774236181,6.3223975744,79.7947601648,0.6219388945,31.3402783177
2012-05-15,0.7786342755,6.3190843261,79.9268083781,0.6229852838,31.3299073425
2012-05-16,0.7850525985,6.3217930601,80.4914429267,0.6274532894,31.4397864657
2012-05-17,0.788519161,6.325185302,80.2475950166,0.6314461441,31.4098722599
2012-05-18,0.7861017216,6.3253675026,79.3569687918,0.6321830045,31.3300841129
2012-05-21,0.7843137255,6.3218823529,79.262745098,0.6333333333,31.3403921569
2012-05-22,0.7832080201,6.3160244361,79.8793859649,0.6333803258,31.3800125313
2012-05-23,0.7899518129,6.3300418674,79.4612528636,0.6354372383,31.5103878663
2012-05-24,0.7963685594,6.3344747949,79.4377637971,0.6378513976,31.5799952218
2012-05-25,0.7970667942,6.3342898135,79.5472660609,0.6378925554,31.6897816037
2012-05-28,0.7957981856,6.3313703645,79.3808690116,0.6367181283,31.6098997294
2012-05-29,0.7985307035,6.3324283319,79.5655992973,0.6383454444,31.7296175038
2012-05-30,0.8039877794,6.3450715549,79.096317736,0.641381251,31.8596237337
2012-05-31,0.8062565508,6.3685398694,78.7390147545,0.644924615,31.8600338628
2012-06-01,0.8115565655,6.3695828599,78.1123194287,0.6533030352,31.8998539198
2012-06-04,0.8040524242,6.3639945324,78.121733537,0.6500361824,31.5397603924
2012-06-05,0.8045699574,6.3684125835,78.244428353,0.651741894,31.6195993242
2012-06-06,0.8009611534,6.363876652,79.1509811774,0.645814978,31.4697637165
2012-06-07,0.7939658595,6.3637951568,79.4601032156,0.642000794,31.479952362
2012-06-08,0.8020532563,6.3752005133,79.3230670517,0.6480189285,31.7003529034
2012-06-11,0.7971938776,6.3459821429,79.4005102041,0.6438934949,31.6398278061
2012-06-12,0.8005123279,6.3715978226,79.5709253923,0.6434918348,31.669868716
2012-06-13,0.7978299027,6.3507260252,79.6234242859,0.6432902505,31.5701292484
2012-06-14,0.796749263,6.3270655725,79.2845191618,0.6447295036,31.5401163254
2012-06-15,0.7939028263,6.3717053033,78.7869164814,0.6445697047,31.4798348682
2012-06-18,0.7925186242,6.3585354256,79.0537327627,0.6387700111,31.4701220479
2012-06-19,0.7924558206,6.3557334179,78.9048260559,0.6380854267,31.3701561138
2012-06-20,0.7871536524,6.3609099496,78.9042821159,0.6344458438,31.5003148615
2012-06-21,0.7892659826,6.3648776638,80.0789265983,0.6368981847,31.7103393844
2012-06-22,0.7975117633,6.3648616317,80.2934843289,0.64135896,31.7712736263
2012-06-25,0.800768738,6.3633087764,79.7325432415,0.6428971813,31.8898142217
2012-06-26,0.8016032064,6.3636873747,79.3346693387,0.6409619238,31.8300601202
2012-06-27,0.8014104824,6.3575893573,79.7323288989,0.6410482449,31.8696906556
2012-06-28,0.8052826542,6.3584313094,79.4008697053,0.6433000483,31.8803349976
2012-06-29,0.7942811755,6.3551231136,79.5313741064,0.6408260524,31.6703733122
2012-07-02,0.7940919558,6.3486063686,79.8141824823,0.6385293417,31.6199475899
2012-07-03,0.7952286282,6.3525248509,79.7296222664,0.6383697813,31.4600397614
2012-07-04,0.7961783439,6.3476910828,79.8407643312,0.6394904459,31.4753184713
2012-07-05,0.8047642041,6.3569934009,79.7843231933,0.6425237405,31.5403186866
2012-07-06,0.8079502303,6.3655166842,79.8820392664,0.6435323584,31.6215561121
2012-07-09,0.8134710811,6.3724070609,79.5656064427,0.64557065,31.7603514195
2012-07-10,0.814000814,6.3667073667,79.479039479,0.6447700448,31.6402116402
2012-07-11,0.8156606852,6.3481239804,79.233278956,0.642862969,31.6998368679
2012-07-12,0.8211528987,6.3737066842,79.3480045985,0.6475611759,31.8196748235
2012-07-13,0.8206811654,6.3889208043,79.2778005745,0.6462864177,31.6454657366
2012-07-16,0.8212203334,6.3798144042,79.0424570912,0.6441652295,31.6416194465
2012-07-17,0.8142659393,6.3742366257,79.0977933393,0.6401351681,31.5796759222
2012-07-18,0.8173941475,6.370524767,78.9847964689,0.6408370116,31.7099885565
2012-07-19,0.8138683161,6.3739724913,78.5464311874,0.6372588915,31.6000651095
2012-07-20,0.8196721311,6.375,78.5737704918,0.6379918033,31.7
2012-07-23,0.8261049153,6.3860388269,78.2486575795,0.644196613,31.7802560925
2012-07-24,0.8271982794,6.3858879974,78.2777731822,0.6439738605,31.7900570767
2012-07-25,0.8241305423,6.3884951376,78.2676776001,0.6454590407,31.6902917422
2012-07-26,0.8156606852,6.3852365416,78.132137031,0.6384991843,31.5897226754
2012-07-27,0.8118860112,6.3806933507,78.1765040188,0.6356661525,31.5304051311
2012-07-30,0.8165931733,6.3794708476,78.2132941369,0.6368201862,31.5801077903
2012-07-31,0.8140670791,6.3616900033,78.1748616086,0.6381878867,31.4799739499
2012-08-01,0.813140348,6.3686778338,78.2241014799,0.6403480241,31.4896731176
2012-08-02,0.8099789405,6.3674064474,78.2763648145,0.6402073546,31.5098007452
2012-08-03,0.8166598612,6.3724785627,78.2768476929,0.6430788077,31.5696202532
2012-08-06,0.8078196946,6.3740205186,78.3504321835,0.6422166572,31.4799256806
2012-08-07,0.8041170794,6.3665969765,78.4657446124,0.6379864908,31.4803795433
2012-08-08,0.8106355383,6.3613002594,78.3722438392,0.6394293126,31.5199416342
2012-08-09,0.8129420372,6.3593203805,78.4732948541,0.6398666775,31.5096333631
2012-08-10,0.8155276464,6.3602185614,78.3885173707,0.6410862828,31.4703963464
2012-08-13,0.8104384472,6.3626712051,78.296458384,0.6371261853,31.4198881595
2012-08-14,0.8095854922,6.3588892487,78.643134715,0.6363341969,31.4200129534
2012-08-15,0.8145975888,6.3623330075,78.999674161,0.637504073,31.5599543825
2012-08-16,0.8143985667,6.3663164753,79.3061324212,0.6368189592,31.5603876537
2012-08-17,0.8105698306,6.3585150361,79.411526303,0.6364189025,31.5198184324
2012-08-20,0.8130081301,6.3605691057,79.5284552846,0.6369512195,31.5211382114
2012-08-21,0.8046346958,6.3578210492,79.5059542967,0.6343337625,31.4499517219
2012-08-22,0.8033419023,6.351783419,79.2496786632,0.6329129177,31.3801413882
2012-08-23,0.7966857871,6.3543658381,78.6169534736,0.6302581262,31.2197259401
2012-08-24,0.7995522507,6.3558007516,78.4840489326,0.6313264572,31.2297113616
2012-08-27,0.798084597,6.3580207502,78.7789305666,0.632434158,31.2498004789
2012-08-28,0.7969397514,6.3531240038,78.5702900861,0.6333280204,31.3101689512
2012-08-29,0.7971303308,6.3528098844,78.6209645277,0.6311677959,31.3399760861
2012-08-30,0.7971938776,6.3495695153,78.6272321429,0.6306600765,31.379942602
2012-08-31,0.7929585283,6.348584569,78.4711759575,0.6306002696,31.3297914519
2012-09-03,0.7956715468,6.3403882877,78.3179503501,0.6295353278,31.2301082113
2012-09-04,0.7949757532,6.3473249066,78.3687097544,0.6297002941,31.1996184116
2012-09-05,0.7950389569,6.3491811099,78.4464938782,0.6283590396,31.2696772142
2012-09-06,0.7912644406,6.3441209052,78.6200348156,0.62794746,31.2296249407
2012-09-07,0.7870297497,6.3437745947,78.9076027074,0.6270266016,31.2002203683
2012-09-10,0.7827175955,6.3376643707,78.2561051972,0.6259392611,31.0903256105
2012-09-11,0.7820442637,6.3358098068,77.9698130914,0.6239149136,31.0800031282
2012-09-12,0.7754342432,6.3269230769,77.892369727,0.6216656328,30.9599875931
2012-09-13,0.7745933385,6.3309837335,77.645236251,0.6207978311,31.0201394268
2012-09-14,0.7636502482,6.3150820924,78.0756013746,0.6166093929,30.7598319969
2012-09-17,0.7641754547,6.3231697998,78.4120434052,0.6166513832,30.810025982
2012-09-18,0.7660487207,6.3195955263,78.6272406925,0.6155201471,30.8801899801
2012-09-19,0.7691124442,6.3097984925,78.7417320412,0.617366559,30.8298723273
2012-09-20,0.7719623282,6.3044619423,78.130307241,0.6177010962,30.8970202254
2012-09-21,0.7699414844,6.3054357869,78.2106559901,0.6149522636,30.8099784416
2012-09-24,0.7742335088,6.3093062868,78.0349953546,0.6169092598,30.9298544441
2012-09-25,0.7732755954,6.3072997216,77.7683266316,0.6159140118,30.9302505413
2012-09-26,0.7785130401,6.3029194239,77.7111716621,0.6188400156,30.990268587
2012-09-27,0.77675936,6.303402206,77.6604008078,0.6166692559,30.9701724406
2012-09-28,0.7733952049,6.2846867749,77.6256767208,0.6172080433,30.7896365043
2012-10-01,0.7765783956,6.2845383241,77.9840024851,0.6199425332,30.7897802283
2012-10-02,0.7733952049,6.3247486466,78.128383604,0.6191802011,30.6496519722
2012-10-03,0.7749535028,6.3319125852,78.3477991321,0.6206215127,30.6602603844
2012-10-04,0.7721411474,6.338506679,78.6657400973,0.6207628755,30.5899158366
2012-10-05,0.7691124442,6.324103984,78.4648515613,0.6177895708,30.5499153976
2012-10-08,0.7717240315,6.2893965118,78.2914029943,0.6238617071,30.7030405927
2012-10-09,0.7720219254,6.2892766155,78.2444221416,0.6237165135,30.6500424612
2012-10-10,0.7758553806,6.3007215455,78.3148421134,0.6245247886,30.7099076732
2012-10-11,0.7741136399,6.2769778603,78.3867471745,0.6233550085,30.7098622078
2012-10-12,0.7710100231,6.265767155,78.4117193524,0.6218195837,30.6399383192
2012-10-15,0.7709505821,6.2692159433,78.7140544291,0.6225040475,30.6699560558
