% Country: Thailand
% City: Bangkok
% City (ASCII): Bangkok
% Region: Bangkok
% Region (ASCII): Bangkok
% Population: 5104476
% Latitude: 13.754
% Longitude: 100.5014
% Time Zone: Asia/Bangkok
% Year, Month, Day, UTC Hour, PM2.5, PM10_mask, Retrospective
2016	3	3	8	62.9	1.00	0
2016	3	3	9	62.9	1.00	0
2016	3	3	10	55.5	1.00	0
2016	3	3	11	55.5	1.00	0
2016	3	3	12	47.9	1.00	0
2016	3	3	13	43.6	1.00	0
2016	3	3	14	28.6	1.00	0
2016	3	3	15	33.6	1.00	0
2016	3	3	16	34.8	1.00	0
2016	3	3	17	31.3	1.00	0
2016	3	3	19	42.1	1.00	0
2016	3	3	20	38.6	1.00	0
2016	3	3	21	45.5	1.00	0
2016	3	3	22	49.9	1.00	0
2016	3	3	23	44.1	1.00	0
2016	3	4	0	42.1	1.00	0
2016	3	4	1	43.1	1.00	0
2016	3	4	2	44.8	1.00	0
2016	3	4	3	37.5	1.00	0
2016	3	4	4	39.6	1.00	0
2016	3	4	5	46.0	1.00	0
2016	3	4	6	43.8	1.00	0
2016	3	4	7	36.6	1.00	0
2016	3	4	8	34.2	1.00	0
2016	3	4	9	35.0	1.00	0
2016	3	4	10	30.0	1.00	0
2016	3	4	11	25.6	1.00	0
2016	3	4	12	32.1	1.00	0
2016	3	4	13	24.4	1.00	0
2016	3	4	14	32.8	1.00	0
2016	3	4	15	32.9	1.00	0
2016	3	4	16	30.7	1.00	0
2016	3	4	17	29.2	1.00	0
2016	3	4	18	28.1	1.00	0
2016	3	4	19	33.3	1.00	0
2016	3	4	20	33.3	1.00	0
2016	3	4	21	33.3	1.00	0
2016	3	4	22	33.3	1.00	0
2016	3	4	23	33.3	1.00	0
2016	3	5	0	33.3	1.00	0
2016	3	5	1	33.3	1.00	0
2016	3	5	2	33.3	1.00	0
2016	3	5	3	33.3	1.00	0
2016	3	5	4	33.3	1.00	0
2016	3	5	5	33.3	1.00	0
2016	3	5	6	33.3	1.00	0
2016	3	5	7	33.3	1.00	0
2016	3	5	8	33.3	1.00	0
2016	3	5	9	33.3	1.00	0
2016	3	5	10	33.3	1.00	0
2016	3	5	11	33.3	1.00	0
2016	3	5	12	33.3	1.00	0
2016	3	5	13	33.3	1.00	0
2016	3	5	14	33.3	1.00	0
2016	3	5	15	33.3	1.00	0
2016	3	5	16	33.3	1.00	0
2016	3	5	17	33.8	1.00	0
2016	3	5	18	20.0	1.00	0
2016	3	5	19	24.3	1.00	0
2016	3	5	20	26.3	1.00	0
2016	3	5	21	25.9	1.00	0
2016	3	5	22	25.5	1.00	0
2016	3	5	23	28.9	1.00	0
2016	3	6	0	24.0	1.00	0
2016	3	6	1	24.1	1.00	0
2016	3	6	2	25.2	1.00	0
2016	3	6	3	23.8	1.00	0
2016	3	6	4	27.1	1.00	0
2016	3	6	5	41.9	1.00	0
2016	3	6	6	41.0	1.00	0
2016	3	6	7	39.5	1.00	0
2016	3	6	8	35.3	1.00	0
2016	3	6	9	34.1	1.00	0
2016	3	6	10	30.9	1.00	0
2016	3	6	11	27.6	1.00	0
2016	3	6	12	26.7	1.00	0
2016	3	6	13	28.2	1.00	0
2016	3	6	14	27.0	1.00	0
2016	3	6	15	27.5	1.00	0
2016	3	6	16	27.2	1.00	0
2016	3	6	17	26.8	1.00	0
2016	3	6	18	30.1	1.00	0
