unid,wbid,country,year,ses,class,gdppc,yrseduc,region5,regionUN
328,GUY,Guyana,1970,65.87837982,Middle(semi-per),4948,5.650899887,L America,South America
328,GUY,Guyana,1980,63.85135269,Middle(semi-per),5935,6.03760004,L America,South America
328,GUY,Guyana,1990,40.87837982,Middle(semi-per),2837.362061,7.069300175,L America,South America
328,GUY,Guyana,2000,46.62162018,Middle(semi-per),4512.708008,8.094200134,L America,South America
328,GUY,Guyana,2010,44.59459305,Middle(semi-per),5835.810059,8.962599754,L America,South America
340,HND,Honduras,1880,44.93243408,Middle(semi-per),583.333313,1.070000052,L America,Central America
340,HND,Honduras,1890,51.68918991,Middle(semi-per),680.666687,1.269999981,L America,Central America
340,HND,Honduras,1900,54.7297287,Middle(semi-per),778,1.470000029,L America,Central America
340,HND,Honduras,1910,54.05405426,Middle(semi-per),978,1.679999948,L America,Central America
340,HND,Honduras,1920,58.44594574,Middle(semi-per),1274,1.730000019,L America,Central America
340,HND,Honduras,1930,56.75675583,Middle(semi-per),1563,1.799999952,L America,Central America
340,HND,Honduras,1940,43.24324417,Middle(semi-per),1160,1.789999962,L America,Central America
340,HND,Honduras,1950,38.51351166,Middle(semi-per),1313,1.700000048,L America,Central America
340,HND,Honduras,1960,35.81081009,Middle(semi-per),1398,1.959499955,L America,Central America
340,HND,Honduras,1970,31.08108139,Low(periphery),1556,2.368999958,L America,Central America
340,HND,Honduras,1980,30.74324417,Low(periphery),2062,2.681900024,L America,Central America
340,HND,Honduras,1990,32.43243408,Low(periphery),3171.671387,5.010000229,L America,Central America
340,HND,Honduras,2000,33.10810852,Low(periphery),3328.510498,6.195499897,L America,Central America
340,HND,Honduras,2010,32.43243408,Low(periphery),3971.183105,7.48789978,L America,Central America
348,HUN,Hungary,1880,81.41892242,High(core),1282.5,2.140000105,SE Europe,East Europe
348,HUN,Hungary,1890,82.09459686,High(core),1473,2.700000048,SE Europe,East Europe
348,HUN,Hungary,1900,82.43243408,High(core),1682,3.309999943,SE Europe,East Europe
348,HUN,Hungary,1910,83.10810852,High(core),2000,3.819999933,SE Europe,East Europe
348,HUN,Hungary,1920,78.71621704,High(core),1709,4.179999828,SE Europe,East Europe
348,HUN,Hungary,1930,79.39189148,High(core),2404,4.059999943,SE Europe,East Europe
348,HUN,Hungary,1940,79.39189148,High(core),2626,4.789999962,SE Europe,East Europe
348,HUN,Hungary,1950,75.33783722,High(core),2480,5.519999981,SE Europe,East Europe
348,HUN,Hungary,1960,80.06756592,High(core),3649,7.439499855,SE Europe,East Europe
348,HUN,Hungary,1970,77.70270538,High(core),5028,8.102100372,SE Europe,East Europe
348,HUN,Hungary,1980,78.0405426,High(core),6306,8.586999893,SE Europe,East Europe
348,HUN,Hungary,1990,65.20270538,Middle(semi-per),6459,8.76210022,SE Europe,East Europe
348,HUN,Hungary,2000,84.12162018,High(core),17855.04297,11.20059967,SE Europe,East Europe
348,HUN,Hungary,2010,82.09459686,High(core),22277.37305,11.65079975,SE Europe,East Europe
356,IND,India,1880,14.18918896,Low(periphery),545.8571167,0.039999999,Asia,South Asia
356,IND,India,1890,15.20270252,Low(periphery),584,0.07,Asia,South Asia
356,IND,India,1900,6.081080914,Low(periphery),599,0.170000002,Asia,South Asia
356,IND,India,1910,21.28378296,Low(periphery),697,0.280000001,Asia,South Asia
356,IND,India,1920,9.797297478,Low(periphery),635,0.379999995,Asia,South Asia
356,IND,India,1930,13.51351357,Low(periphery),726,0.529999971,Asia,South Asia
356,IND,India,1940,14.18918896,Low(periphery),686,0.689999998,Asia,South Asia
356,IND,India,1950,17.90540504,Low(periphery),619,0.860000014,Asia,South Asia
356,IND,India,1960,20.27026939,Low(periphery),753,1.110599995,Asia,South Asia
356,IND,India,1970,18.58108139,Low(periphery),868,1.573500037,Asia,South Asia
356,IND,India,1980,17.22973061,Low(periphery),938,1.97239995,Asia,South Asia
356,IND,India,1990,19.59459496,Low(periphery),1754.8573,3.444200039,Asia,South Asia
356,IND,India,2000,21.62162209,Low(periphery),2495.046631,4.201399803,Asia,South Asia
356,IND,India,2010,23.64864922,Low(periphery),4404.696777,5.129700184,Asia,South Asia
360,IDN,Indonesia,1880,45.2702713,Middle(semi-per),601,0.74000001,Asia,Southeast Asia
360,IDN,Indonesia,1890,35.13513565,Middle(semi-per),612,0.74000001,Asia,Southeast Asia
360,IDN,Indonesia,1900,37.5,Middle(semi-per),704,0.75,Asia,Southeast Asia
360,IDN,Indonesia,1910,36.48648834,Middle(semi-per),803,0.769999981,Asia,Southeast Asia
360,IDN,Indonesia,1920,36.14864731,Middle(semi-per),923,0.810000002,Asia,Southeast Asia
360,IDN,Indonesia,1930,37.83783722,Middle(semi-per),1141,0.899999976,Asia,Southeast Asia
360,IDN,Indonesia,1940,35.47297287,Middle(semi-per),1165,1.049999952,Asia,Southeast Asia
360,IDN,Indonesia,1950,26.35135078,Low(periphery),803,1.210000038,Asia,Southeast Asia
360,IDN,Indonesia,1960,29.05405426,Low(periphery),1012,1.567800045,Asia,Southeast Asia
360,IDN,Indonesia,1970,29.72973061,Low(periphery),1181,2.84829998,Asia,Southeast Asia
360,IDN,Indonesia,1980,31.75675583,Low(periphery),1870,3.205699921,Asia,Southeast Asia
360,IDN,Indonesia,1990,32.43243408,Low(periphery),4625.377441,4.248400211,Asia,Southeast Asia
360,IDN,Indonesia,2000,34.12162018,Middle(semi-per),5805.808594,5.232200146,Asia,Southeast Asia
360,IDN,Indonesia,2010,36.14864731,Middle(semi-per),8433.49707,6.242000103,Asia,Southeast Asia
36,AUS,Australia,1880,94.59459686,High(core),4285,3.349999905,NW Europe,Offshoots
36,AUS,Australia,1890,97.29729462,High(core),4458,5.28000021,NW Europe,Offshoots
36,AUS,Australia,1900,97.29729462,High(core),4013,6.25,NW Europe,Offshoots
36,AUS,Australia,1910,98.3108139,High(core),5210,7.059999943,NW Europe,Offshoots
36,AUS,Australia,1920,97.97297668,High(core),4766,7.710000038,NW Europe,Offshoots
36,AUS,Australia,1930,96.28378296,High(core),4708,8.390000343,NW Europe,Offshoots
36,AUS,Australia,1940,96.9594574,High(core),6166,8.569999695,NW Europe,Offshoots
36,AUS,Australia,1950,96.9594574,High(core),7412,8.75,NW Europe,Offshoots
36,AUS,Australia,1960,96.62162018,High(core),8791,9.295800209,NW Europe,Offshoots
36,AUS,Australia,1970,96.62162018,High(core),12024,10.15610027,NW Europe,Offshoots
36,AUS,Australia,1980,95.60810852,High(core),14412,10.85700035,NW Europe,Offshoots
36,AUS,Australia,1990,91.89189148,High(core),28582.70703,11.60210037,NW Europe,Offshoots
36,AUS,Australia,2000,91.89189148,High(core),35281.39453,11.77110004,NW Europe,Offshoots
36,AUS,Australia,2010,92.90540314,High(core),41384.92188,12.11859989,NW Europe,Offshoots
364,IRN,Iran,1880,38.17567444,Middle(semi-per),784.3488159,0.25999999,Asia,South Asia
364,IRN,Iran,1890,38.17567444,Middle(semi-per),849.6976929,0.270000011,Asia,South Asia
364,IRN,Iran,1900,37.83783722,Middle(semi-per),915.0465088,0.289999992,Asia,South Asia
364,IRN,Iran,1910,35.81081009,Middle(semi-per),980.3953247,0.300000012,Asia,South Asia
364,IRN,Iran,1920,31.75675583,Low(periphery),1136.216187,0.310000002,Asia,South Asia
364,IRN,Iran,1930,31.08108139,Low(periphery),1330.810791,0.310000002,Asia,South Asia
364,IRN,Iran,1940,31.41891861,Low(periphery),1525.405396,0.330000013,Asia,South Asia
364,IRN,Iran,1950,31.41891861,Low(periphery),1720,0.449999988,Asia,South Asia
364,IRN,Iran,1960,33.44594574,Middle(semi-per),2156,0.9199,Asia,South Asia
364,IRN,Iran,1970,43.24324417,Middle(semi-per),4189,2.040299892,Asia,South Asia
364,IRN,Iran,1980,39.86486435,Middle(semi-per),3974,2.655100107,Asia,South Asia
364,IRN,Iran,1990,48.31081009,Middle(semi-per),10163.36523,4.84829998,Asia,South Asia
364,IRN,Iran,2000,55.06756592,Middle(semi-per),11853.94531,7.143899918,Asia,South Asia
364,IRN,Iran,2010,58.10810852,Middle(semi-per),17443.63477,8.585900307,Asia,South Asia
368,IRQ,Iraq,1880,29.39189148,Low(periphery),784.3488159,0.039999999,Asia,West Asia
368,IRQ,Iraq,1890,29.39189148,Low(periphery),849.6976929,0.039999999,Asia,West Asia
368,IRQ,Iraq,1900,29.39189148,Low(periphery),915.0465088,0.039999999,Asia,West Asia
368,IRQ,Iraq,1910,27.70270348,Low(periphery),980.3953247,0.039999999,Asia,West Asia
368,IRQ,Iraq,1920,23.31081009,Low(periphery),1068.864868,0.039999999,Asia,West Asia
368,IRQ,Iraq,1930,23.31081009,Low(periphery),1167.243286,0.039999999,Asia,West Asia
368,IRQ,Iraq,1940,24.32432365,Low(periphery),1265.621582,0.039999999,Asia,West Asia
368,IRQ,Iraq,1950,21.28378296,Low(periphery),1364,0.090000004,Asia,West Asia
368,IRQ,Iraq,1960,32.43243408,Low(periphery),2735,0.524399996,Asia,West Asia
368,IRQ,Iraq,1970,35.13513565,Middle(semi-per),3473,1.377599955,Asia,West Asia
368,IRQ,Iraq,1980,43.58108139,Middle(semi-per),6377,1.863700032,Asia,West Asia
368,IRQ,Iraq,1990,49.32432556,Middle(semi-per),11521.73047,4.368400097,Asia,West Asia
368,IRQ,Iraq,2000,44.25675583,Middle(semi-per),12176.81445,5.184100151,Asia,West Asia
368,IRQ,Iraq,2010,39.18918991,Middle(semi-per),12717.59766,5.846399784,Asia,West Asia
372,IRL,Ireland,1880,89.52702332,High(core),1998.488403,2.619999886,NW Europe,North Europe
372,IRL,Ireland,1890,89.1891861,High(core),2221.976807,3.329999924,NW Europe,North Europe
372,IRL,Ireland,1900,89.52702332,High(core),2445.465088,4.21999979,NW Europe,North Europe
372,IRL,Ireland,1910,87.16216278,High(core),2668.953369,5.070000172,NW Europe,North Europe
372,IRL,Ireland,1920,87.83783722,High(core),2558.375,5.880000114,NW Europe,North Europe
372,IRL,Ireland,1930,86.82432556,High(core),2897,6.139999866,NW Europe,North Europe
372,IRL,Ireland,1940,85.13513184,High(core),3052,6.269999981,NW Europe,North Europe
372,IRL,Ireland,1950,83.78378296,High(core),3453,6.400000095,NW Europe,North Europe
372,IRL,Ireland,1960,87.83783722,High(core),4282,7.995800018,NW Europe,North Europe
372,IRL,Ireland,1970,86.14865112,High(core),6199,8.757200241,NW Europe,North Europe
372,IRL,Ireland,1980,85.8108139,High(core),8541,9.347499847,NW Europe,North Europe
372,IRL,Ireland,1990,88.51351166,High(core),22116.97852,10.58170033,NW Europe,North Europe
372,IRL,Ireland,2000,90.20270538,High(core),40815.02344,10.87320042,NW Europe,North Europe
372,IRL,Ireland,2010,92.56756592,High(core),45661.46875,11.64000034,NW Europe,North Europe
380,ITA,Italy,1880,75.33783722,High(core),1581,1.330000043,SE Europe,South Europe
380,ITA,Italy,1890,77.36486816,High(core),1667,1.870000005,SE Europe,South Europe
380,ITA,Italy,1900,77.70270538,High(core),1785,2.380000114,SE Europe,South Europe
380,ITA,Italy,1910,79.7297287,High(core),2332,2.839999914,SE Europe,South Europe
380,ITA,Italy,1920,81.41892242,High(core),2587,3.359999895,SE Europe,South Europe
380,ITA,Italy,1930,81.08107758,High(core),2918,3.940000057,SE Europe,South Europe
380,ITA,Italy,1940,79.39189148,High(core),3505,4.239999771,SE Europe,South Europe
380,ITA,Italy,1950,77.02702332,High(core),3502,4.550000191,SE Europe,South Europe
380,ITA,Italy,1960,78.37837982,High(core),5916,4.8604002,SE Europe,South Europe
380,ITA,Italy,1970,77.02702332,High(core),9719,5.636000156,SE Europe,South Europe
380,ITA,Italy,1980,77.02702332,High(core),13149,6.125800133,SE Europe,South Europe
380,ITA,Italy,1990,77.36486816,High(core),31141.90234,7.71780014,SE Europe,South Europe
380,ITA,Italy,2000,74.66216278,High(core),36535.82031,8.786399841,SE Europe,South Europe
380,ITA,Italy,2010,73.3108139,High(core),36201.16016,9.509599686,SE Europe,South Europe
384,CIV,C?te d'Ivoire,1880,16.21621704,Low(periphery),533.666687,0.129999995,Africa,West Africa
384,CIV,C?te d'Ivoire,1890,7.094594479,Low(periphery),567.333313,0.129999995,Africa,West Africa
384,CIV,C?te d'Ivoire,1900,7.094594479,Low(periphery),601,0.129999995,Africa,West Africa
384,CIV,C?te d'Ivoire,1910,10.81081104,Low(periphery),628.6923218,0.129999995,Africa,West Africa
384,CIV,C?te d'Ivoire,1920,8.783783913,Low(periphery),682.6296387,0.129999995,Africa,West Africa
384,CIV,C?te d'Ivoire,1930,6.418919086,Low(periphery),747.8148193,0.150000006,Africa,West Africa
384,CIV,C?te d'Ivoire,1940,13.17567539,Low(periphery),813,0.180000007,Africa,West Africa
384,CIV,C?te d'Ivoire,1950,17.56756783,Low(periphery),1041,0.209999993,Africa,West Africa
384,CIV,C?te d'Ivoire,1960,24.66216278,Low(periphery),1256,0.921199977,Africa,West Africa
384,CIV,C?te d'Ivoire,1970,24.66216278,Low(periphery),1808,1.259600043,Africa,West Africa
384,CIV,C?te d'Ivoire,1980,22.63513565,Low(periphery),2041,1.671900034,Africa,West Africa
384,CIV,C?te d'Ivoire,1990,21.28378296,Low(periphery),3193.758545,2.688999891,Africa,West Africa
384,CIV,C?te d'Ivoire,2000,22.63513565,Low(periphery),2947.606689,3.862299919,Africa,West Africa
384,CIV,C?te d'Ivoire,2010,17.22973061,Low(periphery),2690.258057,4.501200199,Africa,West Africa
388,JAM,Jamaica,1880,43.91891861,Middle(semi-per),551.9767456,1.190000057,L America,Caribbean
388,JAM,Jamaica,1890,48.64864731,Middle(semi-per),568.9534912,1.889999986,L America,Caribbean
388,JAM,Jamaica,1900,38.17567444,Middle(semi-per),585.9302368,2.549999952,L America,Caribbean
388,JAM,Jamaica,1910,40.87837982,Middle(semi-per),602.9069824,3.369999886,L America,Caribbean
388,JAM,Jamaica,1920,54.05405426,Middle(semi-per),709.9199829,3.75,L America,Caribbean
388,JAM,Jamaica,1930,54.39189148,Middle(semi-per),855.5200195,3.819999933,L America,Caribbean
388,JAM,Jamaica,1940,55.74324417,Middle(semi-per),971,4.309999943,L America,Caribbean
388,JAM,Jamaica,1950,56.41891861,Middle(semi-per),1327,4.619999886,L America,Caribbean
388,JAM,Jamaica,1960,56.75675583,Middle(semi-per),2654,3.857300043,L America,Caribbean
388,JAM,Jamaica,1970,58.10810852,Middle(semi-per),3849,4.841599941,L America,Caribbean
388,JAM,Jamaica,1980,51.68918991,Middle(semi-per),3121,5.364799976,L America,Caribbean
388,JAM,Jamaica,1990,55.06756592,Middle(semi-per),7286.1875,7.111400127,L America,Caribbean
388,JAM,Jamaica,2000,60.47297287,Middle(semi-per),7931.738281,9.070699692,L America,Caribbean
388,JAM,Jamaica,2010,56.75675583,Middle(semi-per),7996.512695,9.87349987,L America,Caribbean
392,JPN,Japan,1880,72.29729462,High(core),863,1.940000057,Asia,East Asia
392,JPN,Japan,1890,72.29729462,High(core),1012,2.349999905,Asia,East Asia
392,JPN,Japan,1900,73.3108139,High(core),1180,2.980000019,Asia,East Asia
392,JPN,Japan,1910,74.66216278,High(core),1304,3.660000086,Asia,East Asia
392,JPN,Japan,1920,79.39189148,High(core),1696,4.630000114,Asia,East Asia
392,JPN,Japan,1930,80.40540314,High(core),1850,5.699999809,Asia,East Asia
392,JPN,Japan,1940,85.13513184,High(core),2874,6.579999924,Asia,East Asia
392,JPN,Japan,1950,73.64865112,High(core),1921,7.510000229,Asia,East Asia
392,JPN,Japan,1960,86.82432556,High(core),3986,8.007100105,Asia,East Asia
392,JPN,Japan,1970,89.1891861,High(core),9714,8.198800087,Asia,East Asia
392,JPN,Japan,1980,90.87837982,High(core),13428,8.742899895,Asia,East Asia
392,JPN,Japan,1990,89.52702332,High(core),30447.25781,9.964599609,Asia,East Asia
392,JPN,Japan,2000,86.82432556,High(core),33871.84375,10.9229002,Asia,East Asia
392,JPN,Japan,2010,86.82432556,High(core),35749.76953,11.58199978,Asia,East Asia
40,AUT,Austria,1880,91.55405426,High(core),2079,3.630000114,NW Europe,West Europe
40,AUT,Austria,1890,91.89189148,High(core),2443,4.099999905,NW Europe,West Europe
40,AUT,Austria,1900,91.21621704,High(core),2882,4.730000019,NW Europe,West Europe
40,AUT,Austria,1910,91.55405426,High(core),3290,5.360000134,NW Europe,West Europe
40,AUT,Austria,1920,86.48648834,High(core),2412,5.929999828,NW Europe,West Europe
40,AUT,Austria,1930,88.17567444,High(core),3586,5.849999905,NW Europe,West Europe
40,AUT,Austria,1940,88.51351166,High(core),3959,6.289999962,NW Europe,West Europe
40,AUT,Austria,1950,86.82432556,High(core),3706,6.940000057,NW Europe,West Europe
40,AUT,Austria,1960,73.98648834,High(core),6519,4.053100109,NW Europe,West Europe
40,AUT,Austria,1970,80.06756592,High(core),9747,6.067200184,NW Europe,West Europe
40,AUT,Austria,1980,82.09459686,High(core),13759,6.649799824,NW Europe,West Europe
40,AUT,Austria,1990,78.37837982,High(core),31265.28711,7.899400234,NW Europe,West Europe
40,AUT,Austria,2000,79.05405426,High(core),38812.05078,8.947299957,NW Europe,West Europe
40,AUT,Austria,2010,77.36486816,High(core),43174.97656,9.535300255,NW Europe,West Europe
404,KEN,Kenya,1880,30.40540504,Low(periphery),533.666687,0.899999976,Africa,East Africa
404,KEN,Kenya,1890,27.36486435,Low(periphery),567.333313,0.980000019,Africa,East Africa
404,KEN,Kenya,1900,33.44594574,Middle(semi-per),601,1.059999943,Africa,East Africa
404,KEN,Kenya,1910,33.44594574,Middle(semi-per),628.6923218,1.139999986,Africa,East Africa
404,KEN,Kenya,1920,26.01351357,Low(periphery),682.6296387,1.220000029,Africa,East Africa
404,KEN,Kenya,1930,28.0405407,Low(periphery),747.8148193,1.289999962,Africa,East Africa
404,KEN,Kenya,1940,34.45946121,Middle(semi-per),813,1.379999995,Africa,East Africa
404,KEN,Kenya,1950,25,Low(periphery),651,1.5,Africa,East Africa
404,KEN,Kenya,1960,22.97297287,Low(periphery),726,1.523100019,Africa,East Africa
404,KEN,Kenya,1970,23.31081009,Low(periphery),915,2.174000025,Africa,East Africa
404,KEN,Kenya,1980,24.66216278,Low(periphery),1051,2.869699955,Africa,East Africa
404,KEN,Kenya,1990,31.41891861,Low(periphery),2380.409668,5.595900059,Africa,East Africa
404,KEN,Kenya,2000,30.74324417,Low(periphery),2132.085205,6.623799801,Africa,East Africa
404,KEN,Kenya,2010,27.02702713,Low(periphery),2475.843506,7.304500103,Africa,East Africa
450,MDG,Madagascar,1880,23.98648643,Low(periphery),533.666687,0.50999999,Africa,East Africa
450,MDG,Madagascar,1890,23.64864922,Low(periphery),567.333313,0.560000002,Africa,East Africa
450,MDG,Madagascar,1900,22.29729652,Low(periphery),601,0.610000014,Africa,East Africa
450,MDG,Madagascar,1910,17.56756783,Low(periphery),628.6923218,0.670000017,Africa,East Africa
450,MDG,Madagascar,1920,22.29729652,Low(periphery),682.6296387,0.730000019,Africa,East Africa
450,MDG,Madagascar,1930,30.06756783,Low(periphery),747.8148193,0.870000005,Africa,East Africa
450,MDG,Madagascar,1940,28.0405407,Low(periphery),813,1.059999943,Africa,East Africa
450,MDG,Madagascar,1950,29.39189148,Low(periphery),951,1.269999981,Africa,East Africa
450,MDG,Madagascar,1960,28.37837791,Low(periphery),1125,1.440000057,Africa,East Africa
450,MDG,Madagascar,1970,22.29729652,Low(periphery),1226,1.549999952,Africa,East Africa
450,MDG,Madagascar,1980,20.27026939,Low(periphery),1054,2.069999933,Africa,East Africa
450,MDG,Madagascar,1990,17.56756783,Low(periphery),1653.158936,2.940000057,Africa,East Africa
450,MDG,Madagascar,2000,13.17567539,Low(periphery),1444.029419,3.609999895,Africa,East Africa
450,MDG,Madagascar,2010,8.44594574,Low(periphery),1385.685059,3.960000038,Africa,East Africa
454,MWI,Malawi,1880,23.31081009,Low(periphery),533.666687,0.400000006,Africa,East Africa
454,MWI,Malawi,1890,21.28378296,Low(periphery),567.333313,0.540000021,Africa,East Africa
454,MWI,Malawi,1900,21.28378296,Low(periphery),601,0.689999998,Africa,East Africa
454,MWI,Malawi,1910,23.31081009,Low(periphery),628.6923218,0.829999983,Africa,East Africa
454,MWI,Malawi,1920,23.64864922,Low(periphery),682.6296387,1.139999986,Africa,East Africa
454,MWI,Malawi,1930,31.08108139,Low(periphery),747.8148193,1.49000001,Africa,East Africa
454,MWI,Malawi,1940,37.16216278,Middle(semi-per),813,1.74000001,Africa,East Africa
454,MWI,Malawi,1950,21.28378296,Low(periphery),324,1.940000057,Africa,East Africa
454,MWI,Malawi,1960,11.82432461,Low(periphery),394,1.085000038,Africa,East Africa
454,MWI,Malawi,1970,10.81081104,Low(periphery),447,1.565799952,Africa,East Africa
454,MWI,Malawi,1980,11.48648643,Low(periphery),630,1.863899946,Africa,East Africa
454,MWI,Malawi,1990,8.108108521,Low(periphery),744.1970825,2.892199993,Africa,East Africa
454,MWI,Malawi,2000,9.459459305,Low(periphery),865.9575195,3.477400064,Africa,East Africa
454,MWI,Malawi,2010,9.797297478,Low(periphery),1032.962891,4.700300217,Africa,East Africa
458,MYS,Malaysia,1880,51.35135269,Middle(semi-per),696.6585083,0.790000021,Asia,Southeast Asia
458,MYS,Malaysia,1890,46.62162018,Middle(semi-per),730.3170776,0.800000012,Asia,Southeast Asia
458,MYS,Malaysia,1900,41.55405426,Middle(semi-per),763.9755859,0.850000024,Asia,Southeast Asia
458,MYS,Malaysia,1910,38.85135269,Middle(semi-per),797.6341553,0.879999995,Asia,Southeast Asia
458,MYS,Malaysia,1920,42.90540695,Middle(semi-per),1110,0.970000029,Asia,Southeast Asia
458,MYS,Malaysia,1930,52.70270157,Middle(semi-per),1636,1.100000024,Asia,Southeast Asia
458,MYS,Malaysia,1940,43.91891861,Middle(semi-per),1278,1.399999976,Asia,Southeast Asia
458,MYS,Malaysia,1950,44.93243408,Middle(semi-per),1559,1.980000019,Asia,Southeast Asia
458,MYS,Malaysia,1960,41.89189148,Middle(semi-per),1530,2.838200092,Asia,Southeast Asia
458,MYS,Malaysia,1970,46.62162018,Middle(semi-per),2079,4.166500092,Asia,Southeast Asia
458,MYS,Malaysia,1980,50,Middle(semi-per),3657,4.78429985,Asia,Southeast Asia
458,MYS,Malaysia,1990,61.48648834,Middle(semi-per),10551.59082,6.965799809,Asia,Southeast Asia
458,MYS,Malaysia,2000,71.28378296,High(core),16309.9873,9.085700035,Asia,Southeast Asia
458,MYS,Malaysia,2010,72.97297668,High(core),21107.29297,10.14309978,Asia,Southeast Asia
466,MLI,Mali,1880,9.121622086,Low(periphery),533.666687,0.119999997,Africa,West Africa
466,MLI,Mali,1890,14.52702713,Low(periphery),567.333313,0.129999995,Africa,West Africa
466,MLI,Mali,1900,6.081080914,Low(periphery),601,0.140000001,Africa,West Africa
466,MLI,Mali,1910,14.8648653,Low(periphery),628.6923218,0.159999996,Africa,West Africa
466,MLI,Mali,1920,7.094594479,Low(periphery),682.6296387,0.170000002,Africa,West Africa
466,MLI,Mali,1930,7.770270348,Low(periphery),747.8148193,0.180000007,Africa,West Africa
466,MLI,Mali,1940,16.89189148,Low(periphery),813,0.189999998,Africa,West Africa
466,MLI,Mali,1950,5.405405521,Low(periphery),457,0.200000003,Africa,West Africa
466,MLI,Mali,1960,3.716216326,Low(periphery),534,0.190899998,Africa,West Africa
466,MLI,Mali,1970,2.02702713,Low(periphery),586,0.289299995,Africa,West Africa
466,MLI,Mali,1980,4.05405426,Low(periphery),733,0.446799994,Africa,West Africa
466,MLI,Mali,1990,5.743243217,Low(periphery),1271.794067,0.901000023,Africa,West Africa
466,MLI,Mali,2000,6.756756783,Low(periphery),1462.9198,1.207000017,Africa,West Africa
466,MLI,Mali,2010,7.432432652,Low(periphery),1871.984741,2.032999992,Africa,West Africa
484,MEX,Mexico,1880,65.20270538,Middle(semi-per),842.5,1.320000052,L America,Central America
484,MEX,Mexico,1890,65.20270538,Middle(semi-per),1011,1.470000029,L America,Central America
484,MEX,Mexico,1900,70.2702713,High(core),1366,1.620000005,L America,Central America
484,MEX,Mexico,1910,71.62162018,High(core),1694,1.75999999,L America,Central America
484,MEX,Mexico,1920,69.93243408,High(core),1823,1.850000024,L America,Central America
484,MEX,Mexico,1930,61.82432556,Middle(semi-per),1618,1.99000001,L America,Central America
484,MEX,Mexico,1940,57.43243408,Middle(semi-per),1852,2.329999924,L America,Central America
484,MEX,Mexico,1950,61.48648834,Middle(semi-per),2365,2.950000048,L America,Central America
484,MEX,Mexico,1960,55.06756592,Middle(semi-per),3155,2.76699996,L America,Central America
484,MEX,Mexico,1970,52.02702713,Middle(semi-per),4320,3.555599928,L America,Central America
484,MEX,Mexico,1980,55.74324417,Middle(semi-per),6320,4.147399902,L America,Central America
484,MEX,Mexico,1990,61.48648834,Middle(semi-per),12584.46777,6.401000023,L America,Central America
484,MEX,Mexico,2000,59.79729843,Middle(semi-per),15015.15234,7.616600037,L America,Central America
484,MEX,Mexico,2010,59.12162018,Middle(semi-per),15534.94531,9.112999916,L America,Central America
504,MAR,Morocco,1880,33.10810852,Low(periphery),597.1860352,0.25999999,Africa,North Africa
504,MAR,Morocco,1890,25,Low(periphery),631.3720703,0.25999999,Africa,North Africa
504,MAR,Morocco,1900,22.29729652,Low(periphery),665.5581665,0.25999999,Africa,North Africa
504,MAR,Morocco,1910,21.28378296,Low(periphery),699.7442017,0.270000011,Africa,North Africa
504,MAR,Morocco,1920,21.62162209,Low(periphery),850.9459229,0.270000011,Africa,North Africa
504,MAR,Morocco,1930,27.02702713,Low(periphery),1052.297241,0.300000012,Africa,North Africa
504,MAR,Morocco,1940,29.39189148,Low(periphery),1253.648682,0.360000014,Africa,North Africa
504,MAR,Morocco,1950,28.71621704,Low(periphery),1455,0.469999999,Africa,North Africa
504,MAR,Morocco,1960,19.59459496,Low(periphery),1329,0.471799999,Africa,North Africa
504,MAR,Morocco,1970,20.27026939,Low(periphery),1616,0.984499991,Africa,North Africa
504,MAR,Morocco,1980,21.28378296,Low(periphery),2272,1.366700053,Africa,North Africa
504,MAR,Morocco,1990,25.67567635,Low(periphery),3912.005615,2.907799959,Africa,North Africa
504,MAR,Morocco,2000,27.02702713,Low(periphery),4483.808594,3.894500017,Africa,North Africa
504,MAR,Morocco,2010,26.35135078,Low(periphery),6443.253418,5.003600121,Africa,North Africa
508,MOZ,Mozambique,1880,6.081080914,Low(periphery),533.666687,0.119999997,Africa,East Africa
508,MOZ,Mozambique,1890,6.081080914,Low(periphery),567.333313,0.140000001,Africa,East Africa
508,MOZ,Mozambique,1900,12.16216183,Low(periphery),601,0.150000006,Africa,East Africa
508,MOZ,Mozambique,1910,15.5405407,Low(periphery),628.6923218,0.170000002,Africa,East Africa
508,MOZ,Mozambique,1920,16.89189148,Low(periphery),682.6296387,0.189999998,Africa,East Africa
508,MOZ,Mozambique,1930,15.87837791,Low(periphery),747.8148193,0.209999993,Africa,East Africa
508,MOZ,Mozambique,1940,8.108108521,Low(periphery),813,0.230000004,Africa,East Africa
508,MOZ,Mozambique,1950,20.94594574,Low(periphery),1133,0.280000001,Africa,East Africa
508,MOZ,Mozambique,1960,24.32432365,Low(periphery),1327,0.835399985,Africa,East Africa
508,MOZ,Mozambique,1970,21.62162209,Low(periphery),1743,1.002599955,Africa,East Africa
508,MOZ,Mozambique,1980,15.87837791,Low(periphery),1220,0.94660002,Africa,East Africa
508,MOZ,Mozambique,1990,0.67567569,Low(periphery),378.5342712,0.998399973,Africa,East Africa
508,MOZ,Mozambique,2000,0.67567569,Low(periphery),561.6127319,1.049999952,Africa,East Africa
508,MOZ,Mozambique,2010,2.02702713,Low(periphery),917.763855,1.754799962,Africa,East Africa
528,NLD,Netherlands,1880,96.9594574,High(core),3046,5.449999809,NW Europe,West Europe
528,NLD,Netherlands,1890,96.62162018,High(core),3323,5.619999886,NW Europe,West Europe
