AMP_ID	AMP_NAME_TH	AMP_NAME_EN	PRV_ID
5516	ยางชุมน้อย	Yang chumnoi	55
5517	ราษีไศล	Rasi sala	55
5518	วังหิน	Wang hin	55
5519	ศรีรัตนะ	Sirattana	55
5520	ห้วยทับทัน	Huai thap than	55
5521	อุทุมพรพิสัย	Uthum phon phisai	55
5522	ศิลาลาด	Silalat	55
5601	เมืองสกลนคร	Muang sakonnakhon	56
5602	กุดบาก	Kot bak	56
5603	กุสุมาลย์	Kusuman	56
5604	คำตากล้า	Kham ta kla	56
5605	เจริญศิลป์	Charoen silp	56
5606	เต่างอย	Tao ngoi	56
5607	นิคมน้ำอูน	Nikhomnamun	56
5608	บ้านม่วง	Ban muang	56
5609	พรรณานิคม	Phanna nikhom	56
5610	พังโคน	Phang khon	56
5611	วานรนิวาส	Wanon niwat	56
5612	วาริชภูมิ	Warit chaphum	56
5613	โคกศรีสุพรรณ	Khok si suphan	56
5614	สว่างแดนดิน	Sawang daen din	56
5615	ส่องดาว	Song dao	56
5616	อากาศอำนวย		56
5617	ภูพาน	Phu phan	56
5618	โพนนาแก้ว	Phon na kaeo	56
5701	เมืองสงขลา	Muang songkhla	57
5702	กระแสสินธุ์	Kasae sin	57
5703	ควนเนียง	Khuan niang	57
5704	จะนะ	Chana	57
5705	เทพา	The pha	57
5706	นาทวี	Na thawi	57
5707	นาหม่อม	Na mom	57
5708	บางกล่ำ	Bang khum	57
5709	ระโนด	Ranot	57
5710	รัตภูมิ	Rattaphom	57
5711	สทิงพระ	Sathing phra	57
5712	สะเดา	Sadao	57
5713	สะบ้าย้อย	Saba yoi	57
5714	สิงหนคร	Singha nakhon	57
5715	หาดใหญ่	Hat yai	57
5716	คลองหอยโข่ง		57
5801	เมืองสตูล	Muang satun	58
5802	ควนกาหลง	Khuan ka long	58
5803	ควนโดน	Khuan don	58
5804	ท่าแพ	Tha phae	58
5805	ทุ่งหว้า	Thung wa	58
5806	ละงู	Langu	58
5807	มะนัง	Manang	58
5901	เมืองสมุทรปราการ	Muang samutprakan	59
5902	บางบ่อ	Bang bo	59
5903	บางพลี	Bang phle	59
5904	พระประแดง	Phra pradaeng	59
5905	พระสมุทรเจดีย์	Phra samutjede	59
5906	บางเสาธง	Bang sao thong	59
6001	เมืองสมุทรสงคราม	Muang samut songkhram	60
6002	บางคณที		60
6003	อัมพวา		60
6101	เมืองสมุทรสาคร	Muang samut sakhon	61
6102	กระทุ่มแบน	Kratumban	61
6103	บ้านแพ้ว	Ban phaeo	61
6201	เมืองสระแก้ว	Muang sra kaeo	62
6202	เขาฉกรรจ์		62
6203	คลองหาด	Khlong hat	62
6204	ตาพระยา	Ta phraya	62
6205	วังน้ำเย็น	Wang namyen	62
6206	วัฒนานคร	Wattana nakhon	62
6207	อรัญประเทศ	Aranyaprathat	62
6208	โคกสูง	Khok sung	62
6209	วังสมบูรณ์	Wang somboon	62
6301	เมืองสระบุรี	Muang saraburi	63
6302	แก่งคอย	Kaeng khoy	63
6303	ดอนพุด	Don phut	63
6304	บ้านหมอ	Ban mo	63
6305	พระพุทธบาท	Phra phutthabat	63
6306	มวกเหล็ก	Muak lek	63
6307	วิหารแดง	Wihan daeng	63
6308	เสาไห้		63
6309	หนองแค	Nong khae	63
6310	หนองแซง	Nong saeng	63
6311	หนองโดน	Nong don	63
6312	วังม่วง	Wang muang	63
6313	เฉลิมพระเกียรติ	Chalermprakiat	63
6401	เมืองสิงห์บุรี	Muang singburi	64
6402	ค่ายบางระจัน	Khai bang rachan	64
6403	ท่าช้าง	Tha chang	64
6404	บางระจัน	Bangrachan	64
6405	พรหมบุรี	Phrom buri	64
6406	อินทร์บุรี	In buri	64
6501	เมืองสุโขทัย	Muang sukhothai	65
6502	กงไกรลาศ	Kong kralilat	65
6503	คีรีมาศ	Khiri mat	65
6504	ทุ่งเสลี่ยม	Thung saliam	65
6505	บ้านด่านลานหอย	Ban dan lan hoi	65
6506	ศรีนคร	Si nakhon	65
6507	ศรีสัชนาลัย	Satchanalai	65
6508	ศรีสำโรง	Si samrong	65
6509	สวรรคโลก	Sawan khalok	65
6601	เมืองสุพรรณบุรี	Muang suphanburi	66
6602	ดอนเจดีย์	Don chedi	66
6603	ด่านช้าง	Dan chang	66
6604	เดิมบางนางบวช	Doembang nangbuat	66
6605	บางปลาม้า	Bang plama	66
6606	ศรีประจันต์	Si prachan	66
6607	สองพี่น้อง	Song phi nong	66
6608	สามชุก	Sam chuk	66
6609	อู่ทอง	U thong	66
6610	หนองหญ้าไซ	Nong yasai	66
6701	เมืองสุราษฎร์ธานี	Muang surat thani	67
6702	กาญจนดิษฐ์	Kanchanadit	67
6703	เกาะพะงัน	ko phangan	67
6704	เกาะสมุย	Ko samut	67
6705	คีรีรัฐนิคม	Khiri ratthanikhem	67
6706	เคียนซา	Khian sa	67
6707	ชัยบุรี	Chat buri	67
6708	ไชยา	Chai ya	67
6709	ดอนสัก	Don sak	67
6710	ท่าฉาง	Tha chang	67
6711	ท่าชนะ	Tha chana	67
6712	บ้านตาขุน	Ban ta khun	67
6713	บ้านนาเดิม	Ban na doem	67
6714	บ้านนาสาร	Ban na san	67
6715	พนม	Phanom	67
6716	พระแสง	Phrasaeng	67
6717	พุนพิน	Phunphin	67
6718	วิภาวดี		67
6719	เวียงสระ	Weang sa	67
6801	เมืองสุรินทร์	Muang surin	68
6802	กาบเชิง	Kap choeng	68
6803	จอมพระ	Chom phra	68
6804	ชุมพลบุรี	Chumphon buri	68
6805	ท่าตูม	Tha tum	68
6806	บัวเชด		68
6807	ปราสาท	Pra sat	68
6808	รัตนบุรี	Rattana buri	68
6809	ลำดวน	Lam duon	68
6810	ศีขรภูมิ	Sikhoraphum	68
6811	สนม	sanom	68
6812	สังขะ	Sang kha	68
6813	สำโรงทาบ	Samrong thap	68
6814	ศรีณรงค์	Sri narong	68
6815	พนมดงรัก	Phanom dong rak	68
6816	เขวาสินรินทร์		68
6817	โนนนารายณ์	Nhon narai	68
6901	เมืองหนองคาย	Muang nongkhai	69
6902	เซกา	Seka	69
6903	โซ่พิสัย	So phisai	69
6904	ท่าบ่อ	Tha bo	69
6905	บึงกาฬ	Bung khla	69
6906	บึงโขลงหลง	Bung khom long	69
6907	ปากคาด	Pak khat	69
6908	พรเจริญ	Porncharoen	69
6909	โพนพิสัย	Phon phisai	69
6910	ศรีเชียงใหม่	Si chiang mai	69
6911	ศรีวิไล	Si wilai	69
6912	สังคม	Sang kom	69
6913	สระใคร่		69
6914	บุ่งคล้า	Bung khla	69
6915	รัตนวาปี	Ratana wapi	69
6916	เฝ้าไร่		69
6917	โพธิ์ตาก	Pho tak	69
7001	เมืองหนองบัวลำภู	Muang nongbualamphu	70
7002	นากลาง	Na klang	70
7003	โนนสัง	Non sang	70
7004	ศรีบุญเรือง	Si bun ruang	70
7005	สุวรรณคูหา	Suwannakhuha	70
7006	นาวัง	Na wang	70
7101	เมืองอ่างทอง	Muang angthong	71
7102	ไชโย	Chai yo	71
7103	ป่าโมก	Pamok	71
7104	โพธิ์ทอง	Po thong	71
7105	วิเศษชัยชาญ	Wiset chai chan	71
7106	สามโก้	Sam ko	71
7107	แสวงหา	Sawaengha	71
7201	เมืองอำนาจเจริญ	Muang amnatcharoen	72
7202	ชานุมาน	Chanu man	72
7203	ปทุมราชวงศา	Pathum rachawongsa	72
7204	พนา	Phana	72
7205	เสนางคนิคม	Senangkhanikhom	72
7206	หัวตะพาน	Hua taphan	72
7207	ลืออำนาจ	Lu amnat	72
7301	เมืองอุดรธานี	Muang udonthani	73
7302	กู่แก้ว	Ku kaeo	73
7303	กุดจับ	kut chap	73
7304	กุมภวาปี	Kumphawapi	73
7305	ไชยวาน	Chai wan	73
7306	ทุ่งฝน	Thung fon	73
7307	นายูง	Na yung	73
7308	น้ำโสม	Nam som	73
7309	โนนสะอาด	Non sa-at	73
7310	บ้านดุง	Bang dung	73
7311	บ้านผือ	Ban phu	73
7312	พิบูลย์รักษ์	Pibunrak	73
7313	เพ็ญ	Phen	73
7314	วังสามหมอ	Wang sam mo	73
7315	ศรีธาตุ	Si that	73
7316	สร้างคอม	Sang khom	73
7317	หนองวัวซอ	Nong wua so	73
7318	หนองหาน	Nong han	73
7319	หนองแสง	Nong saeng	73
7320	ประจักษ์ศิลปาคาม		73
7401	เมืองอุตรดิตถ์	Muang uttaradit	74
7402	ตรอน	Tron	74
7403	ทองแสนขัน	Thong saen khan	74
7404	ท่าปลา	Tha pla	74
7405	น้ำปาด	Nam pat	74
7406	บ้านโคก	Ban khok	74
7407	พิชัย	Phichai	74
7408	ฟากท่า	Pak tha	74
7409	ลับแล	laplae	74
7501	เมืองอุทัยธานี	Muang uthaithani	75
7502	ทัพทัน	Thap than	75
7503	บ้านไร่	Ban rai	75
7504	ลานสัก	Lan sak	75
7505	สว่างอารมณ์	Sawang arom	75
7506	หนองขาหย่าง	Nong khayang	75
7507	หนองฉาง	Nong chang	75
7508	ห้วยคต	Huai khot	75
7601	เมืองอุบลราชธานี	Muang uboratchathani	76
7602	กุดข้าวปุ้น	Kut khao pun	76
7603	เขมราฐ	Khemarat	76
7604	เขื่องใน	Khuang nai	76
7605	โขงเจียม	Khong chiam	76
7606	เดชอุดม	Deti udom	76
7607	ตระการพืชผล	Trakan phut phon	76
7608	ตาลสุม	Tan sum	76
7609	ทุ่งศรีอุดม	Thung si udom	76
7610	นาจะหลวย	No chaluai	76
7611	น้ำยืน	Nam yun	76
7612	บุณฑริก	Bun tharik	76
7613	พิบูลมังสาหาร	Phibun mangsahan	76
7614	โพธิ์ไทร	Pho sai	76
7615	ม่วงสามสิบ	muang samsip	76
7616	เหล่าเสือโก้ก		76
7617	วารินชำราบ	Warin shamrap	76
7618	ศรีเมืองใหม่	Si muang mai	76
7619	สำโรง	sam rong	76
7620	สิรินธร	Sirinthon	76
7621	นาเยีย		76
7622	นาตาล	Natan	76
7623	สว่างวีระวงศ์	Swang weerawong	76
7624	น้ำขุ่น		76
7625	ดอนมดแดง	Don mot daeng	76
