model,year,price,transmission,mileage,fuelType,mpg,engineSize
X3,2016,23950,Automatic,20000.0,Diesel,54.3,2.0
2 Series,2020,29000,Manual,5550.0,Petrol,43.5,1.5
3 Series,2014,12450,Manual,56523.0,Diesel,57.6,2.0
2 Series,2019,24240,Semi-Auto,,Diesel,49.6,2.0
5 Series,2019,24970,Automatic,10628.0,Petrol,47.9,2.0
5 Series,2015,16490,Automatic,60000.0,Diesel,50.4,3.0
4 Series,2016,15995,Semi-Auto,48552.0,Diesel,60.1,2.0
2 Series,2017,21862,Semi-Auto,29150.0,Petrol,39.8,3.0
X5,2019,47440,Semi-Auto,9415.0,Diesel,37.7,3.0
1 Series,2016,13200,Manual,17393.0,Diesel,65.7,2.0
2 Series,2017,14000,Manual,33859.0,Diesel,64.2,2.0
2 Series,2016,18950,Automatic,22537.0,Petrol,37.2,3.0
2 Series,2019,20990,Semi-Auto,2139.0,Petrol,53.3,1.5
2 Series,2019,19490,Manual,5512.0,Petrol,42.8,1.5
Z4,2010,9440,Manual,68090.0,Petrol,33.2,2.5
,2018,17620,Automatic,,Diesel,60.1,2.0
2 Series,2017,14690,Semi-Auto,24997.0,Diesel,68.9,2.0
X1,2017,20092,Semi-Auto,25610.0,Petrol,44.8,2.0
X2,2018,23450,Semi-Auto,11594.0,Diesel,58.9,2.0
X1,2012,9199,Automatic,47152.0,Diesel,45.6,2.0
1 Series,2015,13500,Manual,31652.0,Diesel,62.8,2.0
2 Series,2018,17745,Semi-Auto,17771.0,Diesel,62.8,2.0
,2019,54595,Semi-Auto,1604.0,Petrol,24.8,3.0
3 Series,2016,14000,Manual,30937.0,Diesel,64.2,2.0
i3,2015,17481,Automatic,9886.0,Hybrid,470.8,0.0
1 Series,2016,13580,Manual,36994.0,Petrol,52.3,1.5
5 Series,2018,36162,Semi-Auto,9270.0,Petrol,39.2,3.0
1 Series,2016,15998,Semi-Auto,11239.0,Diesel,68.9,1.5
3 Series,2007,2550,Manual,103000.0,,49.6,2.0
X6,2017,33542,Semi-Auto,16867.0,,47.1,3.0
3 Series,2019,30950,Semi-Auto,4112.0,Diesel,49.6,2.0
1 Series,2019,25490,Semi-Auto,2510.0,,51.4,2.0
8 Series,2019,64103,Semi-Auto,1897.0,Diesel,39.8,3.0
3 Series,2018,25991,Semi-Auto,22620.0,Petrol,41.5,3.0
2 Series,2017,16498,Semi-Auto,24354.0,Diesel,64.2,2.0
3 Series,2019,37000,Automatic,115.0,Diesel,49.6,2.0
3 Series,2015,14500,Automatic,,Diesel,60.1,2.0
3 Series,2017,21495,Semi-Auto,47518.0,Diesel,51.4,3.0
1 Series,2017,15980,Manual,22022.0,Petrol,47.1,2.0
1 Series,2019,32060,Automatic,123.0,Diesel,48.7,2.0
5 Series,2017,29995,Semi-Auto,36107.0,Diesel,51.4,3.0
2 Series,2016,14490,Semi-Auto,40115.0,Diesel,64.2,2.0
1 Series,2018,17980,Manual,8067.0,Petrol,52.3,1.5
4 Series,2018,22500,Semi-Auto,6035.0,Diesel,65.7,2.0
X1,2017,20251,Semi-Auto,14598.0,Diesel,60.1,2.0
3 Series,2016,13800,Manual,19401.0,Diesel,67.3,2.0
1 Series,2016,10799,Manual,37025.0,Diesel,83.1,1.5
3 Series,2014,16500,Automatic,67455.0,Diesel,50.4,3.0
5 Series,2015,13490,Automatic,47000.0,Diesel,62.8,2.0
M4,2015,27590,Manual,27489.0,Petrol,31.0,3.0
3 Series,2016,15701,Semi-Auto,59737.0,Diesel,53.3,3.0
5 Series,2019,28950,Automatic,6800.0,Petrol,50.4,2.0
2 Series,2014,9480,Manual,46498.0,,68.9,2.0
1 Series,2019,18022,Semi-Auto,,Petrol,55.5,1.5
X3,2013,14750,Automatic,62000.0,Diesel,50.4,2.0
1 Series,2012,6750,Manual,60000.0,Diesel,58.9,2.0
X2,2019,36981,Semi-Auto,4497.0,Petrol,34.0,2.0
1 Series,2016,10799,Manual,,Diesel,83.1,1.5
4 Series,2020,38990,Semi-Auto,9.0,Diesel,47.9,3.0
1 Series,2014,14112,Semi-Auto,64995.0,Petrol,37.7,3.0
2 Series,2019,24515,Semi-Auto,2501.0,Petrol,50.4,2.0
X4,2020,43000,Semi-Auto,857.0,Diesel,40.9,3.0
3 Series,2016,12450,Automatic,,Diesel,65.7,2.0
1 Series,2018,15800,Manual,2901.0,Petrol,37.7,1.5
5 Series,2017,23495,Semi-Auto,25544.0,Diesel,65.7,2.0
1 Series,2016,14398,Semi-Auto,21037.0,Diesel,68.9,1.5
X5,2016,31200,Automatic,23747.0,Hybrid,85.6,2.0
4 Series,2019,27970,Semi-Auto,7383.0,Petrol,48.7,2.0
Z4,2006,3595,Manual,114000.0,Petrol,37.7,2.0
X4,2019,35990,Semi-Auto,3098.0,Diesel,42.8,2.0
X1,2019,24899,Manual,5322.0,,51.4,1.5
5 Series,2015,13990,Automatic,48000.0,Diesel,62.8,2.0
3 Series,2020,43900,Automatic,11.0,Petrol,34.9,3.0
1 Series,2015,12270,Automatic,38573.0,,68.9,1.5
1 Series,2015,9700,Manual,48258.0,Diesel,65.7,2.0
1 Series,2019,16500,Manual,,Diesel,72.4,1.5
1 Series,2019,20875,Manual,7879.0,Petrol,44.1,1.5
X2,2020,27500,Semi-Auto,10.0,Petrol,39.2,2.0
X1,2019,30995,Semi-Auto,1000.0,Diesel,60.1,2.0
4 Series,2016,18860,Semi-Auto,15422.0,Diesel,65.7,2.0
X1,2018,24161,Semi-Auto,9261.0,Petrol,44.8,2.0
2 Series,2018,14998,Manual,20001.0,Petrol,50.4,1.5
1 Series,2019,19995,Semi-Auto,17546.0,Diesel,68.9,1.5
1 Series,2014,11700,Automatic,29626.0,,50.4,1.6
5 Series,2013,10000,Semi-Auto,87457.0,Diesel,56.5,2.0
4 Series,2017,17999,Automatic,26807.0,Diesel,60.1,2.0
2 Series,2019,24990,Semi-Auto,10.0,Petrol,50.4,2.0
3 Series,2014,13891,Semi-Auto,28173.0,Diesel,58.9,2.0
1 Series,2014,8590,Manual,52447.0,Petrol,50.4,1.6
3 Series,2016,20391,Semi-Auto,27547.0,Diesel,53.3,3.0
5 Series,2018,29000,Automatic,6500.0,Hybrid,156.9,2.0
3 Series,2019,22980,Semi-Auto,11571.0,Diesel,54.3,2.0
X3,2019,35000,Automatic,3252.0,Petrol,30.4,2.0
2 Series,2015,15500,Semi-Auto,25180.0,Diesel,68.9,2.0
1 Series,2019,19875,Semi-Auto,7044.0,Diesel,67.3,2.0
5 Series,2019,21000,Automatic,20789.0,Petrol,50.4,2.0
3 Series,2013,9500,Manual,32122.0,Petrol,47.9,1.6
i3,2017,19495,Automatic,17338.0,Hybrid,470.8,0.0
3 Series,2015,14990,Automatic,66000.0,Diesel,53.3,3.0
X1,2016,17980,Semi-Auto,,Petrol,44.8,2.0
3 Series,2019,29495,Semi-Auto,5326.0,Diesel,53.3,3.0
2 Series,2019,19500,Manual,1501.0,Petrol,42.8,1.5
4 Series,2016,10995,Manual,103500.0,Diesel,67.3,2.0
1 Series,2019,17898,Semi-Auto,,Diesel,70.6,2.0
3 Series,2009,3695,Automatic,123300.0,,44.1,2.0
3 Series,2017,19500,Semi-Auto,9377.0,Hybrid,134.5,2.0
3 Series,2016,11999,Automatic,92300.0,Hybrid,148.7,2.0
5 Series,2019,32780,Automatic,3774.0,Diesel,65.7,2.0
2 Series,2019,23998,Semi-Auto,2318.0,Petrol,47.9,2.0
4 Series,2015,16514,Semi-Auto,33802.0,Diesel,65.7,2.0
X1,2018,19300,Manual,15209.0,Diesel,52.3,2.0
X2,2019,27950,Automatic,8452.0,Diesel,58.9,2.0
5 Series,2014,15995,Semi-Auto,28500.0,Diesel,51.4,3.0
,2016,13000,Manual,39178.0,Diesel,65.7,2.0
5 Series,2016,12800,Automatic,57790.0,Diesel,65.7,2.0
1 Series,2016,10400,Manual,30902.0,Diesel,72.4,1.5
3 Series,2019,27555,Manual,7887.0,Diesel,54.3,2.0
M4,2019,40000,Automatic,1326.0,Petrol,34.0,3.0
5 Series,2019,26380,Semi-Auto,8257.0,Petrol,50.4,2.0
3 Series,2019,24775,Manual,,Diesel,64.2,2.0
X1,2019,27995,Semi-Auto,4663.0,Petrol,37.7,1.5
X2,2019,27950,Automatic,7971.0,Diesel,58.9,2.0
5 Series,2017,22490,Semi-Auto,26002.0,Diesel,68.9,2.0
4 Series,2019,25771,Semi-Auto,,Diesel,58.9,2.0
3 Series,2015,9350,Automatic,91969.0,Diesel,68.9,2.0
2 Series,2018,19240,Automatic,13077.0,Petrol,47.9,2.0
,2016,12940,Automatic,81240.0,Diesel,65.7,2.0
1 Series,2020,31998,Semi-Auto,1560.0,Diesel,48.7,2.0
2 Series,2019,23230,Semi-Auto,6932.0,Petrol,50.4,2.0
3 Series,2019,24895,Semi-Auto,21730.0,Diesel,52.3,2.0
1 Series,2017,17160,Automatic,26213.0,Petrol,47.9,2.0
1 Series,2019,23450,Manual,10.0,Diesel,70.6,1.5
1 Series,2018,12200,Semi-Auto,45648.0,Diesel,72.4,1.5
2 Series,2019,23450,Semi-Auto,3564.0,Petrol,50.4,2.0
X2,2019,28874,Semi-Auto,5000.0,Diesel,58.9,2.0
3 Series,2019,25888,Automatic,2258.0,Diesel,62.8,2.0
2 Series,2019,25950,Automatic,5000.0,Diesel,48.7,2.0
M5,2019,65000,Semi-Auto,4800.0,,26.9,4.4
3 Series,2019,23222,Semi-Auto,,Diesel,54.3,2.0
4 Series,2019,26352,Semi-Auto,3334.0,Diesel,65.7,2.0
X3,2017,23991,Semi-Auto,17205.0,Diesel,54.3,2.0
3 Series,2015,11990,Semi-Auto,47742.0,Diesel,67.3,2.0
M4,2019,43480,Semi-Auto,152.0,Petrol,34.0,3.0
4 Series,2019,30898,Semi-Auto,6123.0,Diesel,49.6,3.0
2 Series,2017,17298,Semi-Auto,23752.0,Diesel,64.2,2.0
1 Series,2017,13995,Semi-Auto,18124.0,Diesel,70.6,2.0
1 Series,2012,5995,Manual,92000.0,Petrol,49.6,1.6
3 Series,2016,18299,Automatic,25431.0,Hybrid,134.5,2.0
3 Series,2019,32398,Semi-Auto,2150.0,Petrol,42.2,2.0
3 Series,2016,10000,Automatic,104720.0,Petrol,51.4,1.5
2 Series,2018,15995,Semi-Auto,21815.0,Diesel,68.9,2.0
X6,2020,55890,Semi-Auto,9710.0,Diesel,34.9,3.0
X5,2019,48892,Automatic,7666.0,Diesel,37.7,3.0
X1,2017,16995,Semi-Auto,22000.0,Diesel,65.7,2.0
,2015,8700,Manual,61959.0,Diesel,68.9,2.0
2 Series,2016,12999,Automatic,24479.0,,53.3,1.5
X2,2019,29490,Semi-Auto,1155.0,Diesel,61.4,2.0
2 Series,2016,16322,Semi-Auto,47254.0,Diesel,61.4,2.0
1 Series,2019,24990,Semi-Auto,6377.0,Petrol,39.8,3.0
2 Series,2016,14995,Semi-Auto,12662.0,Petrol,50.4,2.0
3 Series,2019,25950,Semi-Auto,2344.0,Diesel,62.8,2.0
1 Series,2020,23490,Manual,6565.0,Diesel,53.3,2.0
5 Series,2019,28000,Automatic,1651.0,Diesel,65.7,2.0
1 Series,2018,14491,Semi-Auto,28542.0,Diesel,48.7,1.5
3 Series,2017,15599,Automatic,38070.0,Diesel,64.2,2.0
4 Series,2019,30990,Automatic,9897.0,Diesel,53.3,3.0
3 Series,2016,14800,Automatic,65000.0,Diesel,57.6,2.0
X3,2019,31116,Automatic,8186.0,Diesel,54.3,2.0
2 Series,2018,17722,Manual,19571.0,Petrol,52.3,1.5
4 Series,2019,22726,Automatic,9987.0,Diesel,65.7,2.0
X3,2019,56000,Automatic,,Petrol,24.8,3.0
,2008,5475,Automatic,65000.0,Diesel,50.4,2.0
X1,2019,28790,Semi-Auto,5559.0,Petrol,44.8,2.0
3 Series,2020,45000,Semi-Auto,2500.0,Petrol,33.6,3.0
5 Series,2016,13990,Automatic,87000.0,Diesel,51.4,3.0
,2019,44888,Automatic,12082.0,Diesel,37.7,3.0
4 Series,2017,24000,Semi-Auto,20398.0,,50.4,3.0
1 Series,2019,21995,Semi-Auto,6441.0,Diesel,67.3,2.0
1 Series,2017,11990,Manual,12000.0,Diesel,72.4,1.5
7 Series,2016,23990,Automatic,34000.0,Diesel,57.6,3.0
5 Series,2017,32995,Semi-Auto,23000.0,,51.4,3.0
1 Series,2015,15995,Semi-Auto,26629.0,Diesel,60.1,2.0
7 Series,2017,34000,Semi-Auto,25000.0,Diesel,53.3,3.0
3 Series,2015,8691,Manual,73017.0,Diesel,68.9,2.0
2 Series,2017,17572,Manual,11237.0,Petrol,44.1,2.0
4 Series,2019,33975,Semi-Auto,11.0,Diesel,51.4,3.0
4 Series,2017,18950,Automatic,30145.0,Diesel,58.9,2.0
4 Series,2016,17430,Automatic,55381.0,Diesel,53.3,3.0
3 Series,2017,18738,Semi-Auto,20422.0,Diesel,60.1,2.0
X3,2019,37995,Semi-Auto,20467.0,Diesel,36.7,3.0
1 Series,2017,13490,Manual,12312.0,Petrol,53.3,1.5
3 Series,2018,17490,Manual,12311.0,Diesel,62.8,2.0
X5,2017,36995,Automatic,42000.0,Diesel,42.8,3.0
X1,2016,13700,Manual,52226.0,Diesel,68.9,2.0
X5,2019,51232,Semi-Auto,5545.0,Diesel,37.7,3.0
1 Series,2013,9000,Manual,39856.0,Diesel,58.9,2.0
1 Series,2017,15200,Manual,4000.0,Diesel,68.9,2.0
2 Series,2018,14157,Automatic,29590.0,Petrol,53.3,1.5
1 Series,2019,18998,Semi-Auto,10974.0,Diesel,48.7,2.0
2 Series,2017,17990,Semi-Auto,15630.0,Diesel,62.8,2.0
X3,2019,36222,Semi-Auto,4624.0,Diesel,48.7,3.0
3 Series,2019,23298,Semi-Auto,11326.0,Diesel,54.3,2.0
1 Series,2017,21798,Semi-Auto,12967.0,Petrol,39.8,3.0
4 Series,2019,21998,Semi-Auto,17740.0,Diesel,65.7,2.0
3 Series,2018,19998,Semi-Auto,16159.0,Petrol,48.7,2.0
2 Series,2019,22490,Automatic,1500.0,Petrol,53.3,1.5
1 Series,2019,19950,Semi-Auto,9859.0,Diesel,67.3,2.0
2 Series,2020,23985,Automatic,1968.0,Petrol,50.4,2.0
3 Series,2013,9999,Manual,74947.0,Diesel,62.8,2.0
1 Series,2019,26795,Semi-Auto,3788.0,Diesel,51.4,2.0
X2,2019,29995,Semi-Auto,1920.0,Diesel,50.4,2.0
5 Series,2018,23980,Semi-Auto,19203.0,Diesel,65.7,2.0
1 Series,2018,16991,Manual,27500.0,Diesel,62.8,2.0
X3,2018,37780,Semi-Auto,16509.0,Petrol,34.5,3.0
3 Series,2019,40000,Automatic,9735.0,Diesel,45.6,3.0
3 Series,2016,18789,Automatic,,Hybrid,134.5,2.0
5 Series,2019,27440,Semi-Auto,5682.0,Diesel,62.8,2.0
3 Series,2019,34995,Automatic,5873.0,Diesel,50.4,2.0
3 Series,2017,15890,Manual,34588.0,Diesel,64.2,2.0
3 Series,2014,14894,Semi-Auto,36771.0,Diesel,57.6,3.0
5 Series,2015,11450,Manual,60529.0,Diesel,65.7,2.0
2 Series,2017,16498,Semi-Auto,26335.0,Diesel,64.2,2.0
3 Series,2016,18988,Automatic,32722.0,Hybrid,134.5,2.0
3 Series,2013,11599,Manual,54374.0,Diesel,57.6,2.0
X3,2019,36440,Semi-Auto,105.0,Diesel,54.3,2.0
M4,2019,41490,Automatic,123.0,Petrol,34.0,3.0
1 Series,2016,13900,Manual,8411.0,Diesel,65.7,2.0
4 Series,2019,26450,Semi-Auto,2924.0,Petrol,48.7,2.0
X3,2019,34500,Automatic,1000.0,Diesel,54.3,2.0
3 Series,2016,12900,Automatic,42666.0,Diesel,74.3,2.0
2 Series,2019,20980,Semi-Auto,6235.0,Petrol,50.4,1.5
Z4,2020,39990,Automatic,1784.0,Petrol,33.2,3.0
X3,2019,35900,Automatic,4078.0,Petrol,30.4,2.0
1 Series,2019,27990,Semi-Auto,10.0,Diesel,51.4,2.0
2 Series,2016,19849,Automatic,41248.0,Petrol,37.2,3.0
2 Series,2020,20980,Semi-Auto,9.0,Petrol,50.4,1.5
3 Series,2019,27480,Manual,4398.0,Diesel,54.3,2.0
1 Series,2017,14999,Manual,32082.0,Diesel,70.6,1.5
,2018,34991,Semi-Auto,17923.0,Petrol,34.0,3.0
4 Series,2019,24975,Semi-Auto,5866.0,Diesel,65.7,2.0
,2016,15699,Manual,41993.0,Diesel,62.8,2.0
3 Series,2016,17980,Semi-Auto,33475.0,Diesel,64.2,2.0
6 Series,2016,20999,Automatic,45360.0,Diesel,49.6,3.0
1 Series,2016,13750,Automatic,8707.0,Petrol,55.5,1.5
1 Series,2016,14498,Manual,24382.0,Diesel,70.6,1.5
3 Series,2019,23995,Semi-Auto,9436.0,Diesel,67.3,2.0
3 Series,2011,3500,Manual,149958.0,Diesel,62.8,2.0
3 Series,2015,14995,Semi-Auto,40321.0,Diesel,58.9,2.0
3 Series,2018,17899,Semi-Auto,40500.0,Petrol,48.7,2.0
,2018,32271,Semi-Auto,103.0,Diesel,49.6,2.0
3 Series,2016,17400,Automatic,32500.0,Diesel,64.2,2.0
2 Series,2019,20480,Automatic,8719.0,Diesel,52.3,2.0
X1,2016,17998,Manual,14300.0,Diesel,58.9,2.0
5 Series,2017,18700,Automatic,28893.0,Diesel,68.9,2.0
X3,2016,18000,Automatic,43211.0,Diesel,47.9,3.0
3 Series,2019,29822,Semi-Auto,1020.0,Diesel,52.3,2.0
4 Series,2019,35980,Automatic,101.0,Diesel,50.4,3.0
,2016,14066,Manual,19023.0,Diesel,68.9,2.0
i8,2016,48998,Automatic,10087.0,Hybrid,134.5,1.5
1 Series,2019,29790,Semi-Auto,12.0,Petrol,39.8,3.0
X5,2016,30850,Automatic,,Hybrid,85.6,2.0
1 Series,2019,29398,Semi-Auto,9983.0,Petrol,39.8,3.0
,2019,24490,Semi-Auto,9531.0,Diesel,64.2,2.0
X4,2018,33998,Semi-Auto,14777.0,Diesel,42.8,2.0
5 Series,2015,15990,Automatic,50000.0,Diesel,50.4,3.0
1 Series,2013,10125,Manual,61040.0,Petrol,42.8,2.0
3 Series,2017,19498,Semi-Auto,56785.0,Diesel,51.4,3.0
1 Series,2015,8800,Manual,59496.0,Diesel,83.1,1.5
1 Series,2017,15997,Automatic,21285.0,Diesel,65.7,2.0
,2016,17950,Automatic,34938.0,Petrol,45.6,2.0
2 Series,2020,31995,Semi-Auto,1000.0,Diesel,62.8,2.0
1 Series,2018,12299,Manual,38164.0,Diesel,78.5,1.5
4 Series,2017,17420,Semi-Auto,47470.0,Diesel,60.1,2.0
,2017,17500,Manual,30000.0,Diesel,62.8,2.0
1 Series,2016,10899,Manual,,Diesel,70.6,1.5
1 Series,2019,16555,Manual,9451.0,Diesel,68.9,2.0
2 Series,2019,20450,Semi-Auto,7404.0,Petrol,53.3,1.5
X5,2019,61550,Automatic,11311.0,Diesel,33.6,3.0
3 Series,2018,20498,Semi-Auto,19620.0,Petrol,48.7,2.0
X2,2019,28150,Semi-Auto,6950.0,Diesel,58.9,2.0
X1,2017,19862,Semi-Auto,11000.0,Diesel,55.4,2.0
,2016,15995,Automatic,67000.0,Petrol,46.3,2.0
2 Series,2018,13895,Manual,49631.0,Diesel,64.2,2.0
5 Series,2016,13995,Semi-Auto,45850.0,Diesel,68.9,2.0
2 Series,2017,21890,Semi-Auto,25223.0,Petrol,39.8,3.0
X1,2018,20995,Semi-Auto,8550.0,Diesel,60.1,2.0
3 Series,2019,36990,Semi-Auto,4314.0,Petrol,40.4,2.0
X1,2017,21250,Semi-Auto,17962.0,Petrol,44.8,2.0
3 Series,2013,12077,Semi-Auto,21388.0,Diesel,62.8,2.0
4 Series,2016,18584,Semi-Auto,30158.0,Diesel,60.1,2.0
3 Series,2019,18950,Automatic,22500.0,Petrol,51.4,1.5
X1,2016,14200,Automatic,45356.0,Diesel,60.1,2.0
4 Series,2018,24450,Automatic,28363.0,Petrol,41.5,3.0
X1,2013,8999,Automatic,60665.0,Diesel,52.3,2.0
,2016,12600,Manual,21819.0,Diesel,74.3,1.5
X4,2017,26191,Semi-Auto,37114.0,Diesel,47.9,3.0
4 Series,2018,20500,Semi-Auto,6668.0,Diesel,65.7,2.0
X1,2019,24490,Manual,3728.0,Petrol,51.4,1.5
5 Series,2015,14789,Semi-Auto,44684.0,Diesel,60.1,2.0
1 Series,2014,12300,Automatic,41850.0,Diesel,64.2,2.0
X6,2016,26990,Semi-Auto,32711.0,Diesel,47.1,3.0
,2017,20500,Automatic,32248.0,Diesel,54.3,2.0
X1,2016,15991,Manual,39917.0,Diesel,58.9,2.0
3 Series,2017,19490,Semi-Auto,41816.0,Diesel,64.2,2.0
1 Series,2016,10514,Manual,39512.0,Diesel,78.5,1.5
5 Series,2015,11795,Automatic,110540.0,Diesel,53.3,3.0
2 Series,2017,18700,Automatic,17814.0,,47.9,2.0
1 Series,2019,21480,Semi-Auto,8364.0,Petrol,47.9,2.0
1 Series,2016,13158,Semi-Auto,31218.0,Diesel,70.6,2.0
1 Series,2019,18450,Semi-Auto,8644.0,Diesel,47.9,1.5
3 Series,2019,29999,Automatic,12143.0,Diesel,52.3,2.0
4 Series,2013,11040,Manual,78402.0,Diesel,57.6,2.0
X2,2020,28993,Semi-Auto,101.0,Diesel,61.4,2.0
4 Series,2018,19991,Semi-Auto,8018.0,Petrol,44.1,2.0
X5,2016,19750,Automatic,96213.0,Diesel,52.3,2.0
X2,2020,32540,Semi-Auto,99.0,,39.2,2.0
2 Series,2020,29950,Semi-Auto,10.0,Diesel,48.7,2.0
5 Series,2016,16495,Semi-Auto,40008.0,Diesel,62.8,2.0
X1,2016,15000,Manual,13449.0,Diesel,68.9,2.0
X5,2013,15995,Automatic,76000.0,Diesel,37.7,3.0
2 Series,2019,24490,Manual,8615.0,Diesel,60.1,2.0
4 Series,2016,18998,Semi-Auto,20151.0,Diesel,53.3,3.0
3 Series,2013,9200,Manual,50139.0,Diesel,62.8,2.0
1 Series,2016,12950,Manual,52647.0,Diesel,65.7,2.0
X7,2020,64999,Semi-Auto,4000.0,Diesel,33.6,3.0
X3,2019,34995,Semi-Auto,8829.0,Petrol,30.4,2.0
7 Series,2016,23995,Semi-Auto,23600.0,Petrol,41.5,3.0
,2019,69995,Automatic,3700.0,Petrol,24.1,4.4
Z4,2016,18650,Semi-Auto,25300.0,Petrol,41.5,2.0
3 Series,2015,14000,Automatic,75800.0,Diesel,55.4,2.0
3 Series,2019,40000,Automatic,9991.0,Diesel,43.5,3.0
X4,2018,32000,Semi-Auto,10920.0,Diesel,42.8,2.0
5 Series,2015,17998,Semi-Auto,41858.0,Diesel,48.7,3.0
1 Series,2018,16980,Manual,20100.0,Petrol,37.2,1.5
1 Series,2019,23995,Manual,3148.0,Petrol,41.5,1.5
1 Series,2015,11499,Manual,53716.0,Diesel,62.8,2.0
3 Series,2016,16199,Automatic,45223.0,Hybrid,134.5,2.0
1 Series,2016,13089,Automatic,29657.0,Diesel,67.3,2.0
2 Series,2019,20980,Manual,1000.0,Petrol,52.3,1.5
5 Series,2019,40000,Semi-Auto,1034.0,Petrol,39.2,3.0
X1,2016,18211,Semi-Auto,52889.0,Diesel,57.6,2.0
X1,2016,17490,Manual,20516.0,Diesel,58.9,2.0
,2019,27980,Semi-Auto,7759.0,Petrol,42.2,2.0
2 Series,2019,22480,Semi-Auto,5869.0,Diesel,51.4,2.0
5 Series,2019,30995,Automatic,999.0,Diesel,65.7,2.0
3 Series,2020,27990,Semi-Auto,6565.0,Petrol,42.2,2.0
X5,2019,56980,Semi-Auto,9192.0,Diesel,33.6,3.0
X1,2016,11950,Automatic,89114.0,Diesel,65.7,2.0
3 Series,2017,20499,Automatic,14500.0,Hybrid,134.5,2.0
3 Series,2016,16998,Semi-Auto,44600.0,Diesel,56.5,3.0
,2017,19500,Manual,30483.0,Diesel,52.3,2.0
X2,2019,26972,Automatic,123.0,Petrol,38.7,2.0
5 Series,2017,23920,Automatic,24232.0,Diesel,53.3,3.0
M3,2015,32950,Semi-Auto,13537.0,Petrol,34.0,3.0
X1,2016,19752,Semi-Auto,18326.0,Diesel,57.6,2.0
Z4,2009,9490,Manual,76000.0,Petrol,30.1,3.0
X2,2019,26940,Semi-Auto,6055.0,Diesel,58.9,2.0
3 Series,2017,19250,Automatic,69000.0,Diesel,51.4,3.0
6 Series,2016,19899,Automatic,50475.0,Diesel,49.6,3.0
3 Series,2019,25950,Automatic,1517.0,Diesel,64.2,2.0
5 Series,2016,20390,Semi-Auto,11454.0,Diesel,51.4,3.0
X4,2019,34990,Automatic,7000.0,Diesel,42.8,2.0
1 Series,2012,5995,Manual,98000.0,,58.9,2.0
X3,2019,34882,Semi-Auto,6000.0,Petrol,30.4,2.0
4 Series,2016,14600,Automatic,30556.0,Diesel,62.8,2.0
M4,2019,48500,Semi-Auto,125.0,Petrol,32.5,3.0
2 Series,2019,20780,Manual,2896.0,Petrol,52.3,1.5
3 Series,2019,27440,Semi-Auto,4665.0,Diesel,52.3,2.0
3 Series,2015,11999,Manual,40461.0,Diesel,72.4,2.0
1 Series,2016,14990,Manual,10937.0,Diesel,65.7,2.0
,2017,15600,Automatic,29019.0,Diesel,65.7,2.0
X1,2016,18797,Automatic,13505.0,Diesel,57.6,2.0
X5,2014,23000,Automatic,56232.0,Diesel,45.6,3.0
3 Series,2011,7495,Automatic,102000.0,Diesel,46.3,3.0
1 Series,2017,16800,Semi-Auto,16761.0,Diesel,67.3,2.0
1 Series,2020,24852,Manual,1510.0,Petrol,41.5,1.5
1 Series,2017,11991,Automatic,108000.0,Petrol,47.9,2.0
X5,2017,33991,Automatic,32771.0,Diesel,47.1,3.0
4 Series,2017,25488,Automatic,23910.0,Petrol,41.5,3.0
X3,2019,36990,Semi-Auto,5922.0,Diesel,54.3,2.0
3 Series,2016,13980,Semi-Auto,40146.0,Petrol,47.9,2.0
3 Series,2019,23480,Semi-Auto,4394.0,Diesel,53.3,2.0
3 Series,2019,34985,Automatic,10742.0,Diesel,48.7,2.0
X1,2016,20000,Automatic,18829.0,Petrol,44.8,2.0
1 Series,2008,3940,Manual,68000.0,Petrol,48.7,1.6
X1,2013,8990,Manual,63000.0,Diesel,51.4,2.0
5 Series,2016,15999,Automatic,28774.0,Diesel,62.8,2.0
3 Series,2017,20962,Semi-Auto,30607.0,Diesel,51.4,3.0
1 Series,2016,9500,Manual,45719.0,Diesel,83.1,1.5
3 Series,2016,13987,Manual,22030.0,Petrol,49.6,1.5
X1,2016,11495,Manual,110710.0,,60.1,2.0
1 Series,2019,18440,Semi-Auto,,Diesel,47.9,1.5
X2,2018,23465,Automatic,11941.0,Diesel,58.9,2.0
X1,2017,20980,Semi-Auto,31630.0,Diesel,55.4,2.0
1 Series,2016,13998,Semi-Auto,50525.0,Diesel,65.7,2.0
5 Series,2019,39480,Automatic,4859.0,Petrol,29.1,3.0
4 Series,2016,13300,Automatic,83359.0,Diesel,65.7,2.0
X1,2015,16600,Automatic,44105.0,Diesel,57.6,2.0
X1,2013,10295,Semi-Auto,63993.0,Diesel,52.3,2.0
M2,2019,43480,Automatic,2689.0,Petrol,29.1,3.0
5 Series,2018,22750,Semi-Auto,30500.0,Diesel,68.9,2.0
1 Series,2016,14750,Automatic,29878.0,Diesel,65.7,2.0
5 Series,2016,14950,Automatic,49650.0,Diesel,62.8,2.0
2 Series,2018,17798,Semi-Auto,9816.0,Petrol,38.2,2.0
1 Series,2016,11799,Manual,37549.0,Diesel,70.6,1.5
3 Series,2007,7995,Automatic,59000.0,Petrol,42.2,2.0
3 Series,2016,17150,Automatic,56000.0,Diesel,57.6,2.0
3 Series,2020,37995,Semi-Auto,102.0,Petrol,40.4,2.0
X1,2017,23680,Semi-Auto,6147.0,Diesel,60.1,2.0
