mfg,model,regis,year,category_id,category_descr
AUDI,R8 COUPE V10 PERFORMANCE,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,R8 CP V10 Performance q,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,R8 SPYDER V10 PERFORMANCE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,R8 V10 COUPE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS 3 Sportback quattro,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS 4 AV q,24,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS 5 Coupe quattro,26,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS 6 Avant quattro,11,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS 6 AVANT TFSI QUATTRO,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS 7 Sportback quattro,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS e-tron GT quattro,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS E-TRON GT QUATTRO,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS Q3 Sportback quattro,33,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS Q8,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS Q8 q,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS Q8 TFSI QUATTRO,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS6 AVANT TFSI QUATTRO,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,S3 Sportback quattro,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,S8 TFSI QUATTRO,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TT Coupe 45 TFSI q S line,249,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TT RD 45 TFSI q 20 years,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TT RD 45 TFSI q S line,15,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TT RS Coupe q,41,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AIWAYS,U5 LITE SAMPLE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AIWAYS,U5 PRIME WITH,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,BENTAYGA,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,BENTAYGA HYBRID,114,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,BENTAYGA V8,5,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,BENTAYGA W12,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT,8,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT COUPE V8,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT SPEED,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT V8,19,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT V8 AWD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT V8 CONV.,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT V8 CONVERTIBLE,5,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT V8 COUPE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GTC V8,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,FLYING SPUR,4,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,FLYING SPUR HYBRID,16,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,FLYING SPUR V8,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,FLYING SPUR W12,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,ROYAL GRAND LIMOUSINE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,118D M SPORT HATCH MANUAL,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,118i M Sport,4,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,218i Gran Coupe RHD,12,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,220i Gran Coupe M Sport,1186,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,220i Gran Coupe Sport,123,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,318D M SPORT SALOON MANUAL,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d,14,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d GT Luxury,44,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d GT M Sport,13,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d GT Sport,30,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d Limousine RHD,17,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d M Sport,1413,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d Sport,73,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320Li Limousine RHD,204,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e,4,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e Limousine RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e Luxury,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e M Sport,1415,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e Sport,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330i Limousine RHD,9,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330Li Limousine RHD,323,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,420D COUPE RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,430i Cabrio RHD,13,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,430i Coupe RHD,181,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d Limousine RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d M Sport,1097,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d Sport,20,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520D,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520I,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,525d M Sport,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,528i Luxury,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e Elite,368,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e Highline,18,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e Luxury,5,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e M Sport,809,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530i Limousine RHD,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,630d Gran Turismo RHD,12,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,630i Gran Turismo RHD,158,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,725Ld,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,730Ld M Sport,112,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,730Ld Pure Excellence,7,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Le xDrive iPerformance RHD,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Le xDrive M Sport,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Le xDrive Pure Excellence,4,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Li Limousine RHD,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,745Le xDrive M Sport,81,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,840D XDRIVE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,840D XDRIVE M COUPE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,ALPINA D3 S TOURING,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,ALPINA D3 S TOURING MILD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,i3s 94Ah RHD,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,i4 eDrive40 Gran Coupe RH,8,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,i4 M50 Gran Coupe RHD,14,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,i8 Roadster RHD,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,iX xDrive50 RHD,22,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,iX3 M Sport RHD,265,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,I8 ROADSTER,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M2 Comptetition RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M2 Coupe RHD,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M2 CS,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M2 CS Coupe RHD,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M3 COMPETITION,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M340i xDrive,110,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M340i xDrive Limousine RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 Competition Coupe RHD,9,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 Coupe RHD,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 COMPETITION COUPE,7,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 GTS Coupe RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 GTS COUPE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M440i xDrive Coupe RHD,4,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M5 CS,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M5 CS Limousine RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M5 Limousine RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M760Li xDrive Limousine R,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M8 Coupe RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M850i xDrive Coupe RHD,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive 18d,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18d M Sport,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18d xLine,53,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18i,27,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18i Sport,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive20d M Sport,1119,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive20d xLine,1174,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 SDRIVE18D RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X2 sDrive20i RHD,13,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d M Sport,604,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d RHD,6,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d xLine,20,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive30e M Sport,424,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive30e xLine,96,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X4 M RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X4 xDrive20d M Sport,9,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X4 xDrive20d RHD,430,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 sDrive25d Celebration Editi,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 sDrive25d Pure Experie,9,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive30d M Sport,340,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive30d RHD,24,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive30d xLine,12,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive40e M Sport,6,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive40e Pure Experience,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive45e M Sport,445,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 XDRIVE40E RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X6 xDrive30d RHD,9,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X6 xDrive40i M Sport,102,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X6 xDrive40i RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X7 M50d RHD,5,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X7 xDrive30d M Sport,115,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X7 xDrive40d M Sport,115,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 M40i RHD,5,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 M40i Roadster RHD,42,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 sDrive30i RHD,90,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 SDRIVE23I RHD,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BYD,BYD ATTO 3,312,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BYD,E6,33,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BYD,M3,16,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BYD,T3,10,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAPTIVA,46,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,Colorado,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO C-CAB,18,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO C-CAB TRAIL BOSS,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CORVETTE RHD COUPE 2LT,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CORVETTE RHD COUPE 3LT,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CORVETTE STINGRAY CONVERTIBLE,4,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CORVETTE STINGRAY COUPE,6,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CORVETTE STINGRAY COUPE 2LT,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CORVETTE STINGRAY RWD COUPE,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CRUZE,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,SONIC,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,TRAILBLAZER,14,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DAIHATSU,COPEN GR SPORT,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DAIHATSU,MOVE CANBUS G MAKEUP LIMITED,5,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DAIHATSU,TAFT G TURBO,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DACIA,SPRING,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DAVID BROWN,MINI REMASTERED,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DFSK,GLORY 560,10,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DFSK,GLORY 580 I-AUTO,22,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
EAGLE,EC01,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,348 SPIDER,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,488 GTB,3,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,488 PISTA,5,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,488 PISTA PILOTI,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,488 PISTA SPIDER,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,488 SPIDER,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,812 GTS,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,812 SUPERFAST,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,F8 SPIDER,14,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,F8 TRIBUTO,32,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,GTC4LUSSO T,1,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,PORTOFINO,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
FERRARI,PORTOFINO M,2,2565,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
