mfg,model,regis,year,category_id,category_descr
ALFA ROMEO,GIULIA QUADRIFOGLIO,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ALFA ROMEO,GIULIETTA 1.4,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ASTON MARTIN,DB11,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ASTON MARTIN,DB11 V12 AMR COUPE,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ASTON MARTIN,DB11 V8 COUPE,2,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ASTON MARTIN,DB9 COUPE,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ASTON MARTIN,V8 VANTAGE COUPE,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ASTON MARTIN,VANQUISH COUPE,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ASTON MARTIN,VANTAGE COUPE,2,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A1 SB 35 TFSI S line,24,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A4 40 TFSI S line,2,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A4 AV 45 TFSI q S line BE,35,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A5 Coupe 40 TFSI,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A5 CP 40 TFSI S line,129,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A5 CP 45 TFSI q S line BE,68,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A5 SB 40 TFSI,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A5 SB 40 TFSI S line,158,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,A5 SB 45 TFSI q S line,1,2564,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
