mfg,model,regis,year,category_id,category_descr
AUDI,Q5 45 TFSI q S line,43,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q7 3.0 TDI QUATTRO S-LINE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q7 40 TFSI q,6,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q7 40 TFSI QUATTRO 2.0,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q7 45 TDI q S line,51,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q7 45 TFSI q S line,32,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q7 45 TFSI q S line BE,15,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q7 55 TFSI q S line,17,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q8,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q8 50 TDI QUATTRO,10,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q8 55 TFSI q S line,31,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,Q8 S LINE TDI QUATTRO,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,R8 4.2 QUATTRO COUPE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,R8 Coupe V10 5.2 FSI q,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,R8 COUPE 5.2 FSI V10 REAR,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS 4 AVANT 2.9 TFSI,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,RS3 SPORTBACK,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,S7 SPORTBACK,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TT Coupe 45 TFSI q S line,148,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TT RD 45 TFSI q 20 years,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TT RD 45 TFSI q S line,5,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TTS 2.0 T S,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
AUDI,TTS Coupe q,5,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
ABARTH,595 COMPETIZIONE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,ARNAGE RL AUTO,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,BENTAYGA V8,5,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,BENTAYGA V8 DIESEL,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,BENTAYGA W12,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL 6.0 W12 GT,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT,31,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT COUPE,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT SPEED,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL GT V8 S,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,CONTINENTAL SUPERSPORTS,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,FLYING SPUR V8,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BENTLEY,MULSANNE,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,118i M Sport,111,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,2002 CABRIOLET,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,218i Active Tourer RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,318 I,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,318I CONVERTIBLE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d,543,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d Celebration Edition,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d GT Luxury,795,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d GT M Sport,776,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d GT Sport,19,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d Limousine RHD,88,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d Luxury,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d M Performance,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d M Sport,285,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320d Sport,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320D GT LUXURY,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320D MODERN,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320D SPORT,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320i Luxury,6,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320i M Sport,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320i Sport,4,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320I,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320I LUXURY,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,320I SPORT,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,325CI,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,325D M SPORT,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,325I CABRIO RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,328i M Sport,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,328I M SPORT,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e,61,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e Limousine RHD,6,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e Luxury,25,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e M Sport,302,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330e Sport,397,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330i Limousine RHD,57,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,330i M Sport,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,420D CABRIO RHD,5,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,420D COUPE RHD,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,430i Cabrio RHD,60,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,430i Coupe RHD,62,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d,7,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d Limousine RHD,24,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d M Sport,1035,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520d Sport,231,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520D,4,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,520i,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,525d Celebration Edition,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,525d Luxury,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,525d M Sport,4,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,525D,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,525D LUXURY,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,525D M SPORT,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,528i Luxury,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,528i M Sport,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,528I,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e Elite,73,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e Highline,229,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e Luxury,48,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530e M Sport,730,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530i Limousine RHD,18,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,530i Touring RHD,10,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,630d Gran Turismo RHD,114,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,725Ld,18,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,730 LD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,730Ld M Sport,41,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,730Ld Pure Excellence,68,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Le xDrive iPerformance RHD,9,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Le xDrive M Sport,66,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Le xDrive Pure Excellence,70,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740Li Limousine RHD,6,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,740LI LIMOUSINE RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,840D XDRIVE,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,840D XDRIVE COUPE,6,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,ACTIVE 7 HYBRID,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,BMW I3 (REX) RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,i3s 94Ah RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,i8 Roadster RHD,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,I3S,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,I8 COUPE,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,I8 HYBRID,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,I8 RHD,4,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,I8 ROADSTER,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,I8 ROADSTER HYBRID,5,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M 635 CSi,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M ROADSTER,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M2 Comptetition RHD,8,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M2 Coupe RHD,28,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M2 COMPETITION,6,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M3,5,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M3 COUPE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M3 DAKAR,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M3CSL,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 Cabrio RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 CABRIOLET,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 Coupe RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 COUPE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 COUPE COMPETITION,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 CS Coupe RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 CS COUPE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M4 GTS COUPE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M5,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M5 Limousine RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M5 SALOON COMPETITION,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M760Li xDrive Limousine RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,M850i xDrive Coupe RHD,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18d M Sport,37,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18d RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18d xLine,1067,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18i,117,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18i M Sport,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive18i xLine,60,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 sDrive20d M Sport,932,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 SDRIVE18D RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 SDRIVE18I XLINE,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X1 SDRIVE20D XLINE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X2 sDrive20i RHD,101,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 2.5i,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d Celebration Editi,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d Highline,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d M Sport,377,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d RHD,371,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3 xDrive20d xLine,166,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X3xDrive20d Highline,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X4 xDrive20d M Sport,148,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X4 xDrive20d RHD,254,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X4 xDrive20i M Sport,35,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 sDrive25d,4,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 sDrive25d Celebration Editi,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 sDrive25d Pure Experie,119,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 sDrive25d PURE EXPERIE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 SDRIVE25D,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive30d M Sport,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive30d RHD,124,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive40e M Sport,241,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive40e Pure Experience,21,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 xDrive40i RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 XDRIVE30D M SPORT,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X5 XDRIVE40E RHD,4,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X6 xDrive30d RHD,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X6 XDRIVE30D RHD,6,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,X7 M50d RHD,12,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 M ROADSTER,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 M40i RHD,22,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 sDrive30i RHD,38,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 SDRIVE 2.0I ROADSTER,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 SDRIVE 20I M SPORT,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BMW,Z4 SDRIVE20I RHD,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BYD,ไม่ระบุ,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
BYD,E6,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,ไม่ระบุ,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,AVEO,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO,3,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO 2SS COUPE 6.2L V8,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO 6.2 CONVERTIBLE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO 6.2 ZL1 COUPE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO 6.2L 2SS,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO COUPE 2SS 6.2,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO COUPE 6.2L 2SS,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO ZL1 CONVERTIBLE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAMARO ZL1 COUPE 6.2L,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CAPTIVA,142,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CHEVROLET SPIN  1.5,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO,4,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO C-CAB,3752,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO C-CAB CENTENNIAL,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO C-CAB MIDNIGHT,80,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO C-CAB TRAIL BOSS,38,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,COLORADO X-CAB,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,CRUZE,13,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,OPTRA,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,SONIC,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHEVROLET,TRAILBLAZER,3689,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CITROEN,DS3 1.6 VTI,5,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CITROEN,DS4 1.6 THP,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CITROEN,DS5 1.6 THP,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CITROEN,DS5 1.6 VTI,2,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHANGAN,MAXI TRUCK 1.3 5MT,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
CHERY,QQ1.1,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DAIHATSU,MOVE CONTE,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
DATSUN,240Z,1,2562,1,รถยนต์นั่งส่วนบุคคลไม่เกิน 7 คน
