Product Name,Size,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),Category
Green Tea Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473 mL,400.0,11.0,7.0,0.3,45.0,230.0,68.0,1.0,65.0,6.0,0.2,0.15,0.2,0.04,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,0.02,No Whip,473 mL,300.0,3.0,1.5,0.1,10.0,230.0,64.0,1.0,63.0,5.0,0.08,0.15,0.15,0.04,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,0.02,Whip,473 mL,420.0,14.0,9.0,0.4,50.0,240.0,68.0,1.0,65.0,6.0,0.2,0.15,0.2,0.04,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473 mL,320.0,4.5,2.5,0.1,15.0,220.0,64.0,1.0,63.0,5.0,0.06,0.1,0.15,0.04,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,473 mL,430.0,16.0,9.0,0.5,55.0,230.0,68.0,1.0,65.0,6.0,0.2,0.15,0.15,0.04,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,473 mL,290.0,2.5,0.3,0.0,0.0,220.0,62.0,2.0,60.0,5.0,0.06,0.1,0.15,0.1,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,473 mL,400.0,13.0,7.0,0.3,40.0,230.0,65.0,2.0,62.0,5.0,0.2,0.15,0.2,0.1,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473 mL,280.0,3.0,3.0,0.0,0.0,220.0,62.0,1.0,61.0,1.0,0.0,0.1,0.02,0.04,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,473 mL,390.0,14.0,10.0,0.3,40.0,230.0,66.0,1.0,64.0,2.0,0.15,0.15,0.04,0.04,70,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709 mL,390.0,0.4,0.1,0.0,5.0,310.0,88.0,2.0,86.0,8.0,0.1,0.15,0.25,0.06,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709 mL,500.0,12.0,7.0,0.3,45.0,320.0,91.0,2.0,88.0,9.0,0.25,0.15,0.25,0.06,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,0.02,No Whip,709 mL,420.0,4.0,2.5,0.2,15.0,320.0,87.0,2.0,86.0,8.0,0.1,0.15,0.25,0.04,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,0.02,Whip,709 mL,530.0,15.0,10.0,0.5,55.0,330.0,91.0,2.0,88.0,8.0,0.25,0.2,0.25,0.04,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709 mL,440.0,7.0,4.0,0.2,20.0,310.0,87.0,2.0,86.0,7.0,0.1,0.15,0.25,0.06,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,709 mL,550.0,18.0,11.0,0.5,60.0,320.0,91.0,2.0,88.0,8.0,0.2,0.15,0.25,0.06,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709 mL,400.0,3.5,0.4,0.0,0.0,300.0,84.0,2.0,81.0,7.0,0.08,0.15,0.25,0.15,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,709 mL,510.0,15.0,7.0,0.3,40.0,310.0,87.0,2.0,83.0,7.0,0.2,0.15,0.25,0.15,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709 mL,380.0,4.5,4.0,0.0,0.0,300.0,85.0,2.0,82.0,2.0,0.0,0.15,0.02,0.04,95,Frappucino® Blended Crème
Green Tea Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709 mL,500.0,16.0,11.0,0.3,40.0,310.0,88.0,2.0,85.0,2.0,0.15,0.15,0.04,0.04,95,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354 mL,140.0,0.1,0.0,0.0,0.0,135.0,30.0,0.0,30.0,3.0,0.06,0.0,0.1,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354 mL,220.0,8.0,5.0,0.2,30.0,140.0,33.0,0.0,32.0,3.0,0.15,0.0,0.1,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,0.02,No Whip,354 mL,150.0,2.0,1.0,0.1,5.0,140.0,30.0,0.0,29.0,3.0,0.04,0.0,0.1,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,0.02,Whip,354 mL,230.0,10.0,6.0,0.3,35.0,150.0,33.0,0.0,32.0,3.0,0.15,0.0,0.1,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,354 mL,160.0,3.0,1.5,0.1,10.0,135.0,30.0,0.0,29.0,3.0,0.04,0.0,0.1,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,354 mL,240.0,11.0,7.0,0.3,40.0,140.0,33.0,0.0,32.0,3.0,0.15,0.0,0.1,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,354 mL,140.0,1.5,0.2,0.0,0.0,130.0,29.0,0.0,27.0,2.0,0.04,0.0,0.1,0.04,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,354 mL,220.0,9.0,5.0,0.2,30.0,140.0,31.0,0.0,30.0,3.0,0.15,0.0,0.1,0.04,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354 mL,140.0,2.0,2.0,0.0,0.0,135.0,29.0,0.0,28.0,0.2,0.0,0.0,0.0,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,354 mL,220.0,10.0,7.0,0.2,30.0,140.0,31.0,0.0,30.0,1.0,0.1,0.0,0.02,0.0,20,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473 mL,190.0,0.1,0.1,0.0,0.0,180.0,42.0,0.0,41.0,4.0,0.06,0.0,0.15,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473 mL,300.0,11.0,7.0,0.3,45.0,200.0,45.0,0.0,44.0,4.0,0.2,0.0,0.15,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,0.02,No Whip,473 mL,200.0,2.0,1.5,0.1,10.0,190.0,42.0,0.0,41.0,4.0,0.06,0.0,0.15,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,0.02,Whip,473 mL,320.0,13.0,8.0,0.4,50.0,200.0,45.0,0.0,44.0,4.0,0.2,0.0,0.15,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473 mL,220.0,3.5,2.0,0.1,10.0,180.0,42.0,0.0,41.0,3.0,0.06,0.0,0.1,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,473 mL,330.0,15.0,9.0,0.4,50.0,200.0,45.0,0.0,44.0,4.0,0.2,0.0,0.15,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,473 mL,190.0,2.0,0.2,0.0,0.0,180.0,40.0,0.0,38.0,3.0,0.04,0.0,0.15,0.06,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,473 mL,310.0,13.0,7.0,0.3,40.0,190.0,43.0,0.0,41.0,4.0,0.15,0.0,0.15,0.06,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473 mL,190.0,2.5,2.5,0.0,0.0,180.0,40.0,0.0,39.0,0.2,0.0,0.0,0.0,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,473 mL,300.0,14.0,9.0,0.3,40.0,190.0,43.0,0.0,42.0,1.0,0.15,0.0,0.02,0.0,25,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709 mL,260.0,0.1,0.1,0.0,5.0,260.0,59.0,0.0,58.0,6.0,0.1,0.0,0.2,0.0,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709 mL,380.0,11.0,7.0,0.3,45.0,270.0,63.0,0.0,61.0,6.0,0.25,0.0,0.2,0.0,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,0.02,No Whip,709 mL,290.0,3.5,2.0,0.1,15.0,270.0,59.0,0.0,57.0,6.0,0.1,0.0,0.2,0.0,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,0.02,Whip,709 mL,410.0,15.0,9.0,0.5,55.0,280.0,62.0,0.0,61.0,6.0,0.2,0.0,0.2,0.0,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709 mL,310.0,6.0,3.0,0.2,15.0,260.0,59.0,0.0,57.0,5.0,0.08,0.0,0.2,0.0,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,709 mL,420.0,17.0,10.0,0.5,60.0,280.0,62.0,0.0,61.0,6.0,0.2,0.0,0.2,0.0,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709 mL,270.0,2.5,0.4,0.0,0.0,260.0,56.0,1.0,53.0,5.0,0.06,0.0,0.2,0.08,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,709 mL,390.0,14.0,7.0,0.3,40.0,270.0,59.0,1.0,56.0,5.0,0.2,0.0,0.2,0.08,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709 mL,270.0,4.0,3.5,0.0,0.0,260.0,57.0,0.0,55.0,0.4,0.0,0.0,0.0,0.0,40,Frappucino® Blended Crème
Oprah Cinnamon Chai Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709 mL,380.0,15.0,11.0,0.3,40.0,270.0,60.0,0.0,58.0,1.0,0.15,0.0,0.02,0.0,40,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Nonfat,No Whip,354 mL,170.0,0.1,0.1,0.0,0.0,140.0,38.0,0.0,37.0,3.0,0.06,0.06,0.1,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Nonfat,Whip,354 mL,250.0,8.0,5.0,0.2,30.0,150.0,41.0,0.0,39.0,4.0,0.15,0.06,0.15,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,0.02,No Whip,354 mL,180.0,2.0,1.0,0.1,5.0,150.0,38.0,0.0,37.0,3.0,0.06,0.06,0.1,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,0.02,Whip,354 mL,260.0,10.0,6.0,0.3,35.0,160.0,40.0,0.0,39.0,4.0,0.15,0.06,0.15,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Whole,No Whip,354 mL,190.0,3.0,1.5,0.1,10.0,140.0,38.0,0.0,37.0,3.0,0.04,0.06,0.1,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Whole,Whip,354 mL,270.0,11.0,7.0,0.3,40.0,150.0,40.0,0.0,39.0,3.0,0.15,0.06,0.1,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Soy,No Whip,354 mL,170.0,1.5,0.2,0.0,0.0,140.0,37.0,1.0,35.0,3.0,0.04,0.06,0.1,0.06,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Soy,Whip,354 mL,250.0,9.0,5.0,0.2,30.0,150.0,39.0,1.0,37.0,3.0,0.15,0.06,0.15,0.06,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Coconut,No Whip,354 mL,170.0,2.0,2.0,0.0,0.0,140.0,37.0,0.0,35.0,0.3,0.0,0.06,0.02,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Tall,Coconut,Whip,354 mL,250.0,10.0,7.0,0.2,30.0,150.0,39.0,0.0,38.0,1.0,0.1,0.06,0.02,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Nonfat,No Whip,473 mL,230.0,0.2,0.1,0.0,0.0,200.0,53.0,0.0,52.0,4.0,0.08,0.06,0.15,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Nonfat,Whip,473 mL,340.0,11.0,7.0,0.3,45.0,210.0,56.0,0.0,54.0,5.0,0.2,0.08,0.15,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,0.02,No Whip,473 mL,250.0,2.5,1.5,0.1,10.0,200.0,53.0,0.0,51.0,4.0,0.06,0.08,0.15,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,0.02,Whip,473 mL,360.0,14.0,8.0,0.4,50.0,210.0,56.0,0.0,54.0,5.0,0.2,0.08,0.15,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Whole,No Whip,473 mL,260.0,4.0,2.0,0.1,10.0,200.0,53.0,0.0,51.0,4.0,0.06,0.06,0.15,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Whole,Whip,473 mL,370.0,15.0,9.0,0.4,55.0,210.0,56.0,0.0,54.0,4.0,0.2,0.08,0.15,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Soy,No Whip,473 mL,240.0,2.0,0.2,0.0,0.0,190.0,51.0,1.0,49.0,3.0,0.04,0.06,0.15,0.08,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Soy,Whip,473 mL,350.0,13.0,7.0,0.3,40.0,200.0,54.0,1.0,51.0,4.0,0.15,0.08,0.15,0.08,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Coconut,No Whip,473 mL,230.0,2.5,2.5,0.0,0.0,190.0,51.0,0.0,49.0,0.4,0.0,0.06,0.02,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Grande,Coconut,Whip,473 mL,340.0,14.0,9.0,0.3,40.0,200.0,54.0,0.0,53.0,1.0,0.15,0.08,0.04,0.02,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Nonfat,No Whip,709 mL,300.0,0.2,0.1,0.0,5.0,270.0,70.0,0.0,68.0,6.0,0.1,0.08,0.2,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Nonfat,Whip,709 mL,420.0,11.0,7.0,0.3,45.0,280.0,73.0,0.0,70.0,7.0,0.25,0.08,0.25,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,0.02,No Whip,709 mL,330.0,3.5,2.0,0.1,15.0,280.0,69.0,0.0,68.0,6.0,0.1,0.08,0.2,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,0.02,Whip,709 mL,450.0,15.0,9.0,0.5,55.0,290.0,73.0,0.0,70.0,7.0,0.2,0.08,0.25,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Whole,No Whip,709 mL,350.0,6.0,3.0,0.2,15.0,270.0,69.0,0.0,68.0,6.0,0.08,0.08,0.2,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Whole,Whip,709 mL,460.0,17.0,10.0,0.5,60.0,280.0,73.0,0.0,70.0,6.0,0.2,0.08,0.2,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Soy,No Whip,709 mL,310.0,3.0,0.4,0.0,0.0,260.0,67.0,1.0,63.0,5.0,0.06,0.08,0.2,0.1,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Soy,Whip,709 mL,430.0,14.0,7.0,0.3,40.0,270.0,70.0,1.0,66.0,6.0,0.2,0.08,0.25,0.1,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Coconut,No Whip,709 mL,300.0,3.5,3.5,0.0,0.0,260.0,67.0,1.0,65.0,1.0,0.0,0.08,0.02,0.04,0,Frappucino® Blended Crème
Strawberries & Crème Frappuccino® Blended Beverage,Venti®,Coconut,Whip,709 mL,420.0,15.0,10.0,0.3,40.0,270.0,70.0,1.0,68.0,1.0,0.15,0.08,0.04,0.04,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Nonfat,No Whip,354 mL,170.0,0.1,0.1,0.0,0.0,160.0,39.0,0.0,38.0,4.0,0.06,0.0,0.1,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Nonfat,Whip,354 mL,250.0,8.0,5.0,0.2,30.0,170.0,41.0,0.0,40.0,4.0,0.15,0.0,0.15,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,0.02,No Whip,354 mL,190.0,2.0,1.0,0.1,10.0,170.0,39.0,0.0,38.0,4.0,0.06,0.0,0.1,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,0.02,Whip,354 mL,270.0,10.0,6.0,0.3,40.0,170.0,41.0,0.0,39.0,4.0,0.15,0.0,0.15,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Whole,No Whip,354 mL,200.0,3.5,2.0,0.1,10.0,160.0,39.0,0.0,38.0,3.0,0.06,0.0,0.1,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Whole,Whip,354 mL,280.0,11.0,7.0,0.3,40.0,170.0,41.0,0.0,39.0,4.0,0.15,0.0,0.1,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Soy,No Whip,354 mL,180.0,1.5,0.2,0.0,0.0,160.0,37.0,1.0,35.0,3.0,0.04,0.0,0.1,0.06,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Soy,Whip,354 mL,260.0,10.0,5.0,0.2,30.0,160.0,39.0,1.0,37.0,3.0,0.15,0.0,0.15,0.06,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Coconut,No Whip,354 mL,170.0,2.5,2.0,0.0,0.0,160.0,37.0,0.0,36.0,0.2,0.0,0.0,0.0,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Tall,Coconut,Whip,354 mL,250.0,10.0,7.0,0.2,30.0,160.0,39.0,0.0,38.0,1.0,0.1,0.0,0.02,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Nonfat,No Whip,473 mL,240.0,0.1,0.1,0.0,8.0,230.0,56.0,0.0,55.0,5.0,0.08,0.0,0.15,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Nonfat,Whip,473 mL,360.0,11.0,7.0,0.3,45.0,240.0,60.0,0.0,57.0,5.0,0.2,0.0,0.2,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,0.02,No Whip,473 mL,270.0,3.0,1.5,0.1,10.0,240.0,56.0,0.0,55.0,5.0,0.08,0.0,0.15,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,0.02,Whip,473 mL,380.0,14.0,8.0,0.4,55.0,250.0,59.0,0.0,57.0,5.0,0.2,0.0,0.15,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Whole,No Whip,473 mL,280.0,4.5,2.5,0.1,15.0,230.0,56.0,0.0,55.0,4.0,0.06,0.0,0.15,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Whole,Whip,473 mL,400.0,16.0,10.0,0.5,55.0,240.0,59.0,0.0,57.0,5.0,0.2,0.0,0.15,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Soy,No Whip,473 mL,250.0,2.5,0.3,0.0,0.0,220.0,54.0,1.0,51.0,4.0,0.06,0.0,0.15,0.08,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Soy,Whip,473 mL,370.0,13.0,7.0,0.3,40.0,230.0,57.0,1.0,54.0,5.0,0.2,0.0,0.2,0.08,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Coconut,No Whip,473 mL,240.0,3.0,3.0,0.0,0.0,220.0,54.0,0.0,52.0,0.3,0.0,0.0,0.0,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Grande,Coconut,Whip,473 mL,360.0,14.0,10.0,0.3,40.0,240.0,57.0,0.0,56.0,1.0,0.15,0.0,0.02,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Nonfat,No Whip,709 mL,320.0,0.2,0.1,0.0,5.0,300.0,73.0,0.0,71.0,7.0,0.1,0.0,0.2,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Nonfat,Whip,709 mL,430.0,11.0,7.0,0.3,45.0,310.0,76.0,0.0,73.0,7.0,0.25,0.0,0.25,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,0.02,No Whip,709 mL,350.0,4.0,2.0,0.1,15.0,310.0,73.0,0.0,71.0,7.0,0.1,0.0,0.2,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,0.02,Whip,709 mL,460.0,15.0,9.0,0.5,55.0,320.0,76.0,0.0,73.0,7.0,0.25,0.0,0.25,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Whole,No Whip,709 mL,370.0,7.0,4.0,0.2,20.0,300.0,73.0,0.0,71.0,6.0,0.1,0.0,0.2,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Whole,Whip,709 mL,490.0,18.0,11.0,0.5,60.0,310.0,76.0,0.0,73.0,7.0,0.2,0.0,0.25,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Soy,No Whip,709 mL,330.0,3.0,0.4,0.0,0.0,290.0,69.0,1.0,66.0,6.0,0.08,0.0,0.25,0.1,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Soy,Whip,709 mL,440.0,14.0,7.0,0.3,40.0,300.0,73.0,1.0,68.0,6.0,0.2,0.0,0.25,0.1,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Coconut,No Whip,709 mL,310.0,4.5,4.0,0.0,0.0,290.0,69.0,0.0,67.0,0.5,0.0,0.0,0.0,0.0,0,Frappucino® Blended Crème
Vanilla Bean Crème Frappuccino® Blended Crème,Venti®,Coconut,Whip,709 mL,430.0,15.0,11.0,0.3,40.0,300.0,73.0,0.0,70.0,1.0,0.15,0.0,0.02,0.0,0,Frappucino® Blended Crème
Caramel Apple Spice,Kids,,No Whip,236 mL,140.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Kids,,Whip,236 mL,210.0,6.0,3.5,0.2,20.0,20.0,40.0,0.0,37.0,0.3,0.06,0.0,0.0,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Short,,No Whip,236 mL,140.0,0.0,0.0,0.0,0.0,10.0,35.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Short,,Whip,236 mL,210.0,6.0,3.5,0.2,20.0,20.0,40.0,0.0,37.0,0.3,0.06,0.0,0.0,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Tall,,No Whip,354 mL,210.0,0.0,0.0,0.0,0.0,15.0,53.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Tall,,Whip,354 mL,300.0,7.0,4.5,0.2,25.0,30.0,59.0,0.0,55.0,0.4,0.08,0.0,0.02,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Grande,,No Whip,473 mL,280.0,0.0,0.0,0.0,0.0,20.0,70.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Grande,,Whip,473 mL,380.0,8.0,5.0,0.2,30.0,35.0,76.0,0.0,71.0,0.5,0.1,0.0,0.02,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Venti®,,No Whip,591 mL,360.0,0.0,0.0,0.0,0.0,25.0,89.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Caramel Apple Spice,Venti®,,Whip,591 mL,450.0,8.0,5.0,0.2,30.0,40.0,95.0,0.0,88.0,0.5,0.1,0.0,0.02,0.0,0,Hot Chocolate & Other
Hot Chocolate,Kids,Nonfat,No Whip,236 mL,140.0,1.5,1.0,0.0,5.0,70.0,26.0,2.0,23.0,7.0,0.1,0.0,0.2,0.15,15,Hot Chocolate & Other
Hot Chocolate,Kids,Nonfat,Whip,236 mL,200.0,6.0,4.0,0.2,20.0,95.0,29.0,2.0,24.0,8.0,0.1,0.02,0.15,0.2,15,Hot Chocolate & Other
Hot Chocolate,Kids,0.02,No Whip,236 mL,170.0,4.5,3.0,0.1,15.0,80.0,26.0,2.0,22.0,7.0,0.1,0.0,0.2,0.15,15,Hot Chocolate & Other
