Product Name,Size,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),Category
Hot Chocolate,Kids,0.02,Whip,236 mL,230.0,10.0,6.0,0.3,30.0,85.0,28.0,2.0,24.0,7.0,0.15,0.0,0.2,0.2,15,Hot Chocolate & Other
Hot Chocolate,Kids,Whole,No Whip,236 mL,190.0,7.0,4.0,0.2,15.0,70.0,26.0,2.0,22.0,7.0,0.08,0.0,0.2,0.15,15,Hot Chocolate & Other
Hot Chocolate,Kids,Whole,Whip,236 mL,250.0,12.0,7.0,0.3,35.0,80.0,28.0,2.0,24.0,7.0,0.15,0.0,0.2,0.2,15,Hot Chocolate & Other
Hot Chocolate,Kids,Soy,No Whip,236 mL,150.0,3.5,1.0,0.0,0.0,60.0,23.0,3.0,18.0,6.0,0.06,0.0,0.2,0.25,15,Hot Chocolate & Other
Hot Chocolate,Kids,Soy,Whip,236 mL,210.0,9.0,4.5,0.2,20.0,65.0,25.0,3.0,20.0,6.0,0.1,0.0,0.2,0.25,15,Hot Chocolate & Other
Hot Chocolate,Kids,Coconut,No Whip,236 mL,140.0,5.0,4.5,0.0,0.0,70.0,23.0,2.0,20.0,2.0,0.0,0.0,0.0,0.15,15,Hot Chocolate & Other
Hot Chocolate,Kids,Coconut,Whip,236 mL,200.0,10.0,8.0,0.2,20.0,75.0,26.0,2.0,22.0,2.0,0.06,0.0,0.02,0.2,15,Hot Chocolate & Other
Hot Chocolate,Short,Nonfat,No Whip,236 mL,140.0,1.5,1.0,0.0,5.0,70.0,26.0,2.0,23.0,7.0,0.1,0.0,0.2,0.15,15,Hot Chocolate & Other
Hot Chocolate,Short,Nonfat,Whip,236 mL,200.0,6.0,4.0,0.2,20.0,95.0,29.0,2.0,24.0,8.0,0.1,0.02,0.15,0.2,15,Hot Chocolate & Other
Hot Chocolate,Short,0.02,No Whip,236 mL,170.0,4.5,3.0,0.1,15.0,80.0,26.0,2.0,22.0,7.0,0.1,0.0,0.2,0.15,15,Hot Chocolate & Other
Hot Chocolate,Short,0.02,Whip,236 mL,230.0,10.0,6.0,0.3,30.0,85.0,28.0,2.0,24.0,7.0,0.15,0.0,0.2,0.2,15,Hot Chocolate & Other
Hot Chocolate,Short,Whole,No Whip,236 mL,190.0,7.0,4.0,0.2,15.0,70.0,26.0,2.0,22.0,7.0,0.08,0.0,0.2,0.15,15,Hot Chocolate & Other
Hot Chocolate,Short,Whole,Whip,236 mL,250.0,12.0,7.0,0.3,35.0,80.0,28.0,2.0,24.0,7.0,0.15,0.0,0.2,0.2,15,Hot Chocolate & Other
Hot Chocolate,Short,Soy,No Whip,236 mL,150.0,3.5,1.0,0.0,0.0,60.0,23.0,3.0,18.0,6.0,0.06,0.0,0.2,0.25,15,Hot Chocolate & Other
Hot Chocolate,Short,Soy,Whip,236 mL,210.0,9.0,4.5,0.2,20.0,65.0,25.0,3.0,20.0,6.0,0.1,0.0,0.2,0.25,15,Hot Chocolate & Other
Hot Chocolate,Short,Coconut,No Whip,236 mL,140.0,5.0,4.5,0.0,0.0,70.0,23.0,2.0,20.0,2.0,0.0,0.0,0.0,0.15,15,Hot Chocolate & Other
Hot Chocolate,Short,Coconut,Whip,236 mL,200.0,10.0,8.0,0.2,20.0,75.0,26.0,2.0,22.0,2.0,0.06,0.0,0.02,0.2,15,Hot Chocolate & Other
Hot Chocolate,Tall,Nonfat,No Whip,354 mL,210.0,2.0,1.0,0.0,5.0,110.0,37.0,3.0,32.0,11.0,0.15,0.0,0.3,0.25,20,Hot Chocolate & Other
Hot Chocolate,Tall,Nonfat,Whip,354 mL,280.0,8.0,5.0,0.2,30.0,115.0,40.0,3.0,34.0,11.0,0.25,0.0,0.3,0.25,20,Hot Chocolate & Other
Hot Chocolate,Tall,0.02,No Whip,354 mL,250.0,7.0,4.5,0.2,20.0,125.0,37.0,3.0,32.0,11.0,0.15,0.0,0.3,0.25,20,Hot Chocolate & Other
Hot Chocolate,Tall,0.02,Whip,354 mL,320.0,13.0,8.0,0.4,45.0,130.0,39.0,3.0,34.0,11.0,0.2,0.02,0.3,0.25,20,Hot Chocolate & Other
Hot Chocolate,Tall,Whole,No Whip,354 mL,280.0,10.0,6.0,0.3,25.0,110.0,37.0,3.0,32.0,10.0,0.1,0.0,0.3,0.25,20,Hot Chocolate & Other
Hot Chocolate,Tall,Whole,Whip,354 mL,350.0,16.0,10.0,0.4,50.0,120.0,39.0,3.0,34.0,11.0,0.2,0.0,0.3,0.25,20,Hot Chocolate & Other
Hot Chocolate,Tall,Soy,No Whip,354 mL,220.0,6.0,1.5,0.0,0.0,95.0,32.0,4.0,25.0,9.0,0.1,0.0,0.3,0.4,20,Hot Chocolate & Other
Hot Chocolate,Tall,Soy,Whip,354 mL,290.0,12.0,5.0,0.2,25.0,100.0,35.0,4.0,28.0,9.0,0.15,0.0,0.3,0.4,20,Hot Chocolate & Other
Hot Chocolate,Tall,Coconut,No Whip,354 mL,210.0,8.0,7.0,0.0,0.0,110.0,33.0,3.0,28.0,3.0,0.0,0.0,0.02,0.25,20,Hot Chocolate & Other
Hot Chocolate,Tall,Coconut,Whip,354 mL,280.0,14.0,10.0,0.2,25.0,115.0,36.0,3.0,31.0,3.0,0.06,0.0,0.02,0.25,20,Hot Chocolate & Other
Hot Chocolate,Grande,Nonfat,No Whip,473 mL,270.0,2.5,1.5,0.0,5.0,140.0,47.0,4.0,41.0,14.0,0.2,0.0,0.4,0.35,25,Hot Chocolate & Other
Hot Chocolate,Grande,Nonfat,Whip,473 mL,350.0,10.0,6.0,0.2,35.0,150.0,51.0,4.0,43.0,15.0,0.3,0.0,0.4,0.35,25,Hot Chocolate & Other
Hot Chocolate,Grande,0.02,No Whip,473 mL,320.0,9.0,6.0,0.3,25.0,160.0,47.0,4.0,41.0,14.0,0.2,0.02,0.4,0.35,25,Hot Chocolate & Other
Hot Chocolate,Grande,0.02,Whip,473 mL,400.0,16.0,10.0,0.5,55.0,170.0,50.0,4.0,43.0,14.0,0.25,0.02,0.4,0.35,25,Hot Chocolate & Other
Hot Chocolate,Grande,Whole,No Whip,473 mL,360.0,13.0,8.0,0.3,35.0,150.0,47.0,4.0,41.0,13.0,0.15,0.0,0.35,0.35,25,Hot Chocolate & Other
Hot Chocolate,Grande,Whole,Whip,473 mL,440.0,20.0,12.0,0.5,60.0,150.0,50.0,4.0,43.0,14.0,0.25,0.0,0.35,0.35,25,Hot Chocolate & Other
Hot Chocolate,Grande,Soy,No Whip,473 mL,280.0,8.0,2.0,0.0,0.0,125.0,41.0,5.0,32.0,12.0,0.15,0.0,0.4,0.5,25,Hot Chocolate & Other
Hot Chocolate,Grande,Soy,Whip,473 mL,360.0,15.0,7.0,0.2,25.0,130.0,44.0,5.0,35.0,12.0,0.2,0.0,0.4,0.5,25,Hot Chocolate & Other
Hot Chocolate,Grande,Coconut,No Whip,473 mL,270.0,10.0,9.0,0.0,0.0,140.0,42.0,4.0,35.0,4.0,0.0,0.0,0.02,0.35,25,Hot Chocolate & Other
Hot Chocolate,Grande,Coconut,Whip,473 mL,350.0,17.0,13.0,0.2,25.0,150.0,46.0,4.0,38.0,4.0,0.08,0.0,0.02,0.35,30,Hot Chocolate & Other
Hot Chocolate,Venti®,Nonfat,No Whip,591 mL,350.0,3.5,2.0,0.0,10.0,180.0,63.0,5.0,55.0,18.0,0.25,0.0,0.5,0.4,35,Hot Chocolate & Other
Hot Chocolate,Venti®,Nonfat,Whip,591 mL,430.0,10.0,6.0,0.2,35.0,190.0,66.0,5.0,58.0,18.0,0.35,0.0,0.5,0.45,35,Hot Chocolate & Other
Hot Chocolate,Venti®,0.02,No Whip,591 mL,420.0,11.0,7.0,0.4,35.0,200.0,62.0,5.0,55.0,17.0,0.25,0.02,0.5,0.4,35,Hot Chocolate & Other
Hot Chocolate,Venti®,0.02,Whip,591 mL,500.0,19.0,12.0,0.5,60.0,210.0,66.0,5.0,57.0,18.0,0.3,0.02,0.5,0.45,35,Hot Chocolate & Other
Hot Chocolate,Venti®,Whole,No Whip,591 mL,470.0,17.0,10.0,0.4,45.0,190.0,62.0,5.0,55.0,17.0,0.2,0.0,0.45,0.4,35,Hot Chocolate & Other
Hot Chocolate,Venti®,Whole,Whip,591 mL,550.0,24.0,14.0,0.5,70.0,190.0,66.0,5.0,57.0,17.0,0.3,0.0,0.45,0.45,35,Hot Chocolate & Other
Hot Chocolate,Venti®,Soy,No Whip,591 mL,370.0,9.0,2.5,0.0,0.0,160.0,55.0,7.0,44.0,15.0,0.15,0.0,0.5,0.6,35,Hot Chocolate & Other
Hot Chocolate,Venti®,Soy,Whip,591 mL,450.0,17.0,7.0,0.2,25.0,170.0,58.0,7.0,46.0,15.0,0.25,0.0,0.5,0.6,35,Hot Chocolate & Other
Hot Chocolate,Venti®,Coconut,No Whip,591 mL,360.0,13.0,11.0,0.0,0.0,180.0,57.0,5.0,48.0,4.0,0.0,0.0,0.02,0.4,35,Hot Chocolate & Other
Hot Chocolate,Venti®,Coconut,Whip,591 mL,430.0,20.0,15.0,0.2,25.0,190.0,60.0,5.0,51.0,5.0,0.08,0.0,0.04,0.45,35,Hot Chocolate & Other
Lemonade,Kids,,,354 mL,80.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.1,0.0,0.25,0.0,0.0,0,Hot Chocolate & Other
Lemonade,Tall,,,354 mL,80.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.1,0.0,0.25,0.0,0.0,0,Hot Chocolate & Other
Lemonade,Grande,,,473 mL,110.0,0.0,0.0,0.0,0.0,1.0,29.0,0.0,29.0,0.2,0.0,0.3,0.0,0.0,0,Hot Chocolate & Other
Lemonade,Venti®,,,709 mL,150.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,41.0,0.2,0.0,0.45,0.0,0.0,0,Hot Chocolate & Other
Lemonade,Trenta,,,887 mL,180.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,49.0,0.3,0.0,0.5,0.0,0.0,0,Hot Chocolate & Other
Milk,Tall,Nonfat,,354 mL,140.0,0.3,0.2,0.0,10.0,170.0,20.0,0.0,20.0,14.0,0.25,0.0,0.45,0.0,0,Hot Chocolate & Other
Milk,Tall,0.02,,354 mL,200.0,8.0,4.0,0.2,30.0,190.0,19.0,0.0,19.0,13.0,0.2,0.02,0.45,0.0,0,Hot Chocolate & Other
Milk,Tall,Whole,,354 mL,240.0,13.0,7.0,0.4,40.0,170.0,19.0,0.0,19.0,13.0,0.2,0.0,0.4,0.0,0,Hot Chocolate & Other
Milk,Tall,Soy,,354 mL,160.0,6.0,1.0,0.0,0.0,150.0,13.0,2.0,10.0,11.0,0.15,0.0,0.45,0.2,0,Hot Chocolate & Other
Milk,Tall,Coconut,,354 mL,130.0,9.0,8.0,0.0,0.0,160.0,13.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Milk,Grande,Nonfat,,473 mL,180.0,0.4,0.3,0.0,10.0,220.0,26.0,0.0,26.0,18.0,0.3,0.0,0.6,0.02,0,Hot Chocolate & Other
Milk,Grande,0.02,,473 mL,260.0,10.0,5.0,0.3,40.0,250.0,25.0,0.0,25.0,17.0,0.3,0.0,0.6,0.0,0,Hot Chocolate & Other
Milk,Grande,Whole,,473 mL,320.0,17.0,10.0,0.5,55.0,230.0,25.0,0.0,25.0,17.0,0.25,0.0,0.5,0.02,0,Hot Chocolate & Other
Milk,Grande,Soy,,473 mL,210.0,8.0,1.0,0.0,0.0,200.0,17.0,2.0,13.0,15.0,0.2,0.0,0.6,0.25,0,Hot Chocolate & Other
Milk,Grande,Coconut,,473 mL,180.0,11.0,11.0,0.0,0.0,210.0,18.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Milk,Venti®,Nonfat,,709 mL,250.0,0.5,0.4,0.0,15.0,310.0,37.0,0.0,37.0,25.0,0.45,0.0,0.8,0.02,0,Hot Chocolate & Other
Milk,Venti®,0.02,,709 mL,370.0,15.0,7.0,0.4,60.0,350.0,36.0,0.0,36.0,24.0,0.4,0.02,0.8,0.02,0,Hot Chocolate & Other
Milk,Venti®,Whole,,709 mL,450.0,24.0,14.0,0.5,75.0,320.0,36.0,0.0,36.0,23.0,0.35,0.0,0.8,0.02,0,Hot Chocolate & Other
Milk,Venti®,Soy,,709 mL,300.0,12.0,1.5,0.0,0.0,280.0,24.0,3.0,18.0,21.0,0.3,0.0,0.9,0.4,0,Hot Chocolate & Other
Milk,Venti®,Coconut,,709 mL,250.0,16.0,15.0,0.0,0.0,290.0,25.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Skinny Hot Chocolate,Kids,Nonfat,,236 mL,80.0,1.0,0.5,0.0,5.0,85.0,12.0,2.0,8.0,7.0,0.1,0.0,0.2,0.3,0,Hot Chocolate & Other
Skinny Hot Chocolate,Short,Nonfat,,236 mL,80.0,1.0,0.5,0.0,5.0,85.0,12.0,2.0,8.0,7.0,0.1,0.0,0.2,0.3,0,Hot Chocolate & Other
Skinny Hot Chocolate,Tall,Nonfat,,354 mL,130.0,1.5,1.0,0.1,5.0,125.0,18.0,3.0,13.0,11.0,0.15,0.0,0.3,0.45,0,Hot Chocolate & Other
Skinny Hot Chocolate,Grande,Nonfat,,473 mL,170.0,1.5,1.0,0.1,5.0,160.0,24.0,4.0,17.0,14.0,0.2,0.0,0.4,0.6,0,Hot Chocolate & Other
Skinny Hot Chocolate,Venti®,Nonfat,,591 mL,210.0,2.0,1.5,0.1,10.0,210.0,30.0,5.0,21.0,18.0,0.25,0.0,0.5,0.7,0,Hot Chocolate & Other
Steamed Apple Juice,Kids,,,236 mL,120.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Apple Juice,Short,,,236 mL,120.0,0.0,0.0,0.0,0.0,10.0,30.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Apple Juice,Tall,,,354 mL,170.0,0.0,0.0,0.0,0.0,15.0,44.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Apple Juice,Grande,,,473 mL,220.0,0.0,0.0,0.0,0.0,20.0,55.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Apple Juice,Venti®,,,591 mL,280.0,0.0,0.0,0.0,0.0,25.0,69.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Milk,Kids,Nonfat,,236 mL,70.0,0.2,0.1,0.0,5.0,85.0,10.0,0.0,10.0,7.0,0.1,0.0,0.25,0.0,0,Hot Chocolate & Other
Steamed Milk,Kids,0.02,,236 mL,100.0,4.0,2.0,0.1,15.0,95.0,10.0,0.0,10.0,7.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Steamed Milk,Kids,Whole,,236 mL,120.0,7.0,4.0,0.2,20.0,90.0,10.0,0.0,10.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Steamed Milk,Kids,Soy,,236 mL,80.0,3.0,0.4,0.0,0.0,75.0,6.0,1.0,5.0,5.0,0.08,0.0,0.2,0.1,0,Hot Chocolate & Other
Steamed Milk,Kids,Coconut,,236 mL,70.0,5.0,4.5,0.0,0.0,85.0,7.0,0.0,7.0,0.5,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Milk,Short,Nonfat,,236 mL,70.0,0.2,0.1,0.0,5.0,85.0,10.0,0.0,10.0,7.0,0.1,0.0,0.25,0.0,0,Hot Chocolate & Other
Steamed Milk,Short,0.02,,236 mL,100.0,4.0,2.0,0.1,15.0,95.0,10.0,0.0,10.0,7.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Steamed Milk,Short,Whole,,236 mL,120.0,7.0,4.0,0.2,20.0,90.0,10.0,0.0,10.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Steamed Milk,Short,Soy,,236 mL,80.0,3.0,0.4,0.0,0.0,75.0,6.0,1.0,5.0,5.0,0.08,0.0,0.2,0.1,0,Hot Chocolate & Other
Steamed Milk,Short,Coconut,,236 mL,70.0,5.0,4.5,0.0,0.0,85.0,7.0,0.0,7.0,0.5,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Milk,Tall,Nonfat,,354 mL,110.0,0.2,0.2,0.0,5.0,130.0,15.0,0.0,15.0,10.0,0.2,0.0,0.35,0.0,0,Hot Chocolate & Other
Steamed Milk,Tall,0.02,,354 mL,160.0,6.0,3.0,0.2,25.0,150.0,15.0,0.0,15.0,10.0,0.15,0.02,0.35,0.0,0,Hot Chocolate & Other
Steamed Milk,Tall,Whole,,354 mL,190.0,10.0,6.0,0.3,30.0,135.0,15.0,0.0,15.0,10.0,0.15,0.0,0.3,0.0,0,Hot Chocolate & Other
Steamed Milk,Tall,Soy,,354 mL,120.0,4.5,0.5,0.0,0.0,110.0,9.0,1.0,7.0,8.0,0.1,0.0,0.35,0.15,0,Hot Chocolate & Other
Steamed Milk,Tall,Coconut,,354 mL,110.0,7.0,7.0,0.0,0.0,130.0,11.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Milk,Grande,Nonfat,,473 mL,140.0,0.3,0.2,0.0,10.0,170.0,20.0,0.0,20.0,14.0,0.25,0.0,0.45,0.0,0,Hot Chocolate & Other
Steamed Milk,Grande,0.02,,473 mL,200.0,8.0,4.0,0.2,30.0,190.0,19.0,0.0,19.0,13.0,0.25,0.02,0.45,0.0,0,Hot Chocolate & Other
Steamed Milk,Grande,Whole,,473 mL,250.0,13.0,8.0,0.4,40.0,170.0,19.0,0.0,19.0,13.0,0.2,0.0,0.4,0.0,0,Hot Chocolate & Other
Steamed Milk,Grande,Soy,,473 mL,150.0,6.0,1.0,0.0,0.0,150.0,12.0,2.0,9.0,11.0,0.15,0.0,0.45,0.2,0,Hot Chocolate & Other
Steamed Milk,Grande,Coconut,,473 mL,150.0,9.0,9.0,0.0,0.0,170.0,15.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Steamed Milk,Venti®,Nonfat,,591 mL,170.0,0.4,0.3,0.0,10.0,220.0,25.0,0.0,25.0,17.0,0.3,0.0,0.6,0.02,0,Hot Chocolate & Other
Steamed Milk,Venti®,0.02,,591 mL,260.0,10.0,5.0,0.3,40.0,240.0,25.0,0.0,25.0,17.0,0.3,0.02,0.6,0.0,0,Hot Chocolate & Other
Steamed Milk,Venti®,Whole,,591 mL,310.0,17.0,10.0,0.5,50.0,220.0,25.0,0.0,25.0,16.0,0.25,0.0,0.5,0.02,0,Hot Chocolate & Other
Steamed Milk,Venti®,Soy,,591 mL,200.0,8.0,1.0,0.0,0.0,190.0,16.0,2.0,12.0,14.0,0.2,0.0,0.6,0.25,0,Hot Chocolate & Other
Steamed Milk,Venti®,Coconut,,591 mL,180.0,12.0,11.0,0.0,0.0,220.0,18.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Kids,Nonfat,,236 mL,100.0,0.2,0.1,0.0,5.0,80.0,19.0,0.0,19.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Kids,0.02,,236 mL,130.0,4.0,2.0,0.1,15.0,90.0,19.0,0.0,19.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Kids,Whole,,236 mL,150.0,6.0,3.5,0.2,20.0,80.0,19.0,0.0,19.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Kids,Soy,,236 mL,110.0,3.0,0.4,0.0,0.0,70.0,15.0,1.0,14.0,5.0,0.08,0.0,0.2,0.1,0,Hot Chocolate & Other
Vanilla Steamer,Kids,Coconut,,236 mL,110.0,4.5,4.0,0.0,0.0,80.0,16.0,0.0,16.0,0.5,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Short,Nonfat,,236 mL,100.0,0.2,0.1,0.0,5.0,80.0,19.0,0.0,19.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Short,0.02,,236 mL,130.0,4.0,2.0,0.1,15.0,90.0,19.0,0.0,19.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Short,Whole,,236 mL,150.0,6.0,3.5,0.2,20.0,80.0,19.0,0.0,19.0,6.0,0.1,0.0,0.2,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Short,Soy,,236 mL,110.0,3.0,0.4,0.0,0.0,70.0,15.0,1.0,14.0,5.0,0.08,0.0,0.2,0.1,0,Hot Chocolate & Other
Vanilla Steamer,Short,Coconut,,236 mL,110.0,4.5,4.0,0.0,0.0,80.0,16.0,0.0,16.0,0.5,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Tall,Nonfat,,354 mL,160.0,0.2,0.2,0.0,5.0,120.0,29.0,0.0,29.0,10.0,0.2,0.0,0.3,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Tall,0.02,,354 mL,200.0,6.0,3.0,0.2,25.0,135.0,28.0,0.0,28.0,10.0,0.15,0.0,0.3,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Tall,Whole,,354 mL,230.0,9.0,5.0,0.3,30.0,125.0,28.0,0.0,28.0,9.0,0.15,0.0,0.3,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Tall,Soy,,354 mL,170.0,4.5,0.5,0.0,0.0,105.0,23.0,1.0,21.0,8.0,0.1,0.0,0.3,0.15,0,Hot Chocolate & Other
Vanilla Steamer,Tall,Coconut,,354 mL,160.0,7.0,6.0,0.0,0.0,125.0,25.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Grande,Nonfat,,473 mL,200.0,0.3,0.2,0.0,10.0,160.0,38.0,0.0,38.0,13.0,0.25,0.0,0.4,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Grande,0.02,,473 mL,270.0,7.0,4.0,0.2,30.0,180.0,37.0,0.0,37.0,12.0,0.2,0.02,0.4,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Grande,Whole,,473 mL,310.0,12.0,7.0,0.4,40.0,160.0,37.0,0.0,37.0,12.0,0.2,0.0,0.4,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Grande,Soy,,473 mL,220.0,6.0,0.5,0.0,0.0,135.0,30.0,1.0,27.0,10.0,0.15,0.0,0.4,0.2,0,Hot Chocolate & Other
Vanilla Steamer,Grande,Coconut,,473 mL,210.0,9.0,8.0,0.0,0.0,160.0,32.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Venti®,Nonfat,,591 mL,260.0,0.4,0.3,0.0,10.0,200.0,48.0,0.0,47.0,16.0,0.3,0.0,0.5,0.02,0,Hot Chocolate & Other
Vanilla Steamer,Venti®,0.02,,591 mL,340.0,10.0,5.0,0.3,40.0,230.0,47.0,0.0,47.0,16.0,0.25,0.02,0.5,0.0,0,Hot Chocolate & Other
Vanilla Steamer,Venti®,Whole,,591 mL,390.0,16.0,9.0,0.5,50.0,210.0,47.0,0.0,47.0,15.0,0.25,0.0,0.5,0.02,0,Hot Chocolate & Other
Vanilla Steamer,Venti®,Soy,,591 mL,280.0,7.0,1.0,0.0,0.0,170.0,38.0,2.0,35.0,13.0,0.2,0.0,0.5,0.25,0,Hot Chocolate & Other
Vanilla Steamer,Venti®,Coconut,,591 mL,270.0,11.0,11.0,0.0,0.0,200.0,41.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Nonfat,No Whip,236 mL,180.0,3.0,2.5,0.0,5.0,125.0,31.0,0.0,30.0,8.0,0.1,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Nonfat,Whip,236 mL,230.0,8.0,6.0,0.2,25.0,130.0,32.0,0.0,32.0,8.0,0.15,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,0.02,No Whip,236 mL,210.0,6.0,4.0,0.1,15.0,135.0,30.0,0.0,30.0,8.0,0.1,0.02,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,0.02,Whip,236 mL,260.0,11.0,7.0,0.3,35.0,140.0,32.0,0.0,31.0,8.0,0.15,0.02,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Whole,No Whip,236 mL,220.0,8.0,5.0,0.2,20.0,125.0,30.0,0.0,30.0,7.0,0.08,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Whole,Whip,236 mL,280.0,14.0,9.0,0.3,40.0,130.0,32.0,0.0,31.0,8.0,0.15,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Soy,No Whip,236 mL,190.0,5.0,2.5,0.0,5.0,115.0,27.0,1.0,26.0,6.0,0.06,0.0,0.25,0.08,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Soy,Whip,236 mL,240.0,11.0,6.0,0.2,20.0,120.0,29.0,1.0,27.0,7.0,0.1,0.0,0.25,0.08,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Coconut,No Whip,236 mL,180.0,7.0,6.0,0.0,5.0,125.0,28.0,0.0,28.0,2.0,0.0,0.0,0.06,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Kids,Coconut,Whip,236 mL,230.0,12.0,9.0,0.2,20.0,130.0,30.0,0.0,29.0,3.0,0.06,0.0,0.06,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Short,Nonfat,No Whip,236 mL,180.0,3.0,2.5,0.0,5.0,125.0,31.0,0.0,30.0,8.0,0.1,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Short,Nonfat,Whip,236 mL,230.0,8.0,6.0,0.2,25.0,130.0,32.0,0.0,32.0,8.0,0.15,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Short,0.02,No Whip,236 mL,210.0,6.0,4.0,0.1,15.0,135.0,30.0,0.0,30.0,8.0,0.1,0.02,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Short,0.02,Whip,236 mL,260.0,11.0,7.0,0.3,35.0,140.0,32.0,0.0,31.0,8.0,0.15,0.02,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Short,Whole,No Whip,236 mL,220.0,8.0,5.0,0.2,20.0,125.0,30.0,0.0,30.0,7.0,0.08,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Short,Whole,Whip,236 mL,280.0,14.0,9.0,0.3,40.0,130.0,32.0,0.0,31.0,8.0,0.15,0.0,0.25,0.0,0,Hot Chocolate & Other
White Hot Chocolate,Short,Soy,No Whip,236 mL,190.0,5.0,2.5,0.0,5.0,115.0,27.0,1.0,26.0,6.0,0.06,0.0,0.25,0.08,0,Hot Chocolate & Other
White Hot Chocolate,Short,Soy,Whip,236 mL,240.0,11.0,6.0,0.2,20.0,120.0,29.0,1.0,27.0,7.0,0.1,0.0,0.25,0.08,0,Hot Chocolate & Other
White Hot Chocolate,Short,Coconut,No Whip,236 mL,180.0,7.0,6.0,0.0,5.0,125.0,28.0,0.0,28.0,2.0,0.0,0.0,0.06,0.0,0,Hot Chocolate & Other
