date, pm25, pm10, o3, no2, so2, co
2019/12/25, 129, 50, 16, 39, 5, 8
2019/12/26, 115, 39, 23, 29, 5, 7
2019/12/27, 89, 48, 6, 52, 5, 9
2019/12/28, 96, 52, 1, 52, 5, 10
2019/12/29, 106, , , , , 
2019/7/1, 81, 33, 50, 22, 8, 4
2019/7/2, 75, 38, 37, 25, 5, 5
2019/7/3, 88, 32, 43, 29, 5, 4
2019/7/4, 73, 31, 95, 31, 5, 6
2019/7/5, 68, 22, 65, 16, 5, 5
2019/7/6, 67, 15, 43, 6, 4, 3
2019/7/7, 51, 8, 37, 10, 5, 3
2019/7/8, 32, 8, 38, 10, 4, 3
2019/7/9, 36, 6, 33, 10, 4, 3
2019/7/10, 31, 7, 19, 13, 5, 3
2019/7/11, 12, 18, 28, 19, 5, 4
2019/7/12, 38, 37, 43, 20, 6, 5
2019/7/13, 83, 42, 62, 21, 4, 6
2019/7/14, 116, 35, 30, 25, 4, 6
2019/7/15, 98, 36, 35, 26, 5, 6
2019/7/16, 91, 65, 51, 28, 5, 5
2019/7/17, 152, 67, 104, 32, 7, 6
2019/7/18, 156, 37, 33, 23, 5, 5
2019/7/19, 84, 8, 15, 13, 4, 3
2019/7/20, 20, 17, 24, 11, 4, 2
2019/7/21, 33, 48, 37, 21, 5, 4
2019/7/22, 92, 27, 22, 22, 7, 3
2019/7/23, 52, 25, 88, 22, 5, 3
2019/7/24, 57, 27, 85, 28, 3, 6
2019/7/25, 68, 19, 23, 23, 4, 4
2019/7/26, 51, 20, 38, 20, 4, 5
2019/7/27, 52, 13, 20, 13, 4, 3
2019/7/28, 38, 15, 8, 12, 4, 4
2019/7/29, 37, 21, 16, 13, 5, 4
2019/7/30, 48, 18, 15, 23, 5, 3
2019/7/31, 41, 14, 19, 17, 4, 3
2019/8/1, 35, 20, 25, 17, 4, 3
2019/8/2, 47, 22, 47, 22, 4, 4
2019/8/3, 54, 31, 73, 24, 5, 4
2019/8/4, 73, 39, 48, 24, 5, 4
2019/8/5, 98, 27, 41, 18, 4, 3
2019/8/6, 72, 21, 12, 32, 4, 4
2019/8/7, 56, 41, 16, 35, 6, 5
2019/8/8, 94, 23, 27, 25, 5, 3
2019/8/9, 51, 20, 29, 18, 5, 3
2019/8/10, 48, 17, 24, 10, 4, 3
2019/8/11, 44, 14, 13, 20, 4, 4
2019/8/12, 54, 25, 38, 25, 5, 4
2019/8/13, 62, 17, 28, 14, 5, 4
2019/8/14, 45, 8, 10, 10, 4, 3
2019/8/15, 22, 19, 33, 18, 4, 4
2019/8/16, 38, 33, 44, 19, 5, 5
2019/8/17, 65, 22, 51, 14, 5, 4
2019/8/18, 54, 22, 48, 22, 4, 5
2019/8/19, 53, 29, 50, 22, 4, 5
2019/8/20, 71, 33, 36, 23, 5, 4
2019/8/21, 82, 43, 42, 25, 4, 5
2019/8/22, 101, 34, 38, 29, 6, 6
2019/8/23, 67, 23, 29, 26, 5, 6
2019/8/24, 43, 17, 45, 19, 5, 5
2019/8/25, 33, 22, 47, 27, 5, 7
2019/8/26, 52, 23, 50, 23, 5, 4
2019/8/27, 54, 26, 48, 15, 6, 5
2019/8/28, 55, 25, 41, 14, 6, 5
2019/8/29, 60, 16, 31, 15, 5, 4
2019/8/30, 34, 18, 36, 15, 5, 4
2019/8/31, 47, 18, 43, 20, 5, 4
2019/9/1, 54, 25, 38, 30, 6, 7
2019/9/2, 62, 23, 24, 26, 3, 5
2019/9/3, 52, 9, 23, 22, 4, 4
2019/9/4, 17, 7, 10, 22, 3, 4
2019/9/5, 17, 14, 14, 21, 4, 4
2019/9/6, 35, 14, 21, 8, 4, 3
2019/9/7, 22, 38, 31, 13, 4, 5
2019/9/8, 81, 40, 18, 15, 4, 8
2019/9/9, 88, 13, 19, 13, 5, 5
2019/9/10, 39, 7, 37, 6, 5, 4
2019/9/11, 21, 8, 23, 7, 5, 3
2019/9/12, 19, 12, 36, 7, 4, 3
2019/9/13, 25, 16, 21, 21, 5, 4
2019/9/14, 46, 12, 35, 9, 5, 3
2019/9/15, 36, 9, 31, 15, 5, 3
2019/9/16, 23, 13, 38, 19, 5, 3
2019/9/17, 35, 25, 36, 18, 5, 3
2019/9/18, 47, 21, 39, 15, 5, 2
2019/9/19, 38, 22, 17, 23, 5, 4
2019/9/20, 40, 16, 14, 25, 4, 4
2019/9/21, 31, 7, 38, 12, 4, 3
2019/9/22, 15, 16, 27, 14, 5, 5
2019/9/23, 28, 26, 31, 30, 5, 5
2019/9/24, 53, 37, 31, 34, 6, 6
2019/9/25, 70, 33, 21, 36, 4, 6
2019/9/26, 62, 23, 17, 35, 5, 5
2019/9/27, 45, 31, 30, 32, 5, 5
2019/9/28, 69, 42, 55, 29, 5, 6
2019/9/29, 92, 55, 44, 44, 5, 7
2019/9/30, 91, 48, 27, 41, 5, 7
2019/4/1, 57, 35, 34, 33, 6, 5
2019/4/2, 70, 44, 33, 35, 5, 6
2019/4/3, 83, 39, 37, 34, 5, 5
2019/4/4, 66, 72, 37, 27, 4, 5
2019/4/5, 94, 63, 23, 48, 5, 7
2019/4/6, 79, 43, 33, 26, 4, 5
2019/4/7, 73, 44, 36, 26, 5, 5
2019/4/8, 58, 29, 29, 32, 4, 4
2019/4/9, 48, 8, 37, 21, 4, 4
2019/4/10, 19, 30, 32, 38, 5, 6
2019/4/11, 66, 57, 37, 43, 6, 6
2019/4/12, 117, 53, 43, 44, 5, 6
2019/4/13, 116, 43, 40, 25, 5, 5
2019/4/14, 84, 57, 32, 38, 6, 6
2019/4/15, 71, 51, 32, 48, 5, 7
2019/4/16, 86, 45, 41, 45, 6, 6
2019/4/17, 82, 45, 25, 33, 5, 5
2019/4/18, 90, 47, 30, 28, 4, 4
2019/4/19, 83, 49, 38, 28, 4, 5
2019/4/20, 95, 37, 31, 22, 4, 5
2019/4/21, 87, 85, 41, 45, 6, 7
2019/4/22, 132, 87, 33, 54, 5, 8
2019/4/23, 148, 62, 34, 33, 5, 6
2019/4/24, 139, 42, 24, 26, 4, 5
2019/4/25, 74, 10, 26, 19, 4, 4
2019/4/26, 27, 20, 30, 28, 4, 5
2019/4/27, 47, 21, 41, 20, 5, 4
2019/4/28, 60, 22, 33, 38, 5, 5
2019/4/29, 71, 41, 40, 42, 5, 6
2019/4/30, 88, 59, 43, 29, 5, 5
2019/5/1, 106, 55, 36, 27, 5, 4
2019/5/2, 65, 56, 40, 46, 8, 7
2019/5/3, 107, 74, 62, 50, 6, 8
2019/5/4, 155, 70, 66, 38, 7, 7
2019/5/5, 139, 39, 41, 11, 4, 3
2019/5/6, 47, 55, 43, 30, 6, 5
2019/5/7, 73, 57, 55, 31, 7, 6
2019/5/8, 93, 53, 41, 38, 6, 5
2019/5/9, 94, 66, 52, 48, 7, 7
2019/5/10, 124, 69, 49, 55, 6, 7
2019/5/11, 131, 61, 80, 40, 7, 6
2019/5/12, 124, 63, 41, 51, 7, 6
2019/5/13, 132, 46, 54, 33, 6, 4
2019/5/14, 110, 70, 62, 41, 7, 7
2019/5/15, 153, 69, 58, 39, 6, 6
2019/5/16, 142, 62, 43, 44, 6, 6
2019/5/17, 130, 34, 36, 20, 5, 4
2019/5/18, 67, 16, 26, 14, 3, 4
2019/5/19, 45, 41, 32, 16, 5, 4
2019/5/20, 55, 60, 52, 23, 7, 5
2019/5/21, 84, 63, 53, 27, 8, 6
2019/5/22, 103, 74, 77, 39, 9, 8
2019/5/23, 141, 79, 105, 51, 7, 8
2019/5/24, 156, 76, 55, 32, 9, 7
2019/5/25, 137, 46, 67, 27, 6, 5
2019/5/26, 90, 26, 33, 19, 5, 4
2019/5/27, 62, 26, 35, 19, 5, 3
2019/5/28, 37, 56, 50, 31, 7, 5
2019/5/29, 92, 53, 54, 34, 6, 6
2019/5/30, 98, 24, 46, 18, 6, 3
2019/5/31, 55, 39, 49, 20, 5, 5
2019/6/1, 97, 41, 72, 25, 4, 5
2019/6/2, 90, 45, 53, 34, 6, 6
2019/6/3, 86, 30, 32, 26, 6, 5
2019/6/4, 76, 51, 38, 31, 5, 5
2019/6/5, 129, 56, 30, 36, 5, 6
2019/6/6, 129, 19, 50, 13, 4, 4
2019/6/7, 46, 30, 43, 24, 5, 4
2019/6/8, 70, 42, 51, 19, 5, 5
2019/6/9, 94, 14, 31, 14, 4, 3
2019/6/10, 37, 17, 36, 17, 4, 3
2019/6/11, 44, 35, 35, 31, 5, 5
2019/6/12, 72, 34, 45, 42, 5, 5
2019/6/13, 79, 35, 46, 48, 4, 4
2019/6/14, 81, 39, 40, 17, 4, 4
2019/6/15, 84, 16, 44, 14, 4, 4
2019/6/16, 48, 25, 40, 23, 6, 4
2019/6/17, 65, 35, 30, 28, 6, 5
2019/6/18, 89, 36, 39, 19, 4, 5
2019/6/19, 94, 29, 33, , 4, 6
2019/6/20, 70, 30, 36, 22, 4, 4
2019/6/21, 78, 10, 38, 18, 4, 3
2019/6/22, 22, 11, 40, 11, 4, 3
2019/6/23, 27, 21, 46, 25, 5, 4
2019/6/24, 50, 31, 56, 28, 5, 5
2019/6/25, 68, 30, 47, 33, 6, 5
2019/6/26, 63, 19, 37, 22, 5, 4
2019/6/27, 41, 37, 34, 33, 6, 5
2019/6/28, 81, 23, 31, 22, 4, 4
2019/6/29, 59, 29, 35, 14, 6, 4
2019/6/30, 74, 34, 47, 20, 5, 4
2019/1/1, 90, 37, 15, 37, 6, 7
2019/1/2, 82, 40, 8, 45, 5, 8
2019/1/3, 82, 60, 4, 62, 7, 13
2019/1/4, 135, 61, 19, 31, 5, 7
2019/1/5, 116, 52, 11, 38, 7, 6
2019/1/6, 86, 56, 11, 50, 8, 10
2019/1/7, 118, 46, 22, 27, 7, 5
2019/1/8, 76, 53, 13, 36, 8, 5
2019/1/9, 84, 58, 5, 51, 7, 8
2019/1/10, 112, 70, 5, 57, 8, 12
2019/1/11, 156, 81, 12, 59, 8, 13
2019/1/12, 166, 90, 19, 50, 7, 15
2019/1/13, 173, 118, 5, 68, 8, 17
2019/1/14, 204, 104, 18, 33, 7, 11
2019/1/15, 154, 50, 20, 27, 6, 5
2019/1/16, 72, 47, 16, 41, 7, 7
2019/1/17, 86, 54, 9, 54, 8, 12
2019/1/18, 113, 81, 12, 63, 8, 13
2019/1/19, 162, 65, 24, 19, 6, 6
2019/1/20, 105, 47, 14, 42, 7, 7
2019/1/21, 84, 66, 14, 50, 6, 11
2019/1/22, 116, 69, 23, 43, 7, 11
2019/1/23, 126, 47, 13, 41, 7, 8
2019/1/24, 82, 50, 23, 31, 6, 6
2019/1/25, 82, 48, 22, 20, 6, 5
2019/1/26, 78, 41, 18, 36, 6, 7
2019/1/27, 80, 74, 22, 23, 7, 5
2019/1/28, 86, 67, 10, 47, 7, 7
2019/1/29, 89, 62, 9, 57, 7, 9
2019/1/30, 114, 69, 16, 13, 6, 6
2019/1/31, 83, 43, 15, 33, 5, 6
2019/2/1, 71, 57, 7, 52, 6, 8
2019/2/2, 121, 39, 21, 33, 5, 7
2019/2/3, 107, 67, 25, 21, 5, 5
2019/2/4, 118, 73, 21, 45, 6, 8
2019/2/5, 100, 80, 20, 45, 7, 9
2019/2/6, 121, 59, 25, 20, 6, 5
2019/2/7, 103, 35, 23, 28, 5, 6
2019/2/8, 69, 40, 22, 20, 6, 5
2019/2/9, 70, 46, 20, 28, 6, 6
2019/2/10, 79, 44, 26, 28, 8, 6
2019/2/11, 88, 59, 23, 35, 8, 8
2019/2/12, 124, 42, 24, 30, 6, 6
2019/2/13, 82, 55, 14, 50, 8, 7
2019/2/14, 98, 42, 16, 46, 5, 7
2019/2/15, 103, 59, 28, 23, 6, 9
2019/2/16, 145, 40, 27, 30, 6, 6
2019/2/17, 92, 46, 6, 61, 6, 9
2019/2/18, 97, 47, 11, 49, 5, 8
2019/2/19, 117, 55, 24, 37, 5, 8
2019/2/20, 136, 72, 16, 52, 6, 11
2019/2/21, 162, 70, 18, 63, 7, 12
2019/2/22, 157, 57, 27, 59, 7, 10
2019/2/23, 127, 64, 29, 56, 7, 11
2019/2/24, 142, 76, 29, 44, 6, 9
2019/2/25, 152, 58, 19, 46, 7, 8
2019/2/26, 98, 68, 22, 60, 9, 9
2019/2/27, 141, 76, 36, 55, 8, 9
2019/2/28, 157, 93, 46, 58, 8, 11
2019/3/1, 177, 91, 42, 66, 8, 12
2019/3/2, 177, 86, 41, 57, 7, 9
2019/3/3, 169, 122, 34, 58, 9, 10
2019/3/4, 201, 136, 32, 43, 8, 10
2019/3/5, 210, 106, 41, 45, 8, 9
2019/3/6, 187, 55, 34, 31, 5, 6
2019/3/7, 121, 53, 25, 44, 6, 6
2019/3/8, 97, 48, 15, 64, 7, 8
2019/3/9, 107, 51, 32, 41, 6, 6
2019/3/10, 120, 69, 21, 47, 5, 7
2019/3/11, 139, 74, 26, 30, 5, 7
2019/3/12, 127, 46, 32, 20, 5, 4
2019/3/13, 48, 47, 27, 38, 5, 6
2019/3/14, 82, 54, 28, 36, 5, 5
2019/3/15, 115, 46, 26, 30, 4, 5
2019/3/16, 106, 44, 34, 27, 5, 5
2019/3/17, 90, 46, 16, 53, 6, 7
2019/3/18, 90, 63, 22, 63, 7, 9
2019/3/19, 128, 83, 17, 63, 5, 9
2019/3/20, 169, 37, 33, 25, 3, 5
2019/3/21, 96, 41, 33, 16, 4, 4
2019/3/22, 75, 27, 30, 25, 4, 5
2019/3/23, 64, 31, 34, 21, 5, 4
2019/3/24, 59, 50, 33, 37, 6, 6
2019/3/25, 104, 63, 34, 34, 5, 6
2019/3/26, 119, 80, 52, , 7, 7
2019/3/27, 156, 75, 31, 34, 6, 7
2019/3/28, 138, 45, 38, 28, 6, 5
2019/3/29, 78, 41, 34, 22, 5, 5
2019/3/30, 91, 44, 31, 14, 4, 4
2019/3/31, 91, 30, 33, 22, 5, 4
2018/10/1, 37, 28, 28, 24, 4, 6
2018/10/2, 63, 29, 30, 33, 4, 6
2018/10/3, 71, 23, 33, 25, 4, 5
2018/10/4, 53, 11, 29, 19, 3, 4
2018/10/5, 25, 7, 33, 15, 4, 3
2018/10/6, 14, 29, 30, 19, 4, 5
2018/10/7, 50, 24, 24, 28, 4, 5
2018/10/8, 36, 29, 14, 35, 5, 6
2018/10/9, 57, 22, 21, 15, 4, 4
2018/10/10, 49, 19, 22, 16, 3, 4
2018/10/11, 36, 26, 16, 28, 4, 5
2018/10/12, 59, 35, 18, 43, 5, 7
2018/10/13, 88, 40, 35, 33, 4, 6
2018/10/14, 89, 61, 38, 38, 5, 8
2018/10/15, 127, 53, 24, 38, 6, 8
2018/10/16, 101, 40, 23, 39, 6, 7
2018/10/17, 74, 16, 20, 26, 4, 5
2018/10/18, 36, 20, 22, 29, 3, 5
2018/10/19, 42, 43, 19, 45, 6, 8
2018/10/20, 82, 41, 35, 42, 5, 8
2018/10/21, 88, 53, 22, 58, 7, 9
2018/10/22, 111, 52, 18, 53, 6, 9
2018/10/23, 108, 48, 20, 40, 5, 7
2018/10/24, 78, 43, 16, 50, 6, 8
2018/10/25, 81, 40, 14, 44, 5, 7
2018/10/26, 79, 30, 21, 15, 4, 3
2018/10/27, 26, 15, 15, 27, 4, 5
2018/10/28, 34, 18, 19, 23, 4, 5
2018/10/29, 36, 23, 17, 21, 5, 5
2018/10/30, 52, 23, 20, 25, 5, 5
2018/10/31, 55, 38, 15, 41, 6, 9
2018/11/1, 82, 48, 11, 58, 6, 11
2018/11/2, 100, 59, 13, 62, 7, 11
2018/11/3, 127, 48, 25, 46, 6, 10
2018/11/4, 114, 63, 12, 56, 6, 11
2018/11/5, 137, 88, 5, 73, 7, 13
2018/11/6, 170, 64, 9, 43, 5, 9
2018/11/7, 138, 9, 16, 27, 4, 5
2018/11/8, 26, 40, 28, 24, 6, 7
2018/11/9, 85, 71, 27, 38, 7, 9
2018/11/10, 154, 66, 12, 39, 6, 10
2018/11/11, 141, 33, 14, 37, 6, 7
2018/11/12, 67, 45, 14, 43, 6, 9
2018/11/13, 96, 38, 14, 44, 6, 8
2018/11/14, 91, 54, 8, 57, 6, 10
2018/11/15, 122, 60, 18, 47, 7, 11
2018/11/16, 144, 36, 10, 33, 6, 7
2018/11/17, 80, 41, 15, 37, 7, 9
2018/11/18, 91, 60, 14, 45, 7, 11
2018/11/19, 121, 50, 14, 42, 7, 8
2018/11/20, 80, 38, 16, 40, 6, 6
2018/11/21, 71, 24, 20, 23, 6, 4
2018/11/22, 43, 24, 16, 35, 6, 6
2018/11/23, 51, 24, 10, 36, 5, 6
2018/11/24, 69, 47, 8, 40, 5, 10
2018/11/25, 128, 62, 8, 47, 7, 12
2018/11/26, 140, 97, 8, 48, 7, 11
2018/11/27, 158, 100, 15, 33, 6, 5
2018/11/28, 90, 71, 4, 46, 7, 8
2018/11/29, 85, 60, 9, 45, 6, 8
2018/11/30, 88, 51, 7, 55, 7, 10
2018/12/1, 92, 54, 8, 44, 6, 9
2018/12/2, 96, 47, 8, 43, 6, 9
2018/12/3, 92, 37, 16, 26, 4, 7
2018/12/4, 76, 32, 18, 27, 6, 5
2018/12/5, 53, 41, 14, 30, 6, 6
2018/12/6, 74, 26, 24, 13, 4, 3
2018/12/7, 40, 26, 20, 14, 5, 4
2018/12/8, 40, 24, 21, 21, 6, 5
2018/12/9, 45, 36, 6, 46, 6, 8
2018/12/10, 74, 44, 4, 50, 7, 9
2018/12/11, 92, 48, 17, 30, 7, 7
2018/12/12, 94, 42, 19, 33, 7, 6
2018/12/13, 91, 35, 12, 32, 6, 6
2018/12/14, 73, 58, 4, 55, 7, 11
2018/12/15, 132, 56, 3, 57, 7, 11
2018/12/16, 143, 67, 13, 41, 8, 10
2018/12/17, 145, 52, 10, 50, 7, 9
2018/12/18, 100, 56, 12, 50, 8, 10
2018/12/19, 114, 62, 5, 61, 8, 11
2018/12/20, 129, 72, 3, 69, 10, 13
2018/12/21, 148, 78, 11, 63, 9, 14
2018/12/22, 163, 54, 24, 25, 6, 7
2018/12/23, 98, 25, 18, 18, 6, 5
2018/12/24, 52, 39, 4, , 7, 8
2018/12/25, 86, 52, 17, , 7, 7
2018/12/26, 94, 30, 21, 18, 5, 4
2018/12/27, 35, 40, 17, 22, 6, 5
2018/12/28, 56, 43, 21, 18, 5, 4
2018/12/29, 40, 36, 16, 29, 6, 6
2018/12/30, 69, , , , , 
2018/7/1, 33, 9, 27, 27, 5, 4
2018/7/2, 26, 13, 19, 20, 5, 4
2018/7/3, 32, 25, 30, 24, 5, 5
2018/7/4, 54, 22, 19, 20, 4, 5
2018/7/5, 62, 7, 20, 11, 5, 4
2018/7/6, 13, 8, 26, 12, 4, 3
2018/7/7, 17, 12, 31, 12, 5, 3
2018/7/8, 26, 10, 15, 17, 5, 4
2018/7/9, 20, 24, 5, 27, 5, 6
2018/7/10, 46, 37, 11, 23, 6, 6
2018/7/11, 76, 29, 8, 19, 6, 5
2018/7/12, 65, 24, 18, 20, 7, 4
2018/7/13, 58, 22, 23, 18, 7, 4
2018/7/14, 56, 24, 38, 15, 6, 3
2018/7/15, 64, 29, 32, 23, 7, 4
2018/7/16, 73, 34, 23, 22, 7, 4
2018/7/17, 86, 40, 32, 23, 6, 4
2018/7/18, 97, 33, 35, 20, 5, 4
2018/7/19, 86, 40, 62, 31, 6, 5
2018/7/20, 92, 43, 79, 32, 7, 5
2018/7/21, 99, 33, 63, 22, 5, 4
2018/7/22, 82, 37, 52, 23, 7, 4
2018/7/23, 82, 45, 97, 28, 6, 5
2018/7/24, 104, 37, 31, 21, 7, 4
2018/7/25, 84, 46, 38, 25, 6, 5
2018/7/26, 98, 53, 55, 24, 5, 5
2018/7/27, 113, 44, 34, 30, 5, 6
2018/7/28, 94, 19, 30, 13, 6, 3
2018/7/29, 51, 9, 29, 14, 4, 3
2018/7/30, 22, 19, 56, 18, 4, 4
2018/7/31, 44, 36, 81, 25, 4, 5
2018/8/1, 79, 45, 97, 26, 6, 5
2018/8/2, 100, 51, 82, 25, 6, 6
2018/8/3, 118, 31, 37, 16, 6, 4
2018/8/4, 75, 29, 28, 9, 4, 3
2018/8/5, 72, 35, 33, 19, 4, 4
2018/8/6, 82, 21, 46, 18, 4, 4
2018/8/7, 48, 29, 28, 15, 5, 3
2018/8/8, 70, 29, 22, 18, 5, 4
2018/8/9, 73, 15, 32, 17, 4, 4
2018/8/10, 38, 10, 38, 16, 4, 4
2018/8/11, 22, 15, 44, 13, 4, 4
2018/8/12, 41, 36, 35, 19, 5, 4
2018/8/13, 86, 30, 42, 21, 5, 4
2018/8/14, 73, 32, 52, 19, 4, 4
2018/8/15, 72, 16, 28, 12, 4, 3
2018/8/16, 34, 13, 29, 13, 4, 3
2018/8/17, 22, 18, 43, 14, 5, 3
2018/8/18, 30, 26, 66, 17, 4, 4
2018/8/19, 57, 42, 46, 24, 5, 5
2018/8/20, 89, 26, 28, 19, 5, 4
2018/8/21, 56, 28, 39, 22, 4, 4
2018/8/22, 65, 13, 14, 11, 4, 2
2018/8/23, 26, 8, 17, 13, 4, 3
2018/8/24, 18, 27, 36, 16, 5, 5
2018/8/25, 57, 20, 30, 17, 4, 4
2018/8/26, 47, 9, 22, 19, 4, 4
2018/8/27, 23, 11, 5, 20, 4, 5
2018/8/28, 23, 14, 7, 15, 5, 4
2018/8/29, 29, 31, 30, 21, 5, 5
2018/8/30, 70, 28, 37, 22, 5, 5
2018/8/31, 67, 21, 30, 18, 4, 5
2018/9/1, 45, 14, 38, 12, 4, 3
2018/9/2, 28, 16, 17, 22, 4, 5
2018/9/3, 36, 18, 30, 16, 5, 4
2018/9/4, 36, 31, 39, 18, 5, 5
2018/9/5, 47, 42, 48, 24, 6, 6
2018/9/6, 83, 30, 43, 16, 4, 5
2018/9/7, 58, 28, 35, 20, 4, 5
2018/9/8, 47, 25, 39, 17, 4, 4
2018/9/9, 49, 12, 33, 12, 4, 3
2018/9/10, 21, 13, 27, 14, 4, 3
2018/9/11, 23, 17, 34, 19, 4, 4
2018/9/12, 32, 22, 23, 25, 4, 4
2018/9/13, 43, 21, 19, 21, 4, 4
2018/9/14, 45, 13, 20, 22, 4, 4
2018/9/15, 28, 42, 33, 18, 4, 6
2018/9/16, 101, 33, 33, 20, 4, 5
2018/9/17, 72, 41, 31, 32, 5, 7
2018/9/18, 76, 45, 24, 36, 5, 7
2018/9/19, 85, 17, 31, 18, 4, 4
2018/9/20, 44, 8, 25, 22, 5, 4
